,accuracy,accuracy_loss,compression,type,tar_type,repr
564,0.9764,0.8200000000000001,13.267666,GA,float 16,"[4, 4, 25, 4, 4]"
565,0.9752,0.9400000000000001,13.268001,GA,float 16,"[4, 4, 22, 4, 4]"
566,0.9752,0.9400000000000001,13.399777,GA,float 16,"[3, 4, 17, 4, 4]"
567,0.9862,-0.16,6.235402,PSO,float 16,"[29, 26, 13, 14, 29]"
568,0.9854,-0.08,6.634172,PSO,float 16,"[37, 7, 23, 14, 30]"
569,0.9848,-0.02,7.1372037,PSO,float 16,"[27, 8, 16, 14, 26]"
570,0.9838,0.08,7.904561,PSO,float 16,"[27, 17, 13, 26, 4]"
571,0.982,0.26,8.172957,PSO,float 16,"[27, 4, 16, 12, 32]"
572,0.9818,0.27999999999999997,9.24826,PSO,float 16,"[29, 4, 8, 6, 26]"
573,0.9784,0.62,10.092736,PSO,float 16,"[31, 4, 16, 4, 15]"
574,0.9782,0.64,10.368203,PSO,float 16,"[25, 4, 8, 4, 24]"
575,0.9748,0.98,10.376216,PSO,float 16,"[27, 4, 4, 8, 18]"
576,0.986,-0.13999999999999999,6.4053345,BH,float 16,"[20, 33, 25, 27, 7]"
577,0.9858,-0.12,7.7367167,BH,float 16,"[7, 31, 14, 26, 8]"
578,0.9848,-0.02,8.587662,BH,float 16,"[5, 32, 25, 22, 4]"
579,0.9828,0.18,9.004603,BH,float 16,"[4, 35, 8, 22, 8]"
580,0.981,0.36,9.538202,BH,float 16,"[3, 31, 23, 26, 4]"
581,0.9806,0.4,9.743242,BH,float 16,"[4, 25, 10, 20, 4]"
582,0.9798,0.48,9.868792,BH,float 16,"[3, 27, 10, 23, 4]"
583,0.978,0.66,12.062665,BH,float 16,"[2, 22, 23, 25, 4]"
584,0.9774,0.72,12.06468,BH,float 16,"[2, 22, 19, 22, 4]"
585,0.9772,0.74,12.380832,BH,float 16,"[2, 23, 14, 25, 4]"
586,0.9768,0.7799999999999999,12.381354,BH,float 16,"[2, 23, 14, 24, 4]"
587,0.9768,0.7799999999999999,12.382906,BH,float 16,"[2, 22, 14, 25, 4]"
588,0.9764,0.8200000000000001,12.383951,BH,float 16,"[2, 22, 14, 23, 4]"
589,0.9754,0.9199999999999999,12.384641,BH,float 16,"[2, 22, 13, 22, 4]"
590,0.975,0.96,12.385152,BH,float 16,"[2, 21, 13, 25, 4]"
591,0.975,0.96,12.38831,BH,float 16,"[2, 20, 16, 22, 4]"
592,0.9856,-0.1,5.7829657,GA,float 16,"[24, 35, 13, 30, 24]"
593,0.9854,-0.08,5.85044,GA,float 16,"[37, 29, 44, 7, 47]"
594,0.985,-0.04,6.804336,GA,float 16,"[4, 29, 44, 50, 44]"
595,0.9846,0.0,7.0438905,GA,float 16,"[4, 37, 25, 34, 28]"
596,0.9842,0.04,9.178866,GA,float 16,"[4, 37, 25, 4, 28]"
597,0.9836,0.1,10.103915,GA,float 16,"[4, 29, 13, 4, 9]"
598,0.983,0.16,10.283227,GA,float 16,"[4, 8, 29, 4, 23]"
599,0.9828,0.18,10.604469,GA,float 16,"[4, 8, 12, 4, 23]"
600,0.9822,0.24,10.626455,GA,float 16,"[4, 10, 19, 4, 8]"
601,0.9782,0.64,10.638005,GA,float 16,"[4, 29, 5, 4, 9]"
602,0.978,0.66,10.977076,GA,float 16,"[4, 13, 7, 4, 9]"
603,0.9866,-0.2,6.1083183,PSO,float 16,"[7, 19, 33, 24, 45]"
604,0.9856,-0.1,6.110957,PSO,float 16,"[7, 24, 35, 24, 41]"
605,0.9854,-0.08,6.3074293,PSO,float 16,"[7, 23, 29, 28, 46]"
606,0.9854,-0.08,6.4410443,PSO,float 16,"[13, 16, 35, 13, 28]"
607,0.9852,-0.06,6.7096815,PSO,float 16,"[6, 27, 32, 12, 37]"
608,0.9848,-0.02,7.2902956,PSO,float 16,"[7, 7, 37, 12, 44]"
609,0.9844,0.02,7.7229443,PSO,float 16,"[8, 8, 31, 15, 18]"
610,0.9836,0.1,8.4617605,PSO,float 16,"[4, 6, 30, 9, 39]"
611,0.9826,0.2,8.649113,PSO,float 16,"[6, 4, 28, 10, 35]"
612,0.9824,0.22,8.662772,PSO,float 16,"[11, 7, 32, 4, 33]"
613,0.9822,0.24,8.704963,PSO,float 16,"[5, 4, 28, 10, 36]"
614,0.9818,0.27999999999999997,9.113196,PSO,float 16,"[7, 8, 25, 4, 39]"
615,0.9814,0.32,9.505951,PSO,float 16,"[4, 4, 24, 12, 41]"
616,0.9814,0.32,9.528193,PSO,float 16,"[4, 4, 30, 9, 35]"
617,0.9804,0.42,10.05079,PSO,float 16,"[4, 4, 25, 6, 38]"
618,0.9804,0.42,10.185034,PSO,float 16,"[3, 8, 27, 4, 37]"
619,0.9794,0.52,11.107153,PSO,float 16,"[2, 9, 28, 7, 37]"
620,0.9748,0.98,11.941949,PSO,float 16,"[2, 9, 33, 4, 42]"
621,0.9864,-0.18,5.2044435,BH,float 16,"[27, 46, 38, 24, 23]"
622,0.9862,-0.16,6.605704,BH,float 16,"[16, 39, 29, 25, 8]"
623,0.9854,-0.08,6.9539676,BH,float 16,"[11, 30, 22, 32, 7]"
624,0.9852,-0.06,7.6128407,BH,float 16,"[4, 26, 17, 36, 14]"
625,0.9842,0.04,7.765799,BH,float 16,"[12, 35, 25, 29, 4]"
626,0.9838,0.08,8.129827,BH,float 16,"[13, 7, 13, 28, 5]"
627,0.9834,0.12,8.208978,BH,float 16,"[8, 31, 21, 33, 4]"
628,0.9834,0.12,8.376243,BH,float 16,"[9, 30, 14, 32, 4]"
629,0.983,0.16,8.38281,BH,float 16,"[5, 27, 17, 37, 4]"
630,0.9826,0.2,8.482148,BH,float 16,"[7, 26, 18, 29, 4]"
631,0.9826,0.2,8.670146,BH,float 16,"[11, 10, 10, 28, 4]"
632,0.9826,0.2,9.388497,BH,float 16,"[16, 7, 6, 43, 4]"
633,0.9822,0.24,9.532022,BH,float 16,"[4, 22, 13, 37, 4]"
634,0.9818,0.27999999999999997,9.611015,BH,float 16,"[8, 15, 8, 28, 4]"
635,0.9816,0.3,10.604876,BH,float 16,"[4, 12, 8, 31, 4]"
636,0.98,0.45999999999999996,10.934319,BH,float 16,"[4, 6, 8, 33, 4]"
637,0.9778,0.6799999999999999,13.247686,BH,float 16,"[2, 11, 7, 26, 4]"
638,0.9754,0.9199999999999999,13.25252,BH,float 16,"[2, 9, 7, 29, 4]"
639,0.9864,-0.18,6.4942756,GA,float 16,"[8, 29, 19, 27, 25]"
640,0.9858,-0.12,6.6017184,GA,float 16,"[6, 29, 19, 27, 25]"
641,0.9854,-0.08,8.492238,GA,float 16,"[4, 23, 40, 11, 7]"
642,0.9842,0.04,8.691548,GA,float 16,"[4, 28, 15, 25, 7]"
643,0.9816,0.3,9.777093,GA,float 16,"[4, 4, 31, 9, 18]"
644,0.9804,0.42,11.155302,GA,float 16,"[4, 4, 7, 30, 7]"
645,0.98,0.45999999999999996,11.156343,GA,float 16,"[4, 4, 7, 28, 7]"
646,0.9798,0.48,11.482422,GA,float 16,"[4, 4, 7, 11, 7]"
647,0.9782,0.64,12.015097,GA,float 16,"[4, 4, 7, 7, 7]"
648,0.976,0.86,12.22929,GA,float 16,"[4, 4, 17, 3, 7]"
649,0.9756,0.8999999999999999,12.549193,GA,float 16,"[4, 4, 12, 3, 7]"
650,0.9754,0.9199999999999999,12.563478,GA,float 16,"[4, 4, 14, 3, 6]"
651,0.9866,-0.2,6.882491,PSO,float 16,"[14, 20, 21, 28, 8]"
652,0.9848,-0.02,7.242362,PSO,float 16,"[12, 25, 15, 31, 8]"
653,0.9846,0.0,7.751937,PSO,float 16,"[14, 20, 6, 26, 7]"
654,0.9842,0.04,7.7592907,PSO,float 16,"[14, 24, 6, 24, 6]"
655,0.983,0.16,8.727496,PSO,float 16,"[9, 12, 13, 20, 4]"
656,0.9824,0.22,8.897746,PSO,float 16,"[17, 4, 12, 23, 8]"
657,0.9814,0.32,9.729346,PSO,float 16,"[6, 8, 9, 17, 4]"
658,0.9792,0.54,9.882795,PSO,float 16,"[13, 4, 18, 24, 4]"
659,0.979,0.5599999999999999,9.910609,PSO,float 16,"[12, 4, 21, 21, 4]"
660,0.9776,0.7000000000000001,10.001068,PSO,float 16,"[9, 4, 17, 17, 4]"
661,0.9772,0.74,11.643379,PSO,float 16,"[6, 4, 8, 14, 4]"
662,0.9864,-0.18,5.9324117,BH,float 16,"[26, 32, 22, 14, 30]"
663,0.9862,-0.16,6.241554,BH,float 16,"[10, 17, 25, 14, 33]"
664,0.9858,-0.12,6.3465705,BH,float 16,"[21, 12, 22, 14, 30]"
665,0.985,-0.04,7.4425716,BH,float 16,"[4, 31, 22, 25, 32]"
666,0.9836,0.1,7.468265,BH,float 16,"[8, 13, 28, 7, 38]"
667,0.9836,0.1,8.954378,BH,float 16,"[4, 37, 23, 4, 43]"
668,0.9802,0.44,9.084806,BH,float 16,"[3, 33, 24, 4, 45]"
669,0.9758,0.88,10.203599,BH,float 16,"[2, 33, 22, 13, 32]"
670,0.9856,-0.1,7.209204,GA,float 16,"[7, 29, 39, 21, 8]"
671,0.9838,0.08,7.2545733,GA,float 16,"[33, 20, 6, 20, 7]"
672,0.9836,0.1,8.389257,GA,float 16,"[3, 8, 42, 49, 14]"
673,0.9832,0.13999999999999999,8.823974,GA,float 16,"[3, 8, 31, 20, 14]"
674,0.9828,0.18,8.909543,GA,float 16,"[3, 8, 6, 49, 34]"
675,0.9826,0.2,9.512779,GA,float 16,"[12, 8, 6, 8, 7]"
676,0.9818,0.27999999999999997,9.68358,GA,float 16,"[3, 8, 6, 27, 13]"
677,0.9814,0.32,9.685147,GA,float 16,"[3, 8, 6, 24, 13]"
678,0.981,0.36,9.986877,GA,float 16,"[3, 8, 6, 6, 34]"
679,0.9792,0.54,11.074964,GA,float 16,"[3, 8, 16, 3, 13]"
680,0.986,-0.13999999999999999,5.3320255,PSO,float 16,"[41, 37, 38, 28, 16]"
681,0.9858,-0.12,5.720458,PSO,float 16,"[22, 28, 25, 24, 20]"
682,0.9856,-0.1,5.741572,PSO,float 16,"[27, 22, 16, 23, 38]"
683,0.9854,-0.08,6.281902,PSO,float 16,"[9, 21, 34, 14, 20]"
684,0.9854,-0.08,6.4998755,PSO,float 16,"[9, 22, 18, 28, 12]"
685,0.9854,-0.08,7.5104623,PSO,float 16,"[47, 9, 25, 6, 6]"
686,0.9844,0.02,7.560977,PSO,float 16,"[13, 10, 20, 8, 14]"
687,0.9838,0.08,8.132718,PSO,float 16,"[6, 12, 17, 8, 15]"
688,0.9822,0.24,8.591176,PSO,float 16,"[3, 14, 15, 26, 16]"
689,0.9818,0.27999999999999997,9.1785,PSO,float 16,"[3, 9, 23, 6, 12]"
690,0.9796,0.5,10.8304405,PSO,float 16,"[2, 9, 21, 12, 18]"
691,0.978,0.66,11.659992,PSO,float 16,"[2, 9, 19, 6, 15]"
692,0.9762,0.84,12.730574,PSO,float 16,"[2, 9, 26, 4, 14]"
693,0.9868,-0.22,5.55547,BH,float 16,"[18, 38, 19, 28, 22]"
694,0.9866,-0.2,5.9080596,BH,float 16,"[10, 29, 19, 34, 21]"
695,0.986,-0.13999999999999999,7.537721,BH,float 16,"[7, 33, 16, 26, 8]"
696,0.9844,0.02,7.545804,BH,float 16,"[4, 31, 16, 43, 32]"
697,0.9838,0.08,8.160288,BH,float 16,"[4, 22, 10, 31, 13]"
698,0.9808,0.38,8.285575,BH,float 16,"[3, 29, 12, 30, 12]"
699,0.98,0.45999999999999996,8.608742,BH,float 16,"[3, 16, 11, 28, 13]"
700,0.9798,0.48,8.622287,BH,float 16,"[3, 18, 5, 37, 13]"
701,0.9786,0.6,11.3453,BH,float 16,"[2, 11, 6, 32, 19]"
702,0.978,0.66,11.350661,BH,float 16,"[2, 11, 6, 32, 18]"
703,0.9764,0.8200000000000001,11.670962,BH,float 16,"[2, 11, 7, 29, 12]"
704,0.9862,-0.16,5.8707366,GA,float 16,"[19, 28, 50, 24, 13]"
705,0.9848,-0.02,7.413868,GA,float 16,"[49, 47, 15, 24, 4]"
706,0.9844,0.02,7.475749,GA,float 16,"[27, 12, 41, 33, 4]"
707,0.9842,0.04,8.095825,GA,float 16,"[6, 47, 19, 38, 4]"
708,0.984,0.06,9.343294,GA,float 16,"[4, 11, 10, 15, 8]"
709,0.9808,0.38,9.435148,GA,float 16,"[14, 8, 10, 15, 4]"
710,0.9786,0.6,12.170389,GA,float 16,"[2, 23, 39, 12, 4]"
711,0.978,0.66,12.385667,GA,float 16,"[2, 23, 25, 10, 4]"
712,0.9772,0.74,12.718568,GA,float 16,"[2, 11, 32, 10, 4]"
713,0.9766,0.8,12.719125,GA,float 16,"[2, 11, 27, 10, 4]"
714,0.975,0.96,13.245832,GA,float 16,"[2, 12, 6, 24, 4]"
715,0.9874,-0.27999999999999997,5.0975933,PSO,float 16,"[39, 45, 44, 14, 42]"
716,0.9864,-0.18,6.3048687,PSO,float 16,"[27, 19, 22, 50, 8]"
717,0.9864,-0.18,6.6269803,PSO,float 16,"[19, 21, 22, 24, 8]"
718,0.9856,-0.1,7.2966866,PSO,float 16,"[11, 21, 22, 16, 7]"
719,0.9852,-0.06,7.4230614,PSO,float 16,"[22, 22, 37, 26, 4]"
720,0.9844,0.02,7.503822,PSO,float 16,"[36, 28, 15, 43, 4]"
721,0.9844,0.02,8.2228775,PSO,float 16,"[8, 22, 31, 42, 4]"
722,0.9832,0.13999999999999999,8.695882,PSO,float 16,"[5, 29, 15, 43, 4]"
723,0.9818,0.27999999999999997,9.513323,PSO,float 16,"[4, 30, 11, 44, 4]"
724,0.9794,0.52,9.576488,PSO,float 16,"[16, 29, 4, 47, 4]"
725,0.9792,0.54,10.236639,PSO,float 16,"[6, 29, 4, 43, 4]"
726,0.9782,0.64,10.293578,PSO,float 16,"[5, 30, 4, 44, 4]"
727,0.9782,0.64,10.912073,PSO,float 16,"[4, 33, 4, 44, 4]"
728,0.9776,0.7000000000000001,11.119604,PSO,float 16,"[4, 27, 4, 42, 4]"
729,0.9766,0.8,11.246,PSO,float 16,"[3, 29, 4, 44, 4]"
730,0.9762,0.84,11.248033,PSO,float 16,"[3, 28, 4, 44, 4]"
731,0.9758,0.88,11.248408,PSO,float 16,"[3, 28, 4, 43, 4]"
732,0.9758,0.88,12.706746,PSO,float 16,"[2, 20, 6, 37, 4]"
733,0.986,-0.13999999999999999,5.8051405,BH,float 16,"[31, 50, 41, 34, 8]"
734,0.9858,-0.12,6.906372,BH,float 16,"[5, 33, 35, 34, 8]"
735,0.9858,-0.12,7.6515446,BH,float 16,"[6, 11, 21, 14, 9]"
736,0.985,-0.04,8.141846,BH,float 16,"[4, 23, 16, 12, 24]"
737,0.9844,0.02,8.582586,BH,float 16,"[14, 20, 15, 14, 4]"
738,0.9838,0.08,9.450005,BH,float 16,"[7, 16, 15, 14, 4]"
739,0.983,0.16,9.745001,BH,float 16,"[4, 23, 18, 16, 4]"
740,0.981,0.36,9.761416,BH,float 16,"[4, 11, 21, 18, 4]"
741,0.981,0.36,10.108769,BH,float 16,"[5, 13, 10, 8, 4]"
742,0.98,0.45999999999999996,10.520408,BH,float 16,"[3, 15, 12, 12, 4]"
743,0.9788,0.58,11.068944,BH,float 16,"[7, 10, 13, 4, 4]"
744,0.9784,0.62,12.715986,BH,float 16,"[2, 11, 20, 15, 4]"
745,0.9768,0.7799999999999999,12.716321,BH,float 16,"[2, 11, 17, 15, 4]"
746,0.9764,0.8200000000000001,13.57303,BH,float 16,"[2, 11, 14, 6, 4]"
747,0.9762,0.84,13.573363,BH,float 16,"[2, 11, 12, 6, 4]"
748,0.9758,0.88,13.579594,BH,float 16,"[2, 9, 13, 6, 4]"
749,0.9754,0.9199999999999999,13.580593,BH,float 16,"[2, 9, 15, 5, 4]"
750,0.986,-0.13999999999999999,6.630638,GA,float 16,"[41, 28, 16, 22, 8]"
751,0.985,-0.04,6.6343303,GA,float 16,"[24, 6, 22, 13, 42]"
752,0.9848,-0.02,7.5341816,GA,float 16,"[26, 6, 50, 13, 6]"
753,0.9846,0.0,8.815692,GA,float 16,"[4, 9, 48, 13, 8]"
754,0.9842,0.04,11.140724,GA,float 16,"[4, 24, 8, 4, 8]"
755,0.9822,0.24,11.473211,GA,float 16,"[4, 7, 16, 4, 8]"
756,0.9814,0.32,12.006958,GA,float 16,"[4, 7, 8, 4, 8]"
757,0.981,0.36,13.065026,GA,float 16,"[4, 4, 8, 4, 8]"
758,0.9778,0.6799999999999999,13.196246,GA,float 16,"[3, 4, 8, 4, 8]"
759,0.9866,-0.2,5.5151215,PSO,float 16,"[36, 22, 19, 22, 19]"
760,0.9866,-0.2,6.4262786,PSO,float 16,"[18, 26, 28, 14, 13]"
761,0.9856,-0.1,6.7177787,PSO,float 16,"[20, 13, 16, 14, 22]"
762,0.985,-0.04,7.0386715,PSO,float 16,"[4, 36, 27, 28, 41]"
763,0.9848,-0.02,7.514063,PSO,float 16,"[5, 7, 31, 22, 30]"
764,0.9838,0.08,7.562883,PSO,float 16,"[12, 16, 8, 16, 22]"
765,0.9836,0.1,7.8824787,PSO,float 16,"[4, 39, 46, 7, 31]"
766,0.9834,0.12,8.472668,PSO,float 16,"[3, 8, 22, 26, 27]"
767,0.981,0.36,8.590485,PSO,float 16,"[5, 4, 29, 25, 26]"
768,0.9808,0.38,10.470031,PSO,float 16,"[2, 9, 27, 24, 25]"
769,0.9804,0.42,10.501649,PSO,float 16,"[2, 9, 23, 24, 19]"
770,0.98,0.45999999999999996,10.503142,PSO,float 16,"[2, 9, 19, 22, 19]"
771,0.9798,0.48,10.513092,PSO,float 16,"[2, 9, 17, 24, 17]"
772,0.977,0.76,10.978382,PSO,float 16,"[2, 8, 25, 25, 27]"
773,0.9768,0.7799999999999999,10.9849415,PSO,float 16,"[2, 8, 25, 22, 26]"
774,0.9764,0.8200000000000001,11.009465,PSO,float 16,"[2, 6, 25, 25, 23]"
775,0.9764,0.8200000000000001,11.01008,PSO,float 16,"[2, 8, 20, 24, 21]"
776,0.976,0.86,11.031626,PSO,float 16,"[2, 6, 19, 24, 19]"
777,0.9758,0.88,11.031737,PSO,float 16,"[2, 6, 18, 24, 19]"
778,0.9866,-0.2,6.9777875,BH,float 16,"[18, 21, 16, 22, 7]"
779,0.985,-0.04,7.108458,BH,float 16,"[27, 8, 8, 41, 31]"
780,0.984,0.06,7.730121,BH,float 16,"[38, 17, 23, 15, 4]"
781,0.983,0.16,8.261974,BH,float 16,"[14, 19, 12, 27, 4]"
782,0.9824,0.22,8.878749,BH,float 16,"[42, 8, 14, 4, 14]"
783,0.9798,0.48,11.066906,BH,float 16,"[34, 4, 8, 4, 8]"
784,0.975,0.96,11.085873,BH,float 16,"[34, 4, 4, 5, 7]"
785,0.975,0.96,11.091485,BH,float 16,"[35, 4, 4, 6, 6]"
786,0.9862,-0.16,5.071688,GA,float 16,"[39, 33, 22, 36, 17]"
787,0.986,-0.13999999999999999,5.410842,GA,float 16,"[26, 35, 25, 24, 30]"
788,0.9848,-0.02,7.287134,GA,float 16,"[45, 11, 41, 6, 7]"
789,0.9848,-0.02,7.864175,GA,float 16,"[4, 19, 14, 24, 17]"
790,0.9846,0.0,8.733448,GA,float 16,"[4, 9, 25, 6, 17]"
791,0.9832,0.13999999999999999,10.412479,GA,float 16,"[4, 7, 39, 4, 13]"
792,0.9808,0.38,10.95892,GA,float 16,"[4, 7, 5, 6, 7]"
793,0.9782,0.64,11.152203,GA,float 16,"[4, 27, 4, 6, 7]"
794,0.9778,0.6799999999999999,11.1625,GA,float 16,"[4, 22, 4, 6, 7]"
795,0.9778,0.6799999999999999,11.1686945,GA,float 16,"[4, 7, 4, 20, 7]"
796,0.9766,0.8,11.1697445,GA,float 16,"[4, 7, 4, 18, 7]"
797,0.9764,0.8200000000000001,11.487456,GA,float 16,"[4, 7, 4, 15, 7]"
798,0.976,0.86,11.492162,GA,float 16,"[4, 7, 4, 9, 7]"
799,0.986,-0.13999999999999999,6.254448,PSO,float 16,"[16, 30, 17, 14, 27]"
800,0.9858,-0.12,6.5227466,PSO,float 16,"[8, 31, 21, 24, 19]"
801,0.9854,-0.08,6.9890656,PSO,float 16,"[7, 23, 14, 14, 35]"
802,0.985,-0.04,7.2808185,PSO,float 16,"[4, 35, 18, 25, 24]"
803,0.9846,0.0,7.4983964,PSO,float 16,"[4, 27, 17, 20, 23]"
804,0.9842,0.04,7.77194,PSO,float 16,"[4, 31, 13, 26, 30]"
805,0.9834,0.12,8.638874,PSO,float 16,"[4, 25, 10, 6, 31]"
806,0.9832,0.13999999999999999,8.639096,PSO,float 16,"[4, 26, 7, 13, 30]"
807,0.981,0.36,9.121517,PSO,float 16,"[7, 25, 8, 4, 34]"
808,0.9784,0.62,10.739515,PSO,float 16,"[2, 23, 14, 12, 32]"
809,0.978,0.66,11.287385,PSO,float 16,"[2, 23, 8, 12, 29]"
810,0.9754,0.9199999999999999,11.294716,PSO,float 16,"[2, 19, 6, 14, 29]"
811,0.9754,0.9199999999999999,11.62575,PSO,float 16,"[2, 27, 8, 8, 33]"
812,0.9752,0.9400000000000001,11.813188,PSO,float 16,"[2, 25, 8, 6, 30]"
813,0.975,0.96,11.817313,PSO,float 16,"[2, 23, 8, 6, 30]"
814,0.9862,-0.16,5.213704,BH,float 16,"[43, 34, 30, 28, 25]"
815,0.986,-0.13999999999999999,5.741193,BH,float 16,"[10, 44, 14, 37, 45]"
816,0.9858,-0.12,6.883442,BH,float 16,"[14, 27, 26, 25, 7]"
817,0.9858,-0.12,7.4909196,BH,float 16,"[6, 22, 18, 26, 8]"
818,0.9842,0.04,7.9182806,BH,float 16,"[4, 27, 33, 12, 16]"
819,0.9838,0.08,8.4853,BH,float 16,"[4, 19, 41, 12, 8]"
820,0.9818,0.27999999999999997,9.558586,BH,float 16,"[6, 11, 49, 4, 6]"
821,0.9792,0.54,10.790616,BH,float 16,"[2, 23, 9, 24, 14]"
822,0.9782,0.64,11.097494,BH,float 16,"[2, 25, 6, 35, 15]"
823,0.9776,0.7000000000000001,11.333893,BH,float 16,"[2, 24, 8, 31, 12]"
824,0.9864,-0.18,5.2394075,GA,float 16,"[37, 19, 30, 27, 43]"
825,0.9854,-0.08,6.0614004,GA,float 16,"[7, 50, 30, 28, 48]"
826,0.9854,-0.08,6.5949483,GA,float 16,"[27, 50, 13, 28, 8]"
827,0.9846,0.0,7.411829,GA,float 16,"[7, 7, 22, 28, 27]"
828,0.9846,0.0,8.034611,GA,float 16,"[7, 50, 42, 28, 4]"
829,0.9844,0.02,8.03835,GA,float 16,"[7, 32, 44, 49, 4]"
830,0.9842,0.04,8.262313,GA,float 16,"[13, 31, 11, 28, 4]"
831,0.9838,0.08,9.242438,GA,float 16,"[4, 46, 13, 4, 49]"
832,0.9832,0.13999999999999999,9.311263,GA,float 16,"[4, 16, 39, 43, 4]"
833,0.9826,0.2,9.756255,GA,float 16,"[4, 19, 13, 18, 4]"
834,0.9826,0.2,10.099451,GA,float 16,"[4, 10, 20, 4, 13]"
835,0.981,0.36,11.114436,GA,float 16,"[4, 44, 25, 4, 4]"
836,0.9804,0.42,11.333692,GA,float 16,"[4, 29, 20, 4, 4]"
837,0.9798,0.48,12.002768,GA,float 16,"[4, 10, 14, 4, 4]"
838,0.9866,-0.2,5.195464,PSO,float 16,"[31, 33, 19, 35, 20]"
839,0.986,-0.13999999999999999,6.709863,PSO,float 16,"[35, 7, 26, 14, 18]"
840,0.9854,-0.08,8.558361,PSO,float 16,"[15, 13, 32, 14, 4]"
841,0.9806,0.4,8.678751,PSO,float 16,"[11, 9, 28, 10, 4]"
842,0.9796,0.5,9.250548,PSO,float 16,"[28, 4, 33, 4, 27]"
843,0.9794,0.52,9.309069,PSO,float 16,"[25, 4, 33, 3, 23]"
844,0.9792,0.54,9.801879,PSO,float 16,"[30, 4, 27, 3, 13]"
845,0.9792,0.54,9.848188,PSO,float 16,"[28, 4, 32, 3, 10]"
846,0.9784,0.62,9.880752,PSO,float 16,"[26, 4, 25, 3, 9]"
847,0.9782,0.64,10.3619375,PSO,float 16,"[27, 4, 28, 3, 8]"
848,0.9778,0.6799999999999999,10.411152,PSO,float 16,"[23, 4, 32, 3, 8]"
849,0.9772,0.74,10.425561,PSO,float 16,"[23, 4, 32, 3, 7]"
850,0.975,0.96,10.468042,PSO,float 16,"[20, 4, 27, 3, 7]"
851,0.987,-0.24,5.6495094,BH,float 16,"[18, 41, 28, 14, 34]"
852,0.9862,-0.16,6.9638157,BH,float 16,"[15, 22, 37, 14, 8]"
853,0.9852,-0.06,7.285636,BH,float 16,"[6, 16, 25, 14, 19]"
854,0.9852,-0.06,7.359167,BH,float 16,"[9, 8, 18, 23, 12]"
855,0.9848,-0.02,7.4184794,BH,float 16,"[4, 36, 39, 14, 18]"
856,0.9842,0.04,7.6976814,BH,float 16,"[8, 7, 22, 19, 16]"
857,0.984,0.06,7.853991,BH,float 16,"[7, 15, 12, 14, 15]"
858,0.984,0.06,8.448344,BH,float 16,"[6, 16, 14, 15, 8]"
859,0.9836,0.1,8.522383,BH,float 16,"[9, 7, 8, 14, 14]"
860,0.9822,0.24,9.266212,BH,float 16,"[5, 4, 18, 14, 13]"
861,0.981,0.36,9.740611,BH,float 16,"[6, 10, 6, 17, 4]"
862,0.978,0.66,11.320387,BH,float 16,"[3, 4, 8, 21, 5]"
863,0.9778,0.6799999999999999,12.522882,BH,float 16,"[2, 9, 6, 11, 8]"
864,0.9768,0.7799999999999999,13.569087,BH,float 16,"[2, 11, 6, 16, 4]"
865,0.9758,0.88,13.569868,BH,float 16,"[2, 11, 6, 15, 4]"
866,0.9758,0.88,13.579904,BH,float 16,"[2, 9, 7, 10, 4]"
867,0.9754,0.9199999999999999,14.108368,BH,float 16,"[2, 6, 8, 11, 4]"
868,0.9862,-0.16,5.8643703,GA,float 16,"[44, 39, 40, 22, 8]"
869,0.9854,-0.08,7.572761,GA,float 16,"[5, 17, 30, 28, 7]"
870,0.9836,0.1,8.607405,GA,float 16,"[13, 44, 30, 4, 7]"
871,0.9832,0.13999999999999999,9.259687,GA,float 16,"[5, 39, 31, 4, 7]"
872,0.9828,0.18,9.264602,GA,float 16,"[5, 4, 32, 50, 7]"
873,0.9824,0.22,10.34301,GA,float 16,"[5, 8, 24, 4, 7]"
874,0.9818,0.27999999999999997,10.502824,GA,float 16,"[8, 7, 9, 4, 7]"
875,0.981,0.36,10.669607,GA,float 16,"[5, 7, 9, 4, 7]"
876,0.9808,0.38,11.063613,GA,float 16,"[7, 4, 37, 4, 8]"
877,0.9804,0.42,11.597956,GA,float 16,"[7, 4, 12, 4, 8]"
878,0.9792,0.54,11.612365,GA,float 16,"[7, 4, 12, 4, 7]"
879,0.9788,0.58,11.667504,GA,float 16,"[6, 4, 14, 4, 7]"
880,0.978,0.66,12.145727,GA,float 16,"[7, 4, 7, 4, 7]"
881,0.9748,0.98,12.146289,GA,float 16,"[7, 4, 5, 4, 7]"
882,0.987,-0.24,5.573486,PSO,float 16,"[30, 26, 18, 24, 31]"
883,0.9864,-0.18,6.337494,PSO,float 16,"[13, 24, 28, 15, 27]"
884,0.9858,-0.12,6.344541,PSO,float 16,"[13, 22, 23, 12, 27]"
885,0.9856,-0.1,6.69993,PSO,float 16,"[20, 44, 23, 12, 8]"
886,0.9854,-0.08,6.8545184,PSO,float 16,"[26, 26, 16, 27, 7]"
887,0.9852,-0.06,6.8647103,PSO,float 16,"[25, 21, 20, 16, 8]"
888,0.9848,-0.02,6.915336,PSO,float 16,"[8, 49, 8, 22, 34]"
889,0.9846,0.0,7.7299604,PSO,float 16,"[13, 43, 32, 23, 4]"
890,0.9846,0.0,8.407561,PSO,float 16,"[29, 23, 28, 6, 4]"
