,accuracy,accuracy_loss,compression,type,tar_type,repr,share_t,acc_t
24366,0.9784,0.8,11.941655,PSO,Mini-Batch K-Means,"[33, 12, 2, 15, 5]",0.10104132,0.60535
24367,0.9844,0.2,10.094207,PSO,Mini-Batch K-Means,"[35, 24, 17, 20, 2]",0.12495828,0.6123421
24368,0.9856,0.08,6.661265,PSO,Mini-Batch K-Means,"[18, 13, 24, 19, 8]",0.10753536,0.6154456
24369,0.9852,0.12,6.472063,PSO,Mini-Batch K-Means,"[17, 19, 12, 7, 33]",0.12651396,0.64113307
24370,0.9852,0.12,6.867125,PSO,Mini-Batch K-Means,"[23, 11, 7, 13, 29]",0.09690809,0.60793614
24371,0.9856,0.08,6.364243,PSO,Mini-Batch K-Means,"[14, 28, 23, 13, 9]",0.1091702,0.6105399
24372,0.9868,-0.04,6.8872404,PSO,Mini-Batch K-Means,"[30, 14, 21, 14, 5]",0.10603452,0.61280274
24373,0.986,0.04,6.2329164,PSO,Mini-Batch K-Means,"[29, 22, 25, 18, 6]",0.123734236,0.6312375
24374,0.9838,0.26,7.1691074,PSO,Mini-Batch K-Means,"[26, 6, 18, 17, 5]",0.102989435,0.64353514
24375,0.9854,0.1,7.110012,PSO,Mini-Batch K-Means,"[37, 13, 14, 16, 5]",0.10276389,0.68380475
24376,0.985,0.13999999999999999,6.6193933,PSO,Mini-Batch K-Means,"[23, 11, 18, 19, 7]",0.10740924,0.6256728
24377,0.9772,0.9199999999999999,11.465509,PSO,Mini-Batch K-Means,"[27, 10, 2, 15, 13]",0.10113883,0.6334026
24378,0.9792,0.72,11.481693,PSO,Mini-Batch K-Means,"[27, 15, 2, 13, 10]",0.097700596,0.62010384
24379,0.986,0.04,6.4636817,PSO,Mini-Batch K-Means,"[33, 8, 12, 18, 18]",0.13384509,0.61740685
24380,0.9804,0.6,9.5137,PSO,Mini-Batch K-Means,"[29, 16, 3, 17, 3]",0.11089063,0.6130483
24381,0.9786,0.7799999999999999,10.810025,PSO,Mini-Batch K-Means,"[30, 19, 2, 14, 17]",0.11197543,0.6138613
24382,0.9854,0.1,7.470223,PSO,Mini-Batch K-Means,"[15, 11, 7, 38, 8]",0.104110956,0.61455584
24383,0.9788,0.76,11.005446,PSO,Mini-Batch K-Means,"[33, 20, 2, 11, 15]",0.10572076,0.6075554
24384,0.9774,0.8999999999999999,11.438287,PSO,Mini-Batch K-Means,"[28, 11, 2, 13, 14]",0.09843254,0.63678837
24385,0.9862,0.02,7.2206864,PSO,Mini-Batch K-Means,"[28, 15, 13, 16, 5]",0.100718975,0.62578917
24386,0.975,1.1400000000000001,12.00318,PSO,Mini-Batch K-Means,"[30, 10, 2, 11, 6]",0.095865965,0.6326463
24387,0.9848,0.16,10.819063,PSO,Mini-Batch K-Means,"[31, 20, 13, 16, 2]",0.10282993,0.6286402
24388,0.9864,0.0,6.6683483,PSO,Mini-Batch K-Means,"[22, 9, 20, 20, 6]",0.09859729,0.6375537
24389,0.9836,0.27999999999999997,8.344182,PSO,Mini-Batch K-Means,"[16, 23, 8, 3, 29]",0.09637904,0.6142597
24390,0.981,0.54,8.465383,PSO,Mini-Batch K-Means,"[24, 8, 3, 14, 25]",0.104707,0.62581396
24391,0.9866,-0.02,6.151291,PSO,Mini-Batch K-Means,"[18, 32, 21, 9, 10]",0.10854006,0.61944294
24392,0.9844,0.2,7.8997283,PSO,Mini-Batch K-Means,"[28, 10, 17, 12, 4]",0.11513686,0.61841655
24393,0.9838,0.26,7.6017756,PSO,Mini-Batch K-Means,"[30, 18, 21, 14, 3]",0.112605095,0.61875033
24394,0.986,0.04,7.711676,PSO,Mini-Batch K-Means,"[26, 8, 14, 13, 8]",0.09698057,0.623857
24395,0.9856,0.08,6.7734985,PSO,Mini-Batch K-Means,"[33, 13, 12, 20, 7]",0.1267376,0.6303921
24396,0.9862,0.02,7.8921523,PSO,Mini-Batch K-Means,"[27, 13, 14, 20, 4]",0.10139084,0.62754345
24397,0.9786,0.7799999999999999,11.509033,PSO,Mini-Batch K-Means,"[28, 10, 2, 15, 9]",0.097025156,0.617677
24398,0.976,1.04,12.016213,PSO,Mini-Batch K-Means,"[28, 11, 2, 13, 6]",0.0984323,0.61346674
24399,0.9844,0.2,7.079001,PSO,Mini-Batch K-Means,"[35, 9, 8, 14, 14]",0.10500336,0.6070447
24400,0.977,0.9400000000000001,15.692528,PSO,Mini-Batch K-Means,"[25, 12, 2, 18, 2]",0.121389866,0.63843846
24401,0.9788,0.76,11.451388,PSO,Mini-Batch K-Means,"[26, 15, 2, 14, 13]",0.10944557,0.6188247
24402,0.9842,0.22,9.397499,PSO,Mini-Batch K-Means,"[19, 11, 4, 34, 4]",0.10253477,0.63388944
24403,0.9788,0.76,11.407191,PSO,Mini-Batch K-Means,"[32, 16, 2, 15, 11]",0.12635946,0.63251805
24404,0.976,1.04,12.027243,PSO,Mini-Batch K-Means,"[27, 7, 2, 15, 10]",0.09604049,0.6184993
24405,0.9862,0.02,7.2704206,PSO,Mini-Batch K-Means,"[26, 11, 16, 12, 5]",0.10024428,0.6384454
24406,0.9772,0.9199999999999999,11.993013,PSO,Mini-Batch K-Means,"[26, 11, 2, 11, 8]",0.09283805,0.62257004
24407,0.9854,0.1,7.2078934,PSO,Mini-Batch K-Means,"[27, 16, 9, 12, 6]",0.097274065,0.6434119
24408,0.9876,-0.12,6.6700892,PSO,Mini-Batch K-Means,"[22, 13, 24, 21, 5]",0.113379955,0.61854863
24409,0.9846,0.18,8.196738,PSO,Mini-Batch K-Means,"[20, 24, 4, 7, 25]",0.09835005,0.61382675
24410,0.9766,0.98,11.13131,PSO,Mini-Batch K-Means,"[28, 10, 2, 14, 21]",0.1087358,0.6411474
24411,0.986,0.04,6.1286583,PSO,Mini-Batch K-Means,"[20, 28, 25, 10, 10]",0.111052275,0.61521816
24412,0.986,0.04,7.7119746,PSO,Mini-Batch K-Means,"[26, 8, 13, 13, 8]",0.09005213,0.6120584
24413,0.986,0.04,6.8894296,PSO,Mini-Batch K-Means,"[28, 14, 17, 10, 6]",0.115535736,0.6206672
24414,0.9852,0.12,7.160551,PSO,Mini-Batch K-Means,"[29, 12, 10, 10, 8]",0.10321474,0.62690353
24415,0.9856,0.08,7.01439,PSO,Mini-Batch K-Means,"[37, 17, 8, 24, 5]",0.11528587,0.61424947
24416,0.986,0.04,8.166511,PSO,Mini-Batch K-Means,"[31, 13, 10, 16, 4]",0.108627796,0.61415935
24417,0.978,0.84,12.030878,PSO,Mini-Batch K-Means,"[29, 11, 2, 13, 5]",0.09667325,0.61949325
24418,0.9738,1.26,13.578028,PSO,Mini-Batch K-Means,"[29, 7, 2, 14, 3]",0.098042965,0.62677145
24419,0.9852,0.12,8.208772,PSO,Mini-Batch K-Means,"[33, 11, 4, 10, 10]",0.09022617,0.6228788
24420,0.9744,1.2,15.749867,PSO,Mini-Batch K-Means,"[22, 9, 2, 18, 2]",0.12133956,0.6168988
24421,0.979,0.74,11.250042,PSO,Mini-Batch K-Means,"[23, 11, 2, 18, 9]",0.10601759,0.6469295
24422,0.9762,1.02,15.713644,PSO,Mini-Batch K-Means,"[23, 11, 2, 30, 2]",0.10439992,0.61993694
24423,0.9774,0.8999999999999999,11.666522,PSO,Mini-Batch K-Means,"[28, 12, 2, 19, 7]",0.10333586,0.6561241
24424,0.9738,1.26,11.719482,PSO,Mini-Batch K-Means,"[27, 9, 2, 19, 6]",0.09753394,0.62506795
24425,0.983,0.33999999999999997,10.90132,PSO,Mini-Batch K-Means,"[25, 12, 20, 9, 2]",0.09581494,0.6284995
24426,0.98,0.64,13.050235,PSO,Mini-Batch K-Means,"[23, 14, 2, 15, 4]",0.09853959,0.66693044
24427,0.9844,0.2,7.7324433,PSO,Mini-Batch K-Means,"[25, 12, 5, 16, 8]",0.09415722,0.6391456
24428,0.9862,0.02,6.718182,PSO,Mini-Batch K-Means,"[18, 16, 28, 20, 5]",0.10775447,0.6418755
24429,0.9784,0.8,10.847551,PSO,Mini-Batch K-Means,"[24, 20, 2, 11, 21]",0.106533766,0.6192322
24430,0.9792,0.72,10.867469,PSO,Mini-Batch K-Means,"[25, 13, 2, 17, 17]",0.10731983,0.61728597
24431,0.9864,0.0,6.836272,PSO,Mini-Batch K-Means,"[16, 24, 21, 12, 6]",0.10711622,0.60843635
24432,0.9838,0.26,7.9501286,PSO,Mini-Batch K-Means,"[24, 10, 9, 17, 4]",0.09460759,0.6133735
24433,0.9842,0.22,8.297426,PSO,Mini-Batch K-Means,"[25, 12, 13, 14, 3]",0.0981884,0.6429832
24434,0.9846,0.18,8.758754,PSO,Mini-Batch K-Means,"[25, 15, 6, 14, 4]",0.101606846,0.6136863
24435,0.9852,0.12,10.406385,PSO,Mini-Batch K-Means,"[39, 17, 12, 25, 2]",0.12989616,0.62589884
24436,0.9842,0.22,11.664863,PSO,Mini-Batch K-Means,"[32, 13, 6, 15, 2]",0.09227395,0.6073971
24437,0.9754,1.0999999999999999,15.675583,PSO,Mini-Batch K-Means,"[26, 13, 2, 17, 2]",0.103458166,0.6230936
24438,0.9762,1.02,15.69121,PSO,Mini-Batch K-Means,"[26, 10, 2, 18, 2]",0.10796499,0.6326072
24439,0.9768,0.96,12.518028,PSO,Mini-Batch K-Means,"[29, 15, 2, 7, 6]",0.09157133,0.62099624
24440,0.9744,1.2,12.78306,PSO,Mini-Batch K-Means,"[24, 13, 2, 18, 3]",0.120411396,0.6069348
24441,0.9788,0.76,11.137065,PSO,Mini-Batch K-Means,"[27, 12, 2, 20, 13]",0.10445881,0.6244106
24442,0.9748,1.16,15.655523,PSO,Mini-Batch K-Means,"[27, 13, 2, 26, 2]",0.10298252,0.61825037
24443,0.9732,1.32,12.803369,PSO,Mini-Batch K-Means,"[24, 9, 2, 20, 3]",0.099353075,0.6209793
24444,0.9782,0.8200000000000001,12.273193,PSO,Mini-Batch K-Means,"[25, 8, 2, 21, 5]",0.09576845,0.620543
24445,0.9852,0.12,10.903189,PSO,Mini-Batch K-Means,"[24, 13, 20, 13, 2]",0.09742975,0.62181616
24446,0.9778,0.86,15.725496,PSO,Mini-Batch K-Means,"[21, 16, 2, 19, 2]",0.09823847,0.6474602
24447,0.9786,0.7799999999999999,12.670748,PSO,Mini-Batch K-Means,"[29, 12, 2, 20, 4]",0.09823179,0.64085317
24448,0.9842,0.22,10.611806,PSO,Mini-Batch K-Means,"[22, 12, 24, 24, 2]",0.11548066,0.6574123
24449,0.9794,0.7000000000000001,10.837103,PSO,Mini-Batch K-Means,"[28, 17, 2, 15, 17]",0.11610651,0.70224047
24450,0.9792,0.72,11.417245,PSO,Mini-Batch K-Means,"[29, 15, 2, 14, 13]",0.11077261,0.6238363
24451,0.9834,0.3,10.923778,PSO,Mini-Batch K-Means,"[12, 20, 17, 16, 2]",0.11246753,0.62191606
24452,0.9842,0.22,11.431355,PSO,Mini-Batch K-Means,"[24, 14, 5, 21, 2]",0.09688139,0.6206143
24453,0.9842,0.22,10.930626,PSO,Mini-Batch K-Means,"[23, 11, 9, 18, 2]",0.102834225,0.6132932
24454,0.9762,1.02,15.418352,PSO,Mini-Batch K-Means,"[22, 17, 2, 18, 2]",0.11505389,0.60524535
24455,0.9848,0.16,11.245854,PSO,Mini-Batch K-Means,"[40, 13, 8, 21, 2]",0.09934473,0.6529882
24456,0.9764,1.0,15.657824,PSO,Mini-Batch K-Means,"[28, 12, 2, 17, 2]",0.10190797,0.63053656
24457,0.9766,0.98,15.72499,PSO,Mini-Batch K-Means,"[22, 13, 2, 21, 2]",0.104957104,0.63063145
24458,0.9778,0.86,15.705368,PSO,Mini-Batch K-Means,"[23, 14, 2, 21, 2]",0.09877372,0.61671996
24459,0.9764,1.0,16.008186,PSO,Mini-Batch K-Means,"[25, 13, 2, 11, 2]",0.09404278,0.61310625
24460,0.9748,1.16,12.719217,PSO,Mini-Batch K-Means,"[28, 16, 2, 17, 3]",0.10981393,0.6385529
24461,0.9802,0.62,11.480268,PSO,Mini-Batch K-Means,"[28, 15, 2, 16, 9]",0.10114336,0.6124406
24462,0.9772,0.9199999999999999,15.688877,PSO,Mini-Batch K-Means,"[25, 12, 2, 22, 2]",0.10513592,0.6153314
24463,0.975,1.1400000000000001,16.064026,PSO,Mini-Batch K-Means,"[22, 9, 2, 16, 2]",0.094364405,0.6377511
24464,0.974,1.24,16.238419,PSO,Mini-Batch K-Means,"[24, 7, 2, 17, 2]",0.09853268,0.6221218
24465,0.9846,0.18,11.231843,PSO,Mini-Batch K-Means,"[23, 14, 16, 12, 2]",0.09737635,0.6552119
24466,0.9762,1.02,15.386971,PSO,Mini-Batch K-Means,"[24, 17, 2, 22, 2]",0.10305977,0.62200093
24467,0.9768,0.96,15.686139,PSO,Mini-Batch K-Means,"[25, 13, 2, 19, 2]",0.09881878,0.6188624
24468,0.984,0.24,10.579829,PSO,Mini-Batch K-Means,"[26, 9, 20, 20, 2]",0.10427213,0.6313696
24469,0.9782,0.8200000000000001,11.45455,PSO,Mini-Batch K-Means,"[27, 13, 2, 11, 13]",0.10173464,0.62699676
24470,0.979,0.74,11.505411,PSO,Mini-Batch K-Means,"[27, 14, 2, 10, 9]",0.094587326,0.67859674
24471,0.9842,0.22,11.119867,PSO,Mini-Batch K-Means,"[16, 16, 13, 17, 2]",0.097557545,0.63455725
24472,0.9756,1.08,15.366205,PSO,Mini-Batch K-Means,"[26, 17, 2, 17, 2]",0.10488963,0.6359441
24473,0.982,0.44,11.443128,PSO,Mini-Batch K-Means,"[25, 10, 5, 18, 2]",0.11086774,0.61977863
24474,0.9772,0.9199999999999999,15.7211075,PSO,Mini-Batch K-Means,"[23, 17, 2, 14, 2]",0.1011889,0.5941665
24475,0.9824,0.4,12.358919,PSO,Mini-Batch K-Means,"[36, 10, 4, 17, 2]",0.09684825,0.6313095
24476,0.9758,1.06,16.029324,PSO,Mini-Batch K-Means,"[24, 11, 2, 13, 2]",0.09271479,0.6094141
24477,0.9772,0.9199999999999999,15.681585,PSO,Mini-Batch K-Means,"[25, 13, 2, 24, 2]",0.1108098,0.6293435
24478,0.9762,1.02,15.684724,PSO,Mini-Batch K-Means,"[24, 16, 2, 17, 2]",0.10873628,0.62175155
24479,0.9772,0.9199999999999999,16.050144,PSO,Mini-Batch K-Means,"[22, 12, 2, 14, 2]",0.09901452,0.63770795
24480,0.977,0.9400000000000001,15.693444,PSO,Mini-Batch K-Means,"[25, 12, 2, 17, 2]",0.10479593,0.63352704
24481,0.9768,0.96,12.051764,PSO,Mini-Batch K-Means,"[27, 11, 2, 14, 5]",0.10062075,0.6615226
24482,0.9752,1.1199999999999999,16.268625,PSO,Mini-Batch K-Means,"[21, 8, 2, 20, 2]",0.09421921,0.6118581
24483,0.975,1.1400000000000001,16.571129,PSO,Mini-Batch K-Means,"[22, 8, 2, 15, 2]",0.093639135,0.64373755
24484,0.9732,1.32,16.577734,PSO,Mini-Batch K-Means,"[23, 6, 2, 14, 2]",0.09514451,0.62250113
24485,0.9852,0.12,11.237287,PSO,Mini-Batch K-Means,"[24, 10, 12, 15, 2]",0.11605668,0.6256492
24486,0.977,0.9400000000000001,15.741688,PSO,Mini-Batch K-Means,"[21, 13, 2, 19, 2]",0.09888983,0.66205454
24487,0.9756,1.08,16.080288,PSO,Mini-Batch K-Means,"[21, 9, 2, 15, 2]",0.09168935,0.6296692
24488,0.9828,0.36,11.788791,PSO,Mini-Batch K-Means,"[23, 5, 16, 16, 2]",0.09170222,0.60036707
24489,0.9762,1.02,11.555831,PSO,Mini-Batch K-Means,"[25, 9, 2, 11, 9]",0.09299278,0.63639617
24490,0.976,1.04,12.108058,PSO,Mini-Batch K-Means,"[23, 10, 2, 14, 5]",0.097477436,0.6046331
24491,0.9826,0.38,10.969782,PSO,Mini-Batch K-Means,"[20, 12, 9, 18, 2]",0.10467768,0.62463665
24492,0.9772,0.9199999999999999,15.991608,PSO,Mini-Batch K-Means,"[26, 13, 2, 14, 2]",0.10317302,0.6145084
24493,0.9758,1.06,15.692125,PSO,Mini-Batch K-Means,"[26, 10, 2, 17, 2]",0.09851074,0.6346216
24494,0.9754,1.0999999999999999,15.675583,PSO,Mini-Batch K-Means,"[26, 13, 2, 17, 2]",0.09959316,0.63436913
24495,0.9728,1.3599999999999999,16.47449,PSO,Mini-Batch K-Means,"[32, 6, 2, 14, 2]",0.099547625,0.6303172
24496,0.975,1.1400000000000001,16.591585,PSO,Mini-Batch K-Means,"[21, 8, 2, 11, 2]",0.09016466,0.61394525
24497,0.976,1.04,15.755495,PSO,Mini-Batch K-Means,"[21, 10, 2, 22, 2]",0.10013962,0.61615276
24498,0.9758,1.06,15.699085,PSO,Mini-Batch K-Means,"[24, 13, 2, 19, 2]",0.099051476,0.63357186
24499,0.9748,1.16,16.270452,PSO,Mini-Batch K-Means,"[21, 8, 2, 18, 2]",0.10710883,0.6435168
24500,0.9754,1.0999999999999999,16.587393,PSO,Mini-Batch K-Means,"[21, 8, 2, 14, 2]",0.102301836,0.6235788
24501,0.9732,1.32,16.573582,PSO,Mini-Batch K-Means,"[23, 7, 2, 10, 2]",0.09092665,0.60943913
24502,0.9748,1.16,16.66313,PSO,Mini-Batch K-Means,"[18, 5, 2, 16, 2]",0.09586263,0.62201023
24503,0.9754,1.0999999999999999,16.601238,PSO,Mini-Batch K-Means,"[21, 7, 2, 11, 2]",0.08852172,0.6225693
24504,0.9754,1.0999999999999999,16.625006,PSO,Mini-Batch K-Means,"[19, 8, 2, 10, 2]",0.09124851,0.6055801
24505,0.9818,0.45999999999999996,12.327118,PSO,Mini-Batch K-Means,"[22, 6, 8, 16, 2]",0.08709884,0.62834454
24506,0.9762,1.02,16.112307,PSO,Mini-Batch K-Means,"[19, 9, 2, 15, 2]",0.09375405,0.6507392
24507,0.9742,1.22,16.670103,PSO,Mini-Batch K-Means,"[18, 5, 2, 11, 2]",0.0883224,0.64327073
24508,0.9834,0.3,11.830392,PSO,Mini-Batch K-Means,"[20, 6, 12, 12, 2]",0.12257004,0.6200247
24509,0.9748,1.16,12.680451,PSO,Mini-Batch K-Means,"[21, 5, 2, 12, 5]",0.09701252,0.6273596
24510,0.9718,1.46,16.643002,PSO,Mini-Batch K-Means,"[19, 6, 2, 11, 2]",0.09094381,0.64738774
24511,0.9848,0.16,11.544038,PSO,Mini-Batch K-Means,"[17, 8, 12, 17, 2]",0.13017559,0.649673
24512,0.974,1.24,16.071,PSO,Mini-Batch K-Means,"[22, 9, 2, 11, 2]",0.090949774,0.6295719
24513,0.9744,1.2,16.55973,PSO,Mini-Batch K-Means,"[23, 8, 2, 13, 2]",0.09235716,0.6561425
24514,0.9744,1.2,16.068203,PSO,Mini-Batch K-Means,"[22, 9, 2, 13, 2]",0.09352732,0.62846804
24515,0.967,1.94,17.560173,PSO,Mini-Batch K-Means,"[28, 4, 2, 10, 2]",0.091331005,0.6312678
24516,0.973,1.34,16.64581,PSO,Mini-Batch K-Means,"[19, 6, 2, 9, 2]",0.090415955,0.62204385
24517,0.973,1.34,16.339134,PSO,Mini-Batch K-Means,"[18, 6, 2, 18, 2]",0.10521531,0.6186707
24518,0.9748,1.16,15.745189,PSO,Mini-Batch K-Means,"[22, 10, 2, 17, 2]",0.103548765,0.6321585
24519,0.9734,1.3,16.316216,PSO,Mini-Batch K-Means,"[20, 5, 2, 17, 2]",0.09560919,0.625602
24520,0.973,1.34,16.689695,PSO,Mini-Batch K-Means,"[17, 5, 2, 10, 2]",0.094516516,0.6166265
24521,0.9714,1.5,17.174751,PSO,Mini-Batch K-Means,"[19, 6, 2, 7, 2]",0.0856936,0.6289816
24522,0.9738,1.26,16.677057,PSO,Mini-Batch K-Means,"[17, 6, 2, 12, 2]",0.09174776,0.6426563
24523,0.9714,1.5,17.174751,PSO,Mini-Batch K-Means,"[19, 6, 2, 7, 2]",0.08808136,0.6056299
24524,0.977,0.9400000000000001,16.799671,PSO,Mini-Batch K-Means,"[16, 10, 2, 7, 2]",0.08484244,0.6389539
24525,0.9744,1.2,14.523668,PSO,Mini-Batch K-Means,"[18, 3, 4, 12, 2]",0.08599949,0.62509584
24526,0.9738,1.26,16.688293,PSO,Mini-Batch K-Means,"[17, 5, 2, 11, 2]",0.09129119,0.62129545
24527,0.9582,2.82,18.270746,PSO,Mini-Batch K-Means,"[17, 3, 2, 7, 2]",0.07968259,0.6197128
24528,0.9842,0.22,12.535225,PSO,Mini-Batch K-Means,"[16, 10, 8, 8, 2]",0.07979655,0.6509254
24529,0.958,2.8400000000000003,17.740398,PSO,Mini-Batch K-Means,"[17, 3, 2, 10, 2]",0.084415436,0.632329
24530,0.9734,1.3,17.340214,PSO,Mini-Batch K-Means,"[16, 5, 2, 7, 2]",0.080893755,0.816442
24531,0.982,0.44,12.01176,PSO,Mini-Batch K-Means,"[16, 5, 9, 13, 2]",0.082232,0.64329815
24532,0.9724,1.4000000000000001,17.199427,PSO,Mini-Batch K-Means,"[18, 5, 2, 8, 2]",0.08185053,0.65269566
24533,0.974,1.24,16.619658,PSO,Mini-Batch K-Means,"[20, 7, 2, 9, 2]",0.08930111,0.6412351
24534,0.9734,1.3,16.655645,PSO,Mini-Batch K-Means,"[19, 5, 2, 9, 2]",0.09292483,0.64060307
24535,0.9752,1.1199999999999999,16.54479,PSO,Mini-Batch K-Means,"[24, 8, 2, 14, 2]",0.098302126,0.6302023
24536,0.9758,1.06,16.144955,PSO,Mini-Batch K-Means,"[17, 10, 2, 13, 2]",0.09103036,0.63426065
24537,0.9666,1.9800000000000002,17.833391,PSO,Mini-Batch K-Means,"[16, 4, 2, 14, 2]",0.09869075,0.6528256
24538,0.9728,1.3599999999999999,16.640205,PSO,Mini-Batch K-Means,"[19, 6, 2, 13, 2]",0.09173679,0.6451702
24539,0.9746,1.18,16.650042,PSO,Mini-Batch K-Means,"[19, 5, 2, 13, 2]",0.09144735,0.653471
24540,0.9568,2.96,18.446589,PSO,Mini-Batch K-Means,"[14, 3, 2, 6, 2]",0.081655264,0.6568129
24541,0.9718,1.46,18.428362,PSO,Mini-Batch K-Means,"[15, 5, 2, 4, 2]",0.078197,0.64065623
24542,0.974,1.24,17.318205,PSO,Mini-Batch K-Means,"[16, 7, 2, 8, 2]",0.08216143,0.6440282
24543,0.9724,1.4000000000000001,18.418524,PSO,Mini-Batch K-Means,"[15, 6, 2, 4, 2]",0.08028984,0.62055755
24544,0.971,1.54,17.388485,PSO,Mini-Batch K-Means,"[14, 6, 2, 5, 2]",0.08419013,0.6316421
24545,0.9578,2.86,18.441729,PSO,Mini-Batch K-Means,"[14, 3, 2, 8, 2]",0.079719305,0.6358874
24546,0.9564,3.0,18.390917,PSO,Mini-Batch K-Means,"[16, 3, 2, 7, 2]",0.08067703,0.6397636
24547,0.9752,1.1199999999999999,16.668713,PSO,Mini-Batch K-Means,"[17, 7, 2, 11, 2]",0.08947253,0.63541365
24548,0.9808,0.5599999999999999,14.205082,PSO,Mini-Batch K-Means,"[13, 7, 5, 4, 2]",0.07734227,0.67170167
24549,0.9572,2.92,18.475899,PSO,Mini-Batch K-Means,"[13, 3, 2, 6, 2]",0.074469805,0.65199375
24550,0.9674,1.9,19.457481,PSO,Mini-Batch K-Means,"[15, 4, 2, 4, 2]",0.07904482,0.6345763
24551,0.9764,1.0,13.601505,PSO,Mini-Batch K-Means,"[16, 3, 5, 9, 2]",0.082372665,0.65789485
24552,0.9568,2.96,18.446589,PSO,Mini-Batch K-Means,"[14, 3, 2, 6, 2]",0.07547116,0.63748765
24553,0.9696,1.68,17.335247,PSO,Mini-Batch K-Means,"[16, 6, 2, 5, 2]",0.083231926,0.6284437
24554,0.9596,2.68,18.421566,PSO,Mini-Batch K-Means,"[15, 3, 2, 5, 2]",0.080178976,0.6035812
24555,0.974,1.24,16.608599,PSO,Mini-Batch K-Means,"[20, 8, 2, 10, 2]",0.09114671,0.63558054
24556,0.974,1.24,16.619658,PSO,Mini-Batch K-Means,"[20, 7, 2, 9, 2]",0.089871645,0.6303406
24557,0.959,2.74,17.913807,PSO,Mini-Batch K-Means,"[14, 3, 2, 10, 2]",0.090937614,0.6273577
24558,0.962,2.44,17.887753,PSO,Mini-Batch K-Means,"[15, 3, 2, 9, 2]",0.08371043,0.6404662
24559,0.9734,1.3,16.691101,PSO,Mini-Batch K-Means,"[17, 5, 2, 9, 2]",0.08571315,0.64458776
24560,0.9648,2.16,21.686462,PSO,Mini-Batch K-Means,"[12, 6, 2, 2, 2]",0.09125757,0.63391376
24561,0.97,1.6400000000000001,18.521822,PSO,Mini-Batch K-Means,"[12, 5, 2, 3, 2]",0.07999754,0.63378
24562,0.9724,1.4000000000000001,18.418524,PSO,Mini-Batch K-Means,"[15, 6, 2, 4, 2]",0.08046484,0.66383886
24563,0.9634,2.3,21.696299,PSO,Mini-Batch K-Means,"[12, 5, 2, 2, 2]",0.08490968,0.6371949
24564,0.954,3.2399999999999998,19.484398,PSO,Mini-Batch K-Means,"[15, 3, 2, 3, 2]",0.07742262,0.65659
24565,0.9732,1.32,18.475296,PSO,Mini-Batch K-Means,"[13, 6, 2, 4, 2]",0.07848978,0.6353345
24566,0.9534,3.3000000000000003,19.511858,PSO,Mini-Batch K-Means,"[14, 3, 2, 3, 2]",0.079419374,0.63684154
24567,0.9758,1.06,16.858503,PSO,Mini-Batch K-Means,"[14, 9, 2, 7, 2]",0.0844264,0.634665
24568,0.9442,4.22,22.747002,PSO,Mini-Batch K-Means,"[12, 3, 2, 2, 2]",0.082131386,0.628211
24569,0.9616,2.48,22.75904,PSO,Mini-Batch K-Means,"[11, 4, 2, 2, 2]",0.0847857,0.6288948
24570,0.9614,2.5,22.664751,PSO,Mini-Batch K-Means,"[14, 4, 2, 2, 2]",0.082913876,0.62973833
24571,0.9596,2.68,18.421566,PSO,Mini-Batch K-Means,"[15, 3, 2, 5, 2]",0.08016324,0.6198745
24572,0.9452,4.12,22.780624,PSO,Mini-Batch K-Means,"[11, 3, 2, 2, 2]",0.085059404,0.6440623
24573,0.9634,2.3,21.696299,PSO,Mini-Batch K-Means,"[12, 5, 2, 2, 2]",0.086830854,0.6292362
24574,0.9634,2.3,21.696299,PSO,Mini-Batch K-Means,"[12, 5, 2, 2, 2]",0.08815479,0.6242068
24575,0.9656,2.08,18.371765,PSO,Mini-Batch K-Means,"[16, 4, 2, 6, 2]",0.07991624,0.6303704
24576,0.9586,2.78,18.395786,PSO,Mini-Batch K-Means,"[16, 3, 2, 5, 2]",0.08609319,0.63414216
24577,0.9566,2.98,18.419128,PSO,Mini-Batch K-Means,"[15, 3, 2, 6, 2]",0.07589269,0.63813114
24578,0.9654,2.1,18.48811,PSO,Mini-Batch K-Means,"[12, 4, 2, 5, 2]",0.081735134,0.6450937
24579,0.971,1.54,17.388485,PSO,Mini-Batch K-Means,"[14, 6, 2, 5, 2]",0.082065105,0.647413
24580,0.974,1.24,18.404459,PSO,Mini-Batch K-Means,"[15, 8, 2, 3, 2]",0.09086299,0.648329
24581,0.9732,1.32,17.477905,PSO,Mini-Batch K-Means,"[11, 6, 2, 7, 2]",0.08452988,0.64341044
24582,0.9602,2.62,22.725418,PSO,Mini-Batch K-Means,"[12, 4, 2, 2, 2]",0.08549571,0.63831496
24583,0.9724,1.4000000000000001,18.418524,PSO,Mini-Batch K-Means,"[15, 6, 2, 4, 2]",0.07836509,0.63022923
24584,0.9446,4.18,22.658875,PSO,Mini-Batch K-Means,"[15, 3, 2, 2, 2]",0.08092189,0.63552284
24585,0.9702,1.6199999999999999,21.700686,PSO,Mini-Batch K-Means,"[11, 8, 2, 2, 2]",0.08380747,0.62825775
24586,0.9628,2.36,21.608171,PSO,Mini-Batch K-Means,"[15, 5, 2, 2, 2]",0.08307457,0.64202356
24587,0.9668,1.96,18.545609,PSO,Mini-Batch K-Means,"[11, 6, 2, 3, 2]",0.07702875,0.6379287
