,accuracy,accuracy_loss,compression,type,tar_type,repr,share_t,acc_t
0,0.9862,0.02,4.7071404,BH,K-Means,"[45, 28, 44, 31, 34]",1.6005657,0.6302495
1,0.9866,-0.02,5.840356,BH,K-Means,"[23, 17, 16, 14, 34]",0.7987852,0.56523824
2,0.9858,0.06,5.017009,BH,K-Means,"[44, 45, 10, 46, 24]",0.893538,0.67879295
3,0.9868,-0.04,5.6302357,BH,K-Means,"[37, 11, 46, 12, 27]",1.4361033,0.56878924
4,0.9856,0.08,5.512452,BH,K-Means,"[14, 19, 49, 16, 45]",1.5150509,0.6128044
5,0.986,0.04,4.38422,BH,K-Means,"[31, 33, 48, 33, 46]",1.622335,0.63569736
6,0.9844,0.2,8.719547,BH,K-Means,"[8, 28, 3, 11, 10]",0.36925888,0.5649431
7,0.986,0.04,5.493431,BH,K-Means,"[14, 29, 10, 38, 42]",0.81383324,0.6041858
8,0.9856,0.08,6.1797276,BH,K-Means,"[13, 12, 34, 12, 18]",1.121305,0.56009483
9,0.9792,0.72,9.765368,BH,K-Means,"[45, 26, 2, 37, 49]",0.5495572,0.61119294
10,0.9872,-0.08,6.064417,BH,K-Means,"[7, 21, 35, 14, 36]",1.227334,0.55936956
11,0.9864,0.0,6.0580215,BH,K-Means,"[31, 15, 11, 47, 13]",0.81974196,0.6336794
12,0.986,0.04,5.7892613,BH,K-Means,"[44, 27, 22, 14, 15]",0.9199097,0.5628481
13,0.9862,0.02,6.702716,BH,K-Means,"[27, 35, 11, 10, 5]",0.63793063,0.56296086
14,0.9864,0.0,7.317228,BH,K-Means,"[10, 33, 6, 20, 7]",0.52628446,0.6393373
15,0.9858,0.06,4.27654,BH,K-Means,"[38, 45, 33, 46, 41]",1.4517639,0.67697287
16,0.9854,0.1,7.396662,BH,K-Means,"[6, 25, 30, 8, 16]",1.0539508,0.5713377
17,0.9858,0.06,5.0586576,BH,K-Means,"[46, 39, 18, 49, 12]",1.0976603,0.63294196
18,0.986,0.04,4.4472857,BH,K-Means,"[39, 46, 50, 23, 50]",1.6843393,0.608654
19,0.9852,0.12,6.7821035,BH,K-Means,"[38, 9, 31, 13, 6]",1.1303327,0.56373644
20,0.9866,-0.02,4.504553,BH,K-Means,"[43, 24, 40, 35, 38]",1.4741757,0.6386261
21,0.9862,0.02,5.444765,BH,K-Means,"[27, 21, 12, 18, 37]",0.7558043,0.6120689
22,0.9864,0.0,5.5174685,BH,K-Means,"[46, 41, 6, 48, 28]",0.7733016,0.7316756
23,0.986,0.04,5.5504208,BH,K-Means,"[41, 15, 42, 15, 31]",1.3586528,0.57046413
24,0.9858,0.06,4.9739575,BH,K-Means,"[18, 23, 45, 20, 49]",1.4501767,0.6144395
25,0.986,0.04,4.501003,BH,K-Means,"[35, 29, 44, 36, 46]",1.5937502,0.6684959
26,0.979,0.74,11.48341,BH,K-Means,"[12, 24, 2, 15, 14]",0.3393538,0.56695175
27,0.9846,0.18,5.8226714,BH,K-Means,"[18, 31, 7, 39, 43]",0.7348578,0.62611294
28,0.9862,0.02,6.1293607,BH,K-Means,"[17, 16, 30, 16, 22]",1.1103392,0.56433153
29,0.9794,0.7000000000000001,9.776118,BH,K-Means,"[44, 25, 2, 34, 49]",0.5441811,0.6670058
30,0.987,-0.06,5.5284195,BH,K-Means,"[11, 25, 31, 18, 36]",1.1705768,0.62421346
31,0.985,0.13999999999999999,5.9212465,BH,K-Means,"[35, 19, 7, 43, 17]",0.7053511,0.63305473
32,0.9862,0.02,5.1992893,BH,K-Means,"[45, 23, 18, 18, 19]",0.87975717,0.5651028
33,0.984,0.24,6.8536963,BH,K-Means,"[30, 31, 7, 14, 9]",0.5777576,0.57222533
34,0.9784,0.8,11.1248665,BH,K-Means,"[14, 29, 2, 24, 11]",0.39888406,0.60952973
35,0.9862,0.02,4.466969,BH,K-Means,"[42, 46, 29, 45, 40]",1.346659,0.6170428
36,0.9868,-0.04,6.1414256,BH,K-Means,"[10, 23, 26, 12, 20]",1.025279,0.5762234
37,0.986,0.04,5.3328886,BH,K-Means,"[47, 35, 14, 45, 16]",0.95402837,0.6235831
38,0.986,0.04,4.437658,BH,K-Means,"[43, 42, 46, 27, 48]",1.656373,0.6170411
39,0.9842,0.22,5.916456,BH,K-Means,"[42, 9, 27, 17, 10]",0.99708366,0.5950074
40,0.9858,0.06,4.756992,BH,K-Means,"[39, 24, 36, 31, 34]",1.3504889,0.612622
41,0.986,0.04,6.048432,BH,K-Means,"[23, 21, 8, 18, 33]",0.5738759,0.5582633
42,0.9792,0.72,9.831394,BH,K-Means,"[42, 37, 2, 49, 25]",0.59828687,0.613688
43,0.9858,0.06,4.984524,BH,K-Means,"[37, 19, 42, 17, 27]",1.3711362,0.573164
44,0.9856,0.08,5.496208,BH,K-Means,"[14, 24, 41, 16, 45]",1.3726435,0.64636946
45,0.9862,0.02,4.8162704,BH,K-Means,"[31, 25, 40, 32, 42]",1.4037302,0.6188874
46,0.98,0.64,10.814634,BH,K-Means,"[15, 20, 2, 19, 17]",0.35094404,0.6023648
47,0.9826,0.38,7.1158,BH,K-Means,"[14, 27, 3, 35, 39]",0.548651,0.61647344
48,0.9864,0.0,6.0644736,BH,K-Means,"[13, 20, 26, 14, 18]",1.017601,0.60495996
49,0.9794,0.7000000000000001,10.032005,BH,K-Means,"[40, 23, 2, 30, 45]",0.49929476,0.63782454
50,0.9858,0.06,5.668907,BH,K-Means,"[12, 21, 27, 18, 32]",0.99500704,0.5655365
51,0.9858,0.06,6.2770696,BH,K-Means,"[31, 23, 6, 39, 13]",0.6439798,0.6364546
52,0.9854,0.1,6.1458488,BH,K-Means,"[41, 21, 14, 15, 15]",0.7441275,0.5654614
53,0.9826,0.38,7.6066756,BH,K-Means,"[26, 27, 3, 18, 13]",0.4097209,0.5699189
54,0.9796,0.6799999999999999,11.089111,BH,K-Means,"[14, 25, 2, 20, 15]",0.37269807,0.6388202
55,0.9866,-0.02,4.5187664,BH,K-Means,"[38, 42, 25, 41, 37]",1.1638863,0.63017774
56,0.9864,0.0,6.4453454,BH,K-Means,"[9, 26, 24, 14, 16]",0.9380028,0.60634065
57,0.9858,0.06,5.2888684,BH,K-Means,"[43, 31, 10, 41, 18]",0.8319676,0.63220286
58,0.9858,0.06,4.492963,BH,K-Means,"[39, 38, 42, 23, 44]",1.4742947,0.63146305
59,0.9852,0.12,6.733818,BH,K-Means,"[38, 13, 23, 15, 7]",0.930321,0.57040954
60,0.9866,-0.02,5.1565614,BH,K-Means,"[35, 24, 32, 27, 31]",1.2449114,0.6082084
61,0.9836,0.27999999999999997,7.6415677,BH,K-Means,"[19, 25, 4, 16, 29]",0.46393538,0.57046485
62,0.9794,0.7000000000000001,9.899493,BH,K-Means,"[38, 33, 2, 45, 21]",0.56315255,0.63729477
63,0.986,0.04,5.0368376,BH,K-Means,"[33, 21, 38, 18, 23]",1.3146701,0.5668435
64,0.9862,0.02,5.651122,BH,K-Means,"[10, 24, 37, 12, 41]",1.2658896,0.6010983
65,0.9858,0.06,4.8960056,BH,K-Means,"[27, 21, 36, 28, 38]",1.3106863,0.5991826
66,0.979,0.74,11.48341,BH,K-Means,"[12, 24, 2, 15, 14]",0.33784604,0.60358787
67,0.9798,0.66,10.681924,BH,K-Means,"[10, 23, 2, 31, 35]",0.45024157,0.62243795
68,0.9864,0.0,6.7564874,BH,K-Means,"[10, 16, 30, 13, 14]",1.0599747,0.59977317
69,0.979,0.74,10.080548,BH,K-Means,"[36, 23, 2, 26, 41]",0.46597075,0.63290644
70,0.986,0.04,6.3927684,BH,K-Means,"[8, 23, 23, 14, 28]",0.94563365,0.56380224
71,0.9794,0.7000000000000001,10.610602,BH,K-Means,"[27, 27, 2, 35, 10]",0.48558474,0.6327698
72,0.9854,0.1,6.2340307,BH,K-Means,"[37, 19, 10, 14, 11]",0.6626439,0.57839155
73,0.9786,0.7799999999999999,10.577757,BH,K-Means,"[22, 23, 2, 17, 17]",0.37646818,0.5806408
74,0.98,0.64,11.15677,BH,K-Means,"[12, 27, 2, 19, 14]",0.36929512,0.620692
75,0.987,-0.06,4.5798573,BH,K-Means,"[34, 38, 21, 37, 33]",1.1089449,0.64241457
76,0.9854,0.1,6.7899337,BH,K-Means,"[8, 23, 20, 10, 12]",0.8740573,0.581095
77,0.9856,0.08,6.123165,BH,K-Means,"[39, 27, 6, 37, 16]",0.66713,0.64745617
78,0.9862,0.02,4.552585,BH,K-Means,"[35, 34, 38, 19, 40]",1.3999803,0.6266291
79,0.9866,-0.02,5.9448147,BH,K-Means,"[34, 17, 19, 12, 11]",0.85875535,0.57703567
80,0.9856,0.08,5.2685895,BH,K-Means,"[31, 23, 28, 23, 27]",1.1308692,0.615705
81,0.9784,0.8,11.047543,BH,K-Means,"[15, 26, 2, 14, 25]",0.3716042,0.626405
82,0.9792,0.72,10.157262,BH,K-Means,"[34, 29, 2, 41, 17]",0.5295117,0.621058
83,0.9868,-0.04,5.481474,BH,K-Means,"[29, 17, 34, 14, 19]",1.1650517,0.59979033
84,0.9864,0.0,5.7132854,BH,K-Means,"[9, 23, 33, 12, 37]",1.1596565,0.67605805
85,0.9858,0.06,5.185852,BH,K-Means,"[23, 20, 32, 24, 34]",1.1931489,0.62614775
86,0.9796,0.6799999999999999,11.626732,BH,K-Means,"[9, 26, 2, 14, 11]",0.33147144,0.5646486
87,0.98,0.64,11.168986,BH,K-Means,"[8, 21, 2, 27, 31]",0.40901875,0.5682795
88,0.9858,0.06,6.4334,BH,K-Means,"[12, 20, 26, 16, 10]",1.0078628,0.56438017
89,0.9792,0.72,10.176492,BH,K-Means,"[32, 23, 2, 22, 37]",0.44357777,0.59918165
90,0.987,-0.06,6.483601,BH,K-Means,"[7, 26, 19, 11, 24]",0.8675976,0.56750894
91,0.9794,0.7000000000000001,10.851941,BH,K-Means,"[23, 28, 2, 31, 11]",0.44029307,0.62779546
92,0.9858,0.06,6.795237,BH,K-Means,"[33, 19, 6, 15, 11]",0.4969926,0.57134986
93,0.9788,0.76,11.234933,BH,K-Means,"[18, 20, 2, 13, 15]",0.3319304,0.5674734
94,0.9796,0.6799999999999999,11.19468,BH,K-Means,"[11, 26, 2, 18, 14]",0.35651278,0.5717969
95,0.987,-0.06,4.8361588,BH,K-Means,"[30, 34, 17, 33, 29]",0.98401666,0.6184926
96,0.9854,0.1,6.707483,BH,K-Means,"[12, 24, 16, 10, 13]",0.7550473,0.5695672
97,0.9792,0.72,10.453247,BH,K-Means,"[35, 23, 2, 33, 14]",0.48180652,0.6249747
98,0.9862,0.02,5.157396,BH,K-Means,"[31, 30, 34, 15, 36]",1.2453017,0.5755577
99,0.9862,0.02,6.5614305,BH,K-Means,"[32, 16, 15, 13, 15]",0.7106705,0.57567596
100,0.9862,0.02,5.3325315,BH,K-Means,"[27, 27, 24, 19, 23]",1.0091231,0.6185231
101,0.979,0.74,11.199904,BH,K-Means,"[11, 27, 2, 12, 21]",0.34205914,0.56607723
102,0.9798,0.66,10.542558,BH,K-Means,"[30, 25, 2, 37, 13]",0.47752786,0.6170964
103,0.9862,0.02,6.013704,BH,K-Means,"[25, 21, 30, 10, 15]",1.0833163,0.5865803
104,0.9854,0.1,6.214179,BH,K-Means,"[8, 24, 29, 15, 33]",1.0856943,0.57457876
105,0.9864,0.0,5.407797,BH,K-Means,"[19, 22, 28, 20, 30]",1.0752716,0.62947416
106,0.9778,0.86,11.995062,BH,K-Means,"[7, 27, 2, 13, 9]",0.33012915,0.6106255
107,0.9798,0.66,11.190878,BH,K-Means,"[8, 24, 2, 23, 27]",0.39949512,0.5725081
108,0.986,0.04,6.7568913,BH,K-Means,"[8, 24, 22, 12, 14]",0.861511,0.60941195
109,0.9798,0.66,10.234573,BH,K-Means,"[28, 25, 2, 18, 33]",0.3949709,0.6076019
110,0.9852,0.12,6.7559705,BH,K-Means,"[8, 28, 15, 15, 20]",0.71404076,0.6059561
111,0.9786,0.7799999999999999,10.906386,BH,K-Means,"[19, 27, 2, 27, 12]",0.4179306,0.6075101
112,0.978,0.84,11.123219,BH,K-Means,"[29, 23, 2, 15, 11]",0.3600738,0.6317489
113,0.9784,0.8,11.480778,BH,K-Means,"[14, 20, 2, 12, 11]",0.31111097,0.60559916
114,0.9792,0.72,11.6473875,BH,K-Means,"[9, 24, 2, 14, 10]",0.33352757,0.5671158
115,0.9864,0.0,5.630775,BH,K-Means,"[26, 30, 13, 29, 25]",0.79104066,0.6100576
116,0.986,0.04,7.0743876,BH,K-Means,"[8, 28, 12, 14, 13]",0.7131469,0.57435536
117,0.9798,0.66,10.78059,BH,K-Means,"[31, 22, 2, 29, 11]",0.43063545,0.684422
118,0.9866,-0.02,5.590947,BH,K-Means,"[27, 26, 30, 11, 32]",1.135602,0.57142305
119,0.985,0.13999999999999999,6.503009,BH,K-Means,"[35, 12, 11, 15, 16]",0.62460566,0.614707
120,0.9856,0.08,5.7226415,BH,K-Means,"[23, 30, 20, 15, 19]",0.92774725,0.6052871
121,0.9784,0.8,11.650449,BH,K-Means,"[7, 27, 2, 12, 17]",0.3275447,0.57233
122,0.979,0.74,10.648049,BH,K-Means,"[26, 24, 2, 33, 9]",0.46675992,0.6313493
123,0.9864,0.0,6.1077166,BH,K-Means,"[21, 25, 26, 11, 11]",1.0395246,0.57467604
124,0.9864,0.0,6.5062947,BH,K-Means,"[6, 28, 25, 15, 29]",0.9560847,0.61041546
125,0.986,0.04,5.9213104,BH,K-Means,"[15, 26, 24, 16, 26]",0.9914396,0.5759134
126,0.978,0.84,12.607129,BH,K-Means,"[5, 28, 2, 13, 8]",0.32810855,0.6188369
127,0.979,0.74,11.280871,BH,K-Means,"[7, 27, 2, 19, 23]",0.37638116,0.6640029
128,0.984,0.24,7.6096673,BH,K-Means,"[4, 28, 18, 9, 16]",0.813493,0.5735638
129,0.9788,0.76,10.752014,BH,K-Means,"[24, 29, 2, 14, 29]",0.39351416,0.58818626
130,0.9846,0.18,7.0267186,BH,K-Means,"[8, 30, 11, 16, 16]",0.65005803,0.57793903
131,0.9792,0.72,11.094788,BH,K-Means,"[15, 26, 2, 23, 12]",0.39269423,0.620837
132,0.9782,0.8200000000000001,11.15614,BH,K-Means,"[25, 27, 2, 15, 11]",0.36180735,0.69893
133,0.9792,0.72,12.110361,BH,K-Means,"[10, 24, 2, 12, 7]",0.32635736,0.5848458
134,0.9782,0.8200000000000001,12.674089,BH,K-Means,"[5, 24, 2, 10, 6]",0.3005972,0.5845547
135,0.9862,0.02,5.7332177,BH,K-Means,"[22, 26, 9, 25, 21]",0.69828176,0.6308441
136,0.9844,0.2,7.9642096,BH,K-Means,"[4, 27, 13, 14, 13]",0.6722784,0.612864
137,0.9802,0.62,11.302031,BH,K-Means,"[27, 26, 2, 25, 8]",0.43007612,0.6273823
138,0.9862,0.02,5.6837363,BH,K-Means,"[23, 23, 26, 9, 28]",1.0229447,0.5797696
139,0.9862,0.02,6.610372,BH,K-Means,"[31, 16, 15, 13, 12]",0.7049589,0.5788622
140,0.9862,0.02,6.390441,BH,K-Means,"[19, 30, 16, 11, 15]",0.7801542,0.56396675
141,0.9776,0.88,12.964739,BH,K-Means,"[3, 23, 2, 10, 13]",0.30667877,0.5997956
142,0.979,0.74,11.451835,BH,K-Means,"[22, 22, 2, 29, 5]",0.4137516,0.59823585
143,0.9862,0.02,6.68025,BH,K-Means,"[17, 28, 22, 10, 7]",0.8653145,0.56369495
144,0.9852,0.12,7.3029246,BH,K-Means,"[4, 24, 21, 11, 25]",0.8808811,0.5678377
145,0.9864,0.0,6.08016,BH,K-Means,"[11, 26, 20, 12, 22]",0.882339,0.6039667
146,0.9772,0.9199999999999999,14.517271,BH,K-Means,"[3, 24, 2, 10, 4]",0.28897834,0.5729594
147,0.9786,0.7799999999999999,12.6396,BH,K-Means,"[3, 26, 2, 15, 19]",0.3357029,0.604722
148,0.9834,0.3,8.683169,BH,K-Means,"[3, 24, 14, 7, 14]",0.69038033,0.5716982
149,0.979,0.74,10.855326,BH,K-Means,"[20, 26, 2, 10, 25]",0.34217858,0.5696585
150,0.9824,0.4,8.513934,BH,K-Means,"[4, 27, 7, 12, 12]",0.52780485,0.56917405
151,0.9796,0.6799999999999999,11.736148,BH,K-Means,"[11, 22, 2, 19, 8]",0.34004664,0.6157119
152,0.9794,0.7000000000000001,11.726913,BH,K-Means,"[21, 28, 2, 11, 7]",0.35100865,0.58841515
153,0.9754,1.0999999999999999,13.630063,BH,K-Means,"[6, 27, 2, 10, 3]",0.30379128,0.56725836
154,0.9756,1.08,15.104101,BH,K-Means,"[3, 24, 2, 7, 3]",0.29044604,0.6149559
155,0.9846,0.18,6.381239,BH,K-Means,"[18, 22, 5, 21, 17]",0.48579693,0.56658626
156,0.9826,0.38,8.222626,BH,K-Means,"[3, 23, 10, 12, 9]",0.60343575,0.5674002
157,0.9788,0.76,12.396758,BH,K-Means,"[23, 26, 2, 21, 4]",0.3870511,0.6032808
158,0.9854,0.1,5.7789135,BH,K-Means,"[19, 22, 22, 9, 24]",0.8487227,0.5690136
159,0.9862,0.02,6.535237,BH,K-Means,"[27, 20, 19, 11, 8]",0.8617544,0.5710895
160,0.9844,0.2,7.1318574,BH,K-Means,"[16, 30, 12, 7, 11]",0.70179176,0.56871223
161,0.977,0.9400000000000001,13.562827,BH,K-Means,"[3, 20, 2, 6, 9]",0.2806797,0.57931614
162,0.9774,0.8999999999999999,15.458573,BH,K-Means,"[18, 22, 2, 25, 2]",0.38603258,0.60134196
163,0.985,0.13999999999999999,8.477555,BH,K-Means,"[13, 30, 18, 8, 3]",0.78685355,0.5685468
164,0.9838,0.26,8.063231,BH,K-Means,"[3, 21, 17, 7, 21]",0.7706275,0.5662775
165,0.9874,-0.1,7.380082,BH,K-Means,"[7, 26, 16, 8, 18]",0.7468107,0.566566
166,0.9734,1.3,18.03732,BH,K-Means,"[3, 20, 2, 6, 2]",0.26499486,0.5695517
167,0.977,0.9400000000000001,12.940861,BH,K-Means,"[3, 22, 2, 11, 15]",0.3257289,0.6041477
168,0.9804,0.6,8.751007,BH,K-Means,"[3, 21, 10, 6, 10]",0.57780623,0.6054418
169,0.977,0.9400000000000001,11.605017,BH,K-Means,"[16, 22, 2, 6, 21]",0.32259893,0.59551215
170,0.9838,0.26,10.813663,BH,K-Means,"[3, 23, 3, 8, 8]",0.32371235,0.5692222
171,0.9796,0.6799999999999999,13.510403,BH,K-Means,"[7, 22, 2, 15, 4]",0.32154226,0.5708811
172,0.9776,0.88,13.355716,BH,K-Means,"[17, 24, 2, 7, 4]",0.29942036,0.5816994
173,0.9726,1.38,18.013296,BH,K-Means,"[3, 27, 2, 6, 2]",0.27577972,0.6099136
174,0.9726,1.38,19.08341,BH,K-Means,"[3, 24, 2, 4, 2]",0.24692822,0.6152694
175,0.9794,0.7000000000000001,11.13504,BH,K-Means,"[14, 20, 2, 17, 13]",0.34059834,0.5667739
176,0.9826,0.38,9.829013,BH,K-Means,"[3, 21, 6, 8, 5]",0.41509962,0.6075971
177,0.977,0.9400000000000001,15.445148,BH,K-Means,"[19, 23, 2, 17, 2]",0.33831334,0.5663638
178,0.9856,0.08,6.527603,BH,K-Means,"[15, 21, 18, 6, 20]",0.81432414,0.6090052
179,0.987,-0.06,8.68755,BH,K-Means,"[31, 16, 15, 7, 4]",0.6808703,0.62455416
180,0.984,0.24,9.3726225,BH,K-Means,"[12, 26, 8, 3, 7]",0.47620773,0.6134646
181,0.977,0.9400000000000001,15.167131,BH,K-Means,"[3, 19, 2, 3, 5]",0.23221946,0.6192744
182,0.9772,0.9199999999999999,15.650356,BH,K-Means,"[14, 23, 2, 21, 2]",0.3637812,0.579792
183,0.9824,0.4,12.932107,BH,K-Means,"[9, 26, 14, 4, 2]",0.6426344,0.8415148
184,0.9818,0.45999999999999996,9.483495,BH,K-Means,"[3, 21, 13, 3, 17]",0.5745063,0.6452756
185,0.9818,0.45999999999999996,9.729881,BH,K-Means,"[3, 25, 12, 4, 15]",0.64115715,0.5979862
186,0.9742,1.22,19.102589,BH,K-Means,"[3, 20, 2, 3, 2]",0.21663332,0.6406534
187,0.977,0.9400000000000001,13.532421,BH,K-Means,"[3, 20, 2, 7, 11]",0.288383,0.61347795
188,0.9828,0.36,10.87877,BH,K-Means,"[3, 18, 6, 4, 6]",0.38678384,0.6330066
189,0.9748,1.16,15.998738,BH,K-Means,"[12, 20, 2, 2, 17]",0.24688125,0.57568264
190,0.9774,0.8999999999999999,16.123833,BH,K-Means,"[3, 20, 2, 4, 4]",0.24445415,0.64951515
191,0.9718,1.46,17.496174,BH,K-Means,"[3, 22, 2, 11, 2]",0.29755902,0.6107774
192,0.974,1.24,17.613405,BH,K-Means,"[13, 20, 2, 3, 2]",0.2286129,0.6182473
193,0.9712,1.52,22.25981,BH,K-Means,"[3, 25, 2, 2, 2]",0.22088265,0.6144979
194,0.9714,1.5,22.266653,BH,K-Means,"[3, 23, 2, 2, 2]",0.2240758,0.628623
195,0.9792,0.72,11.630826,BH,K-Means,"[10, 22, 2, 13, 9]",0.31822276,0.56971407
196,0.9714,1.5,19.090292,BH,K-Means,"[3, 22, 2, 4, 2]",0.23845959,0.61703897
197,0.977,0.9400000000000001,15.950894,BH,K-Means,"[15, 21, 2, 13, 2]",0.30190444,0.5693104
198,0.9828,0.36,11.482576,BH,K-Means,"[11, 22, 14, 2, 16]",0.6139455,0.61180806
199,0.9832,0.32,12.77805,BH,K-Means,"[27, 15, 11, 3, 2]",0.5293617,0.61962605
200,0.978,0.84,15.084434,BH,K-Means,"[8, 22, 4, 2, 3]",0.31264806,0.6399424
201,0.9704,1.6,22.277065,BH,K-Means,"[3, 20, 2, 2, 2]",0.21147871,0.6341212
202,0.9778,0.86,15.781015,BH,K-Means,"[10, 24, 2, 17, 2]",0.32783604,0.57177496
203,0.98,0.64,16.623837,BH,K-Means,"[5, 22, 10, 2, 2]",0.5097282,0.6189182
204,0.981,0.54,12.94681,BH,K-Means,"[3, 22, 9, 2, 13]",0.5000243,0.62197495
205,0.9826,0.38,13.50909,BH,K-Means,"[3, 21, 8, 2, 11]",0.4294982,0.61067104
206,0.9716,1.48,22.270103,BH,K-Means,"[3, 22, 2, 2, 2]",0.20955539,0.6079743
207,0.9778,0.86,15.11663,BH,K-Means,"[3, 19, 2, 3, 7]",0.2314136,0.6214068
208,0.9716,1.48,22.270103,BH,K-Means,"[3, 22, 2, 2, 2]",0.20977187,0.6081126
209,0.975,1.1400000000000001,16.671198,BH,K-Means,"[8, 21, 2, 2, 13]",0.23688793,0.6203165
210,0.9712,1.52,22.273575,BH,K-Means,"[3, 21, 2, 2, 2]",0.20291376,0.6036618
211,0.9764,1.0,18.024473,BH,K-Means,"[3, 23, 2, 7, 2]",0.27749133,0.63029456
212,0.9738,1.26,20.924477,BH,K-Means,"[9, 21, 2, 2, 2]",0.21182013,0.6262522
213,0.9712,1.52,22.273575,BH,K-Means,"[3, 21, 2, 2, 2]",0.21411872,0.6202221
214,0.9714,1.5,22.266653,BH,K-Means,"[3, 23, 2, 2, 2]",0.21807098,0.62501335
215,0.9762,1.02,12.616202,BH,K-Means,"[6, 25, 2, 9, 5]",0.28982115,0.5671091
216,0.971,1.54,22.26322,BH,K-Means,"[3, 24, 2, 2, 2]",0.22243023,0.62650585
217,0.9768,0.96,16.08174,BH,K-Means,"[11, 20, 2, 9, 2]",0.26981902,0.5689323
218,0.9832,0.32,11.942784,BH,K-Means,"[7, 25, 10, 2, 12]",0.5509777,0.62788725
219,0.9822,0.42,16.53627,BH,K-Means,"[23, 15, 7, 2, 2]",0.42109466,0.63902545
220,0.9684,1.7999999999999998,22.094353,BH,K-Means,"[4, 19, 2, 2, 2]",0.22264504,0.6174259
221,0.9714,1.5,22.266653,BH,K-Means,"[3, 23, 2, 2, 2]",0.2218008,0.6357391
222,0.9756,1.08,16.549568,BH,K-Means,"[6, 25, 2, 13, 2]",0.31078625,0.5688026
223,0.9786,0.7799999999999999,18.019592,BH,K-Means,"[3, 19, 6, 2, 2]",0.36133623,0.61099887
224,0.982,0.44,13.5316925,BH,K-Means,"[3, 23, 5, 2, 9]",0.3400452,0.629452
225,0.9782,0.8200000000000001,15.088365,BH,K-Means,"[3, 21, 4, 2, 7]",0.29199004,0.6129575
226,0.971,1.54,22.26322,BH,K-Means,"[3, 24, 2, 2, 2]",0.21624374,0.6086881
227,0.9694,1.7000000000000002,19.360126,BH,K-Means,"[3, 20, 2, 2, 3]",0.21592355,0.6066427
228,0.9716,1.48,22.256416,BH,K-Means,"[3, 26, 2, 2, 2]",0.2276771,0.62451863
229,0.9648,2.16,17.605936,BH,K-Means,"[4, 23, 2, 2, 9]",0.23850799,0.61572504
230,0.9714,1.5,22.266653,BH,K-Means,"[3, 23, 2, 2, 2]",0.21952176,0.6063919
231,0.9752,1.1199999999999999,19.092175,BH,K-Means,"[3, 23, 2, 3, 2]",0.22983646,0.61918783
232,0.971,1.54,21.411161,BH,K-Means,"[5, 24, 2, 2, 2]",0.22149563,0.62604237
233,0.9718,1.46,22.280577,BH,K-Means,"[3, 19, 2, 2, 2]",0.21414566,0.6135318
234,0.9716,1.48,22.270103,BH,K-Means,"[3, 22, 2, 2, 2]",0.21084547,0.6100445
235,0.9732,1.32,18.025911,BH,K-Means,"[3, 24, 2, 5, 2]",0.25580812,0.6087997
236,0.971,1.54,22.26322,BH,K-Means,"[3, 24, 2, 2, 2]",0.2165637,0.6185713
237,0.9736,1.28,17.036503,BH,K-Means,"[7, 19, 2, 5, 2]",0.2487402,0.6071558
238,0.9814,0.5,13.984532,BH,K-Means,"[3, 25, 7, 2, 8]",0.4308176,0.6159859
239,0.9788,0.76,17.358612,BH,K-Means,"[19, 19, 3, 2, 2]",0.27307773,0.60836124
240,0.9684,1.7999999999999998,22.580849,BH,K-Means,"[3, 16, 2, 2, 2]",0.21517444,0.62116814
241,0.9718,1.46,22.280577,BH,K-Means,"[3, 19, 2, 2, 2]",0.20896196,0.65661645
242,0.9746,1.18,17.502453,BH,K-Means,"[3, 21, 2, 9, 2]",0.26846504,0.6125827
243,0.9684,1.7999999999999998,22.580849,BH,K-Means,"[3, 16, 2, 2, 2]",0.19759274,0.6328802
244,0.9722,1.4200000000000002,18.341608,BH,K-Means,"[3, 19, 2, 2, 5]",0.23140192,0.63071084
245,0.9706,1.58,19.36717,BH,K-Means,"[3, 18, 2, 2, 3]",0.21501088,0.63596153
246,0.9704,1.6,22.277065,BH,K-Means,"[3, 20, 2, 2, 2]",0.20505404,0.64513373
247,0.9718,1.46,22.280577,BH,K-Means,"[3, 19, 2, 2, 2]",0.21192431,0.6081786
248,0.9716,1.48,22.270103,BH,K-Means,"[3, 22, 2, 2, 2]",0.20964098,0.6244776
249,0.9722,1.4200000000000002,18.341608,BH,K-Means,"[3, 19, 2, 2, 5]",0.22703004,0.62234116
250,0.9718,1.46,22.280577,BH,K-Means,"[3, 19, 2, 2, 2]",0.21529818,0.6157758
251,0.9718,1.46,22.280577,BH,K-Means,"[3, 19, 2, 2, 2]",0.20748687,0.6447108
252,0.9704,1.6,22.277065,BH,K-Means,"[3, 20, 2, 2, 2]",0.20489979,0.65236616
253,0.9708,1.5599999999999998,22.287663,BH,K-Means,"[3, 17, 2, 2, 2]",0.20891547,0.62309504
254,0.9718,1.46,22.280577,BH,K-Means,"[3, 19, 2, 2, 2]",0.20824671,0.6094041
255,0.9704,1.6,22.277065,BH,K-Means,"[3, 20, 2, 2, 2]",0.20825434,0.636148
256,0.9714,1.5,22.266653,BH,K-Means,"[3, 23, 2, 2, 2]",0.22120571,0.60920644
257,0.9718,1.46,22.28411,BH,K-Means,"[3, 18, 2, 2, 2]",0.20298433,0.6103475
258,0.9812,0.52,16.09519,BH,K-Means,"[3, 24, 3, 2, 4]",0.28260756,0.63223815
