,accuracy,accuracy_loss,compression,type,tar_type,repr,share_t,acc_t
5236,0.968,1.66,10.062638,BH,K-Means,"[2, 7, 30, 28, 28]",1.1398342,0.52629733
5237,0.9716,1.3,10.05095,BH,K-Means,"[2, 6, 26, 29, 31]",1.0752752,0.52654815
5238,0.972,1.26,10.06158,BH,K-Means,"[2, 6, 30, 32, 29]",1.1805537,0.53041697
5239,0.9616,2.3,9.517156,BH,K-Means,"[2, 10, 28, 32, 31]",1.1437943,0.529644
5240,0.98,0.45999999999999996,9.5308485,BH,K-Means,"[2, 9, 27, 31, 30]",1.094409,0.5283921
5241,0.9736,1.0999999999999999,10.04727,BH,K-Means,"[2, 8, 27, 27, 29]",1.1006563,0.5324383
5242,0.9646,2.0,10.054415,BH,K-Means,"[2, 7, 26, 30, 29]",1.069515,0.5271385
5243,0.973,1.16,10.0786705,BH,K-Means,"[2, 6, 26, 30, 27]",1.0657017,0.52801895
5244,0.9804,0.42,9.520342,BH,K-Means,"[2, 9, 28, 27, 32]",1.1182206,0.5289204
5245,0.9656,1.9,9.84048,BH,K-Means,"[2, 7, 23, 33, 30]",1.0620637,0.528867
5246,0.9724,1.22,10.086474,BH,K-Means,"[2, 6, 24, 30, 26]",1.0704582,0.5292189
5247,0.9624,2.22,10.085463,BH,K-Means,"[2, 7, 27, 28, 25]",1.0841475,0.525223
5248,0.9618,2.2800000000000002,9.532555,BH,K-Means,"[2, 10, 26, 31, 29]",1.091311,0.53178525
5249,0.9732,1.1400000000000001,10.087375,BH,K-Means,"[2, 6, 24, 29, 26]",1.0759759,0.5281894
5250,0.9748,0.98,9.844156,BH,K-Means,"[2, 8, 28, 33, 28]",1.1729722,0.5271833
5251,0.9824,0.22,7.475596,BH,K-Means,"[3, 9, 27, 22, 31]",1.0392151,0.53134227
5252,0.9682,1.6400000000000001,10.0555105,BH,K-Means,"[2, 7, 25, 29, 29]",1.0846217,0.532562
5253,0.9042,8.04,10.068694,BH,K-Means,"[2, 5, 26, 28, 30]",1.0626915,0.5326412
5254,0.974,1.06,10.056889,BH,K-Means,"[2, 8, 29, 32, 27]",1.1091514,0.5319004
5255,0.9634,2.12,11.117628,BH,K-Means,"[2, 4, 26, 30, 27]",1.0725973,0.5368211
5256,0.9748,0.98,10.042241,BH,K-Means,"[2, 6, 26, 31, 32]",1.0943742,0.53497815
5257,0.9642,2.04,11.117041,BH,K-Means,"[2, 4, 29, 30, 27]",1.1169112,0.53572774
5258,0.9656,1.9,9.867746,BH,K-Means,"[2, 7, 32, 33, 26]",1.2305164,0.53304076
5259,0.9748,0.98,9.844156,BH,K-Means,"[2, 8, 28, 33, 28]",1.150574,0.5395305
5260,0.9124,7.22,9.903797,BH,K-Means,"[2, 5, 29, 29, 34]",1.0982885,0.5318253
5261,0.9644,2.02,10.076142,BH,K-Means,"[2, 7, 27, 30, 26]",1.0983651,0.5339346
5262,0.9042,8.04,10.081905,BH,K-Means,"[2, 5, 27, 29, 28]",1.094343,0.52628946
5263,0.9724,1.22,10.086983,BH,K-Means,"[2, 6, 26, 29, 26]",1.1154885,0.5265181
5264,0.8968,8.780000000000001,10.073801,BH,K-Means,"[2, 5, 27, 30, 29]",1.0989845,0.52710795
5265,0.973,1.16,9.894351,BH,K-Means,"[2, 6, 27, 29, 34]",1.120836,0.5325568
5266,0.9734,1.1199999999999999,10.056744,BH,K-Means,"[2, 6, 23, 31, 30]",1.0724907,0.5316596
5267,0.9672,1.7399999999999998,10.0559025,BH,K-Means,"[2, 7, 23, 29, 29]",1.0454166,0.5325854
5268,0.9732,1.1400000000000001,10.072656,BH,K-Means,"[2, 6, 24, 29, 28]",1.1146317,0.53408885
5269,0.9666,1.7999999999999998,11.124336,BH,K-Means,"[2, 4, 25, 31, 26]",1.069504,0.5332134
5270,0.9632,2.1399999999999997,11.118528,BH,K-Means,"[2, 4, 26, 29, 27]",1.068145,0.5376353
5271,0.9024,8.219999999999999,9.906898,BH,K-Means,"[2, 5, 27, 26, 34]",1.1034017,0.53938174
5272,0.9068,7.779999999999999,10.059183,BH,K-Means,"[2, 5, 25, 31, 31]",1.0998886,0.53730416
5273,0.9012,8.34,10.05809,BH,K-Means,"[2, 5, 26, 32, 31]",1.0997815,0.5373564
5274,0.9016,8.3,10.104849,BH,K-Means,"[2, 5, 28, 28, 25]",1.1128674,0.5355911
5275,0.9736,1.0999999999999999,10.082279,BH,K-Means,"[2, 6, 26, 26, 27]",1.0758862,0.53259563
5276,0.9018,8.28,10.058678,BH,K-Means,"[2, 5, 23, 32, 31]",1.0606802,0.53274727
5277,0.9688,1.58,10.041401,BH,K-Means,"[2, 7, 25, 29, 31]",1.0737214,0.5301666
5278,0.8998,8.48,10.064705,BH,K-Means,"[2, 5, 28, 32, 30]",1.1424229,0.5458505
5279,0.9638,2.08,11.082802,BH,K-Means,"[2, 4, 27, 29, 32]",1.1084898,0.5374832
5280,0.9688,1.58,10.936727,BH,K-Means,"[2, 4, 28, 25, 34]",1.1330502,0.5382407
5281,0.973,1.16,10.0786705,BH,K-Means,"[2, 6, 26, 30, 27]",1.0811038,0.531234
5282,0.967,1.76,10.055706,BH,K-Means,"[2, 7, 24, 29, 29]",1.0688083,0.53696704
5283,0.9648,1.9800000000000002,10.068926,BH,K-Means,"[2, 7, 26, 30, 27]",1.0730994,0.53815675
5284,0.9626,2.1999999999999997,10.067129,BH,K-Means,"[2, 7, 26, 32, 27]",1.0854368,0.53182244
5285,0.9732,1.1400000000000001,10.059881,BH,K-Means,"[2, 6, 30, 26, 30]",1.1433623,0.52626514
5286,0.9722,1.24,10.067256,BH,K-Means,"[2, 6, 24, 27, 29]",1.0669343,0.5258932
5287,0.9758,0.88,10.043336,BH,K-Means,"[2, 6, 25, 30, 32]",1.0864155,0.5267291
5288,0.9736,1.0999999999999999,10.075683,BH,K-Means,"[2, 6, 27, 25, 28]",1.1021299,0.5250728
5289,0.9634,2.12,11.117628,BH,K-Means,"[2, 4, 26, 30, 27]",1.1368656,0.5605495
5290,0.9756,0.8999999999999999,10.035557,BH,K-Means,"[2, 8, 24, 25, 31]",1.0490654,0.5254464
5291,0.9672,1.7399999999999998,11.096208,BH,K-Means,"[2, 4, 25, 30, 30]",1.0883989,0.5397508
5292,0.9742,1.04,10.056156,BH,K-Means,"[2, 6, 26, 31, 30]",1.091675,0.53828526
5293,0.9678,1.68,10.068223,BH,K-Means,"[2, 7, 25, 31, 27]",1.0851891,0.5340166
5294,0.8986,8.6,10.07741,BH,K-Means,"[2, 5, 27, 26, 29]",1.0854712,0.5330572
5295,0.976,0.86,10.058294,BH,K-Means,"[2, 8, 26, 23, 28]",1.0447316,0.52709055
5296,0.9734,1.1199999999999999,10.080864,BH,K-Means,"[2, 6, 24, 28, 27]",1.067162,0.529474
5297,0.9804,0.42,9.551354,BH,K-Means,"[2, 9, 23, 25, 28]",1.0383451,0.52577186
5298,0.9044,8.02,10.061688,BH,K-Means,"[2, 5, 26, 28, 31]",1.0704625,0.52513504
5299,0.9764,0.8200000000000001,9.878567,BH,K-Means,"[2, 8, 27, 25, 34]",1.0974207,0.52527165
5300,0.966,1.8599999999999999,10.0373955,BH,K-Means,"[2, 7, 24, 26, 32]",1.0526059,0.52409816
5301,0.9078,7.68,10.08481,BH,K-Means,"[2, 5, 26, 26, 28]",1.0527716,0.5235417
5302,0.9682,1.6400000000000001,10.064911,BH,K-Means,"[2, 7, 23, 27, 28]",1.0424006,0.54132104
5303,0.9726,1.2,10.072264,BH,K-Means,"[2, 6, 26, 29, 28]",1.1026392,0.5353694
5304,0.9652,1.94,10.077944,BH,K-Means,"[2, 7, 27, 28, 26]",1.1106827,0.5398731
5305,0.9742,1.04,10.090526,BH,K-Means,"[2, 6, 31, 24, 26]",1.1404228,0.5331185
5306,0.9736,1.0999999999999999,10.100518,BH,K-Means,"[2, 6, 23, 23, 25]",1.0223756,0.528728
5307,0.9742,1.04,10.072774,BH,K-Means,"[2, 6, 28, 28, 28]",1.1477189,0.53458214
5308,0.9064,7.82,10.118238,BH,K-Means,"[2, 5, 31, 21, 24]",1.107218,0.5275605
5309,0.9742,1.04,10.0784,BH,K-Means,"[2, 8, 23, 26, 25]",1.0454738,0.5256233
5310,0.9744,1.02,10.06703,BH,K-Means,"[2, 8, 28, 21, 27]",1.06482,0.5263388
5311,0.9668,1.78,11.106334,BH,K-Means,"[2, 4, 28, 26, 29]",1.1115968,0.5300832
5312,0.9668,1.78,10.069043,BH,K-Means,"[2, 7, 30, 29, 27]",1.1475687,0.52725077
5313,0.9648,1.9800000000000002,10.085974,BH,K-Means,"[2, 7, 29, 27, 25]",1.0920234,0.5307903
5314,0.9806,0.4,9.57475,BH,K-Means,"[2, 9, 31, 22, 25]",1.1137679,0.5315492
5315,0.9648,1.9800000000000002,10.091223,BH,K-Means,"[2, 7, 30, 21, 25]",1.1093044,0.52994347
5316,0.9688,1.58,10.096515,BH,K-Means,"[2, 7, 28, 24, 24]",1.0873857,0.53919315
5317,0.9644,2.02,10.078847,BH,K-Means,"[2, 7, 27, 27, 26]",1.1009488,0.53871703
5318,0.974,1.06,10.05939,BH,K-Means,"[2, 8, 30, 29, 27]",1.1590507,0.53742695
5319,0.9744,1.02,10.044827,BH,K-Means,"[2, 8, 31, 21, 30]",1.136605,0.52723145
5320,0.9744,1.02,10.055378,BH,K-Means,"[2, 8, 27, 26, 28]",1.0865214,0.5318291
5321,0.9736,1.0999999999999999,10.097333,BH,K-Means,"[2, 6, 30, 25, 25]",1.1658344,0.5352504
5322,0.964,2.06,11.134165,BH,K-Means,"[2, 4, 27, 28, 25]",1.1038744,0.5265727
5323,0.9746,1.0,10.082793,BH,K-Means,"[2, 6, 28, 25, 27]",1.1219263,0.5371499
5324,0.9694,1.52,10.073369,BH,K-Means,"[2, 7, 31, 24, 27]",1.1259861,0.52641916
5325,0.9726,1.2,10.12198,BH,K-Means,"[2, 6, 32, 23, 22]",1.1514592,0.5269046
5326,0.9736,1.0999999999999999,10.125561,BH,K-Means,"[2, 6, 23, 21, 22]",1.0048399,0.52530384
5327,0.9746,1.0,10.105673,BH,K-Means,"[2, 6, 31, 24, 24]",1.1134455,0.52761626
5328,0.9846,0.0,7.7075386,GA,K-Means,"[14, 7, 10, 24, 8]",0.68474793,0.7274382
5329,0.9812,0.33999999999999997,7.687604,GA,K-Means,"[8, 18, 6, 49, 5]",0.68692875,0.52668047
5330,0.9844,0.02,6.6580906,GA,K-Means,"[12, 8, 16, 22, 40]",0.7641578,0.5280297
5331,0.9826,0.2,6.4084616,GA,K-Means,"[33, 20, 25, 7, 16]",1.0143783,0.52759624
5332,0.9856,-0.1,5.8738103,GA,K-Means,"[10, 36, 25, 23, 16]",1.0884461,0.52465606
5333,0.985,-0.04,5.5890274,GA,K-Means,"[11, 30, 42, 9, 43]",1.467948,0.5229578
5334,0.9838,0.08,5.4758434,GA,K-Means,"[33, 41, 40, 45, 6]",1.7886858,0.6460793
5335,0.9842,0.04,5.4593368,GA,K-Means,"[44, 18, 32, 9, 30]",1.2514632,0.6804514
5336,0.9846,0.0,5.2505507,GA,K-Means,"[40, 31, 9, 28, 37]",0.8331535,0.53985023
5337,0.9848,-0.02,4.949217,GA,K-Means,"[28, 48, 15, 48, 37]",1.2139256,0.61771345
5338,0.9854,-0.08,4.924762,GA,K-Means,"[26, 35, 18, 25, 33]",1.0867314,0.5565376
5339,0.9838,0.08,4.700946,GA,K-Means,"[49, 39, 36, 30, 22]",1.3575706,0.528141
5340,0.982,0.26,7.907675,GA,K-Means,"[28, 7, 8, 24, 8]",0.57847595,0.5229318
5341,0.9822,0.24,7.835829,GA,K-Means,"[8, 18, 6, 24, 8]",0.54185224,0.5252905
5342,0.9822,0.24,7.835829,GA,K-Means,"[8, 18, 6, 24, 8]",0.5557301,0.5253365
5343,0.9846,0.0,7.7075386,GA,K-Means,"[14, 7, 10, 24, 8]",0.0,0.0
5344,0.9802,0.44,7.6351357,GA,K-Means,"[8, 18, 6, 10, 14]",0.4878261,0.52803564
5345,0.9818,0.27999999999999997,7.6127987,GA,K-Means,"[8, 18, 6, 49, 8]",0.6970475,0.52781296
5346,0.9834,0.12,7.569505,GA,K-Means,"[14, 7, 10, 33, 5]",0.67512965,0.5264716
5347,0.9812,0.33999999999999997,7.2898326,GA,K-Means,"[44, 18, 6, 15, 5]",0.53394437,0.52520657
5348,0.9844,0.02,6.8767567,GA,K-Means,"[15, 26, 10, 24, 5]",0.6624396,0.53041005
5349,0.984,0.06,6.374635,GA,K-Means,"[14, 7, 10, 49, 42]",0.7999401,0.52666545
5350,0.9836,0.1,6.352104,GA,K-Means,"[14, 18, 6, 49, 18]",0.73570657,0.5298474
5351,0.9854,-0.08,5.596936,GA,K-Means,"[8, 36, 32, 27, 49]",1.289515,0.5243964
5352,0.9806,0.4,8.565888,GA,K-Means,"[14, 7, 10, 7, 8]",0.54141045,0.52159214
5353,0.982,0.26,8.1627865,GA,K-Means,"[8, 6, 10, 24, 8]",0.61728835,0.5272982
5354,0.9798,0.48,8.163832,GA,K-Means,"[8, 18, 6, 10, 8]",0.77983546,0.5258608
5355,0.9832,0.13999999999999999,8.10336,GA,K-Means,"[14, 7, 10, 15, 5]",0.5606394,0.526767
5356,0.982,0.26,7.907675,GA,K-Means,"[28, 7, 8, 24, 8]",0.0,0.0
5357,0.9822,0.24,7.835829,GA,K-Means,"[8, 18, 6, 24, 8]",0.55662537,0.52950644
5358,0.9834,0.12,7.1564727,GA,K-Means,"[14, 34, 6, 24, 8]",0.5849252,0.52835894
5359,0.9826,0.2,7.084103,GA,K-Means,"[8, 18, 6, 49, 14]",0.6984892,0.5280781
5360,0.9822,0.24,6.968816,GA,K-Means,"[44, 18, 6, 24, 5]",0.59386873,0.53175926
5361,0.9846,0.0,6.7395964,GA,K-Means,"[8, 36, 24, 27, 8]",1.1156237,0.54110384
5362,0.9838,0.08,6.231455,GA,K-Means,"[25, 18, 30, 31, 8]",1.1773016,0.5241325
5363,0.9832,0.13999999999999999,5.9865775,GA,K-Means,"[23, 18, 6, 43, 31]",0.7030921,0.5251095
5364,0.9804,0.42,9.011392,GA,K-Means,"[8, 7, 10, 7, 8]",0.5242574,0.5319145
5365,0.9808,0.38,8.71172,GA,K-Means,"[5, 6, 10, 10, 8]",0.55487275,0.5377724
5366,0.9806,0.4,8.565888,GA,K-Means,"[14, 7, 10, 7, 8]",0.0,0.0
5367,0.9806,0.4,8.565888,GA,K-Means,"[14, 7, 10, 7, 8]",0.5442257,0.538033
5368,0.9814,0.32,8.195437,GA,K-Means,"[16, 18, 6, 7, 8]",0.47640657,0.53957963
5369,0.983,0.16,7.842043,GA,K-Means,"[8, 6, 19, 24, 8]",0.85324574,0.5314727
5370,0.9792,0.54,7.718328,GA,K-Means,"[14, 18, 6, 10, 8]",0.49444103,0.531121
5371,0.9834,0.12,7.627126,GA,K-Means,"[8, 6, 38, 24, 8]",1.3345487,0.53776073
5372,0.982,0.26,7.601976,GA,K-Means,"[8, 34, 6, 24, 8]",0.592618,0.5253196
5373,0.9804,0.42,7.460681,GA,K-Means,"[14, 7, 10, 7, 41]",0.59029126,0.5336888
5374,0.9842,0.04,6.7588763,GA,K-Means,"[8, 18, 22, 48, 8]",1.142184,0.5402684
5375,0.9834,0.12,6.0646815,GA,K-Means,"[14, 47, 10, 24, 14]",0.7265904,0.53423715
5376,0.9784,0.62,9.242068,GA,K-Means,"[5, 6, 10, 7, 8]",0.53725886,0.5342736
5377,0.9798,0.48,9.232324,GA,K-Means,"[5, 7, 10, 7, 8]",0.5225506,0.52951574
5378,0.9782,0.64,9.021137,GA,K-Means,"[8, 6, 10, 7, 8]",0.5467341,0.526361
5379,0.9804,0.42,9.011392,GA,K-Means,"[8, 7, 10, 7, 8]",0.0,0.0
5380,0.9806,0.4,8.565888,GA,K-Means,"[14, 7, 10, 7, 8]",0.54582334,0.53791475
5381,0.9806,0.4,8.565888,GA,K-Means,"[14, 7, 10, 7, 8]",0.54015875,0.53040886
5382,0.9824,0.22,8.490789,GA,K-Means,"[8, 6, 10, 10, 8]",0.5554731,0.53182054
5383,0.9822,0.24,7.933175,GA,K-Means,"[8, 7, 10, 44, 8]",0.7302704,0.5309522
5384,0.9792,0.54,7.6650896,GA,K-Means,"[16, 18, 6, 10, 8]",0.49021244,0.53079104
5385,0.9852,-0.06,7.6173816,GA,K-Means,"[8, 7, 38, 24, 8]",1.2897105,0.5281546
5386,0.9844,0.02,5.7930655,GA,K-Means,"[47, 17, 35, 7, 26]",1.1996384,0.5324552
5387,0.9836,0.1,5.544936,GA,K-Means,"[14, 18, 33, 10, 41]",1.1725688,0.53141785
5388,0.9784,0.62,9.242068,GA,K-Means,"[5, 6, 10, 7, 8]",0.0,0.0
5389,0.9784,0.62,9.242068,GA,K-Means,"[5, 6, 10, 7, 8]",0.5733979,0.53463197
5390,0.9798,0.48,9.232324,GA,K-Means,"[5, 7, 10, 7, 8]",0.53378916,0.53329563
5391,0.9828,0.18,8.696663,GA,K-Means,"[5, 7, 38, 7, 8]",1.2379329,0.5373368
5392,0.9822,0.24,8.474896,GA,K-Means,"[8, 7, 44, 7, 8]",1.3492181,0.53210855
5393,0.9798,0.48,8.386412,GA,K-Means,"[5, 6, 10, 7, 23]",0.566098,0.5366018
5394,0.9764,0.8200000000000001,8.143213,GA,K-Means,"[5, 10, 8, 5, 41]",0.50737596,0.5353036
5395,0.9828,0.18,8.062798,GA,K-Means,"[5, 7, 24, 7, 22]",0.9604082,0.5361831
5396,0.9834,0.12,7.627126,GA,K-Means,"[8, 6, 38, 24, 8]",1.3200977,0.5324812
5397,0.9834,0.12,7.180037,GA,K-Means,"[19, 7, 22, 7, 23]",0.92979765,0.53348136
5398,0.9844,0.02,6.9312267,GA,K-Means,"[14, 40, 43, 7, 8]",1.3960154,0.5338781
5399,0.9834,0.12,6.9189973,GA,K-Means,"[14, 46, 33, 7, 8]",1.188756,0.5340953
5400,0.9784,0.62,9.242068,GA,K-Means,"[5, 6, 10, 7, 8]",0.0,0.0
5401,0.9784,0.62,9.242068,GA,K-Means,"[5, 6, 10, 7, 8]",0.5394907,0.528744
5402,0.98,0.45999999999999996,8.7002945,GA,K-Means,"[5, 12, 10, 7, 8]",0.5271418,0.53231144
5403,0.9806,0.4,8.538429,GA,K-Means,"[15, 7, 10, 7, 8]",0.5463841,0.53004026
5404,0.981,0.36,8.145672,GA,K-Means,"[5, 35, 10, 7, 8]",0.58137226,0.53135395
5405,0.9836,0.1,8.117219,GA,K-Means,"[5, 49, 8, 7, 14]",0.55238366,0.5340421
5406,0.9816,0.3,7.9677787,GA,K-Means,"[5, 4, 24, 42, 31]",1.1598165,0.52632165
5407,0.98,0.45999999999999996,7.9410195,GA,K-Means,"[8, 6, 10, 47, 8]",0.7509637,0.52894545
5408,0.9786,0.6,7.838183,GA,K-Means,"[11, 6, 10, 7, 20]",0.55919194,0.52837634
5409,0.9818,0.27999999999999997,7.5404696,GA,K-Means,"[5, 6, 10, 19, 22]",0.6231828,0.53347087
5410,0.9832,0.13999999999999999,7.051852,GA,K-Means,"[5, 42, 10, 43, 8]",0.80697894,0.5310528
5411,0.986,-0.13999999999999999,6.742316,GA,K-Means,"[5, 39, 38, 24, 8]",1.3485205,0.5304241
5412,0.9768,0.7799999999999999,10.282421,GA,K-Means,"[5, 6, 10, 7, 4]",0.5394714,0.52528
5413,0.9812,0.33999999999999997,9.433723,GA,K-Means,"[5, 21, 10, 4, 8]",0.53940845,0.5378432
5414,0.9784,0.62,9.242068,GA,K-Means,"[5, 6, 10, 7, 8]",0.0,0.0
5415,0.982,0.26,8.921128,GA,K-Means,"[5, 6, 20, 7, 8]",0.7932203,0.53730655
5416,0.98,0.45999999999999996,8.39248,GA,K-Means,"[17, 7, 10, 7, 8]",0.55000615,0.5362928
5417,0.98,0.45999999999999996,8.334497,GA,K-Means,"[5, 6, 10, 7, 30]",0.5629246,0.53063035
5418,0.981,0.36,8.145672,GA,K-Means,"[5, 35, 10, 7, 8]",0.581933,0.52944136
5419,0.9804,0.42,7.8372035,GA,K-Means,"[9, 32, 10, 7, 8]",0.5923772,0.53097534
5420,0.9834,0.12,7.7725444,GA,K-Means,"[23, 6, 10, 12, 8]",0.59227204,0.5359678
5421,0.981,0.36,7.252465,GA,K-Means,"[39, 17, 10, 7, 8]",0.59801435,0.53873014
5422,0.9808,0.38,7.179647,GA,K-Means,"[21, 7, 10, 7, 50]",0.6048422,0.5324857
5423,0.9838,0.08,6.7315006,GA,K-Means,"[5, 42, 17, 43, 8]",0.9376223,0.52936053
5424,0.9754,0.9199999999999999,10.304438,GA,K-Means,"[5, 6, 10, 4, 8]",0.5173118,0.5264642
5425,0.9768,0.7799999999999999,10.282421,GA,K-Means,"[5, 6, 10, 7, 4]",0.0,0.0
5426,0.9794,0.52,9.961481,GA,K-Means,"[5, 6, 20, 7, 4]",0.7815037,0.5292244
5427,0.982,0.26,9.432833,GA,K-Means,"[17, 7, 10, 7, 4]",0.5329571,0.5252552
5428,0.9784,0.62,9.242068,GA,K-Means,"[5, 6, 10, 7, 8]",0.5314152,0.5262871
5429,0.9784,0.62,9.242068,GA,K-Means,"[5, 6, 10, 7, 8]",0.536762,0.52635074
5430,0.9814,0.32,8.237996,GA,K-Means,"[23, 40, 10, 7, 4]",0.61695814,0.5270748
5431,0.9832,0.13999999999999999,7.615951,GA,K-Means,"[33, 6, 39, 7, 8]",1.2595136,0.5247524
5432,0.9836,0.1,7.3553224,GA,K-Means,"[5, 40, 17, 12, 5]",0.7697592,0.52787185
5433,0.985,-0.04,7.268088,GA,K-Means,"[37, 6, 21, 12, 8]",0.9683423,0.5293505
5434,0.984,0.06,6.7381034,GA,K-Means,"[5, 42, 17, 7, 34]",0.7844417,0.52637887
5435,0.9846,0.0,6.4387307,GA,K-Means,"[49, 6, 50, 43, 8]",1.6662488,0.5246959
5436,0.9732,1.1400000000000001,11.263335,GA,K-Means,"[6, 6, 10, 4, 4]",0.51008534,0.5255139
5437,0.9684,1.6199999999999999,11.613322,GA,K-Means,"[2, 6, 49, 7, 8]",1.4235008,0.52336264
5438,0.9754,0.9199999999999999,10.304438,GA,K-Means,"[5, 6, 10, 4, 8]",0.0,0.0
5439,0.9754,0.9199999999999999,10.304438,GA,K-Means,"[5, 6, 10, 4, 8]",0.517472,0.52596855
5440,0.9768,0.7799999999999999,10.282421,GA,K-Means,"[5, 6, 10, 7, 4]",0.5230174,0.5251179
5441,0.9792,0.54,9.907904,GA,K-Means,"[4, 6, 10, 7, 8]",0.5316987,0.5248418
5442,0.9788,0.58,9.7673855,GA,K-Means,"[5, 6, 48, 4, 8]",1.3547883,0.52477026
5443,0.977,0.76,8.669789,GA,K-Means,"[5, 6, 4, 39, 39]",0.55791473,0.5253453
5444,0.9808,0.38,8.480475,GA,K-Means,"[15, 40, 10, 7, 4]",0.590626,0.52688193
5445,0.9832,0.13999999999999999,7.615951,GA,K-Means,"[33, 6, 39, 7, 8]",1.262366,0.52877784
5446,0.985,-0.04,7.268088,GA,K-Means,"[37, 6, 21, 12, 8]",0.9564116,0.52654576
5447,0.9844,0.02,6.514437,GA,K-Means,"[36, 6, 50, 43, 8]",1.6370189,0.5269728
5448,0.9732,1.1400000000000001,11.263335,GA,K-Means,"[6, 6, 10, 4, 4]",0.0,0.0
5449,0.9684,1.6199999999999999,11.613322,GA,K-Means,"[2, 6, 49, 7, 8]",1.4292092,0.52676845
5450,0.9792,0.54,9.767664,GA,K-Means,"[5, 6, 46, 4, 8]",1.3319602,0.524745
5451,0.9684,1.6199999999999999,13.195736,GA,K-Means,"[2, 6, 10, 5, 4]",0.5277827,0.5263114
5452,0.9784,0.62,9.242068,GA,K-Means,"[5, 6, 10, 7, 8]",0.5321381,0.5279088
5453,0.9802,0.44,8.79803,GA,K-Means,"[4, 6, 10, 7, 42]",0.5831001,0.5274911
5454,0.9822,0.24,8.705295,GA,K-Means,"[5, 6, 46, 7, 8]",1.3494184,0.5254922
5455,0.9802,0.44,8.617532,GA,K-Means,"[42, 6, 37, 4, 8]",1.1658764,0.5281272
5456,0.9814,0.32,8.2336,GA,K-Means,"[4, 6, 10, 9, 50]",0.5980396,0.52642345
5457,0.9834,0.12,7.7996707,GA,K-Means,"[37, 6, 29, 7, 8]",1.0042465,0.52227783
5458,0.9832,0.13999999999999999,7.615951,GA,K-Means,"[33, 6, 39, 7, 8]",1.2659976,0.5272157
5459,0.984,0.06,7.52771,GA,K-Means,"[6, 6, 49, 7, 39]",1.4778547,0.52471685
5460,0.9754,0.9199999999999999,12.010625,GA,K-Means,"[4, 6, 10, 4, 4]",0.49709272,0.5228958
5461,0.9686,1.6,12.0955925,GA,K-Means,"[2, 15, 49, 7, 4]",1.4116111,0.521791
5462,0.9732,1.1400000000000001,11.263335,GA,K-Means,"[6, 6, 10, 4, 4]",0.0,0.0
5463,0.9614,2.32,13.393055,GA,K-Means,"[2, 18, 10, 4, 4]",0.5186789,0.52433085
5464,0.9672,1.7399999999999998,13.716043,GA,K-Means,"[2, 6, 49, 4, 4]",1.3864982,0.5242958
5465,0.9672,1.7399999999999998,13.716043,GA,K-Means,"[2, 6, 49, 4, 4]",1.3937664,0.52072144
5466,0.982,0.26,8.629492,GA,K-Means,"[6, 6, 10, 8, 14]",0.5466697,0.5199332
5467,0.9824,0.22,8.625511,GA,K-Means,"[6, 6, 34, 7, 8]",1.1093323,0.52168274
5468,0.9794,0.52,8.548117,GA,K-Means,"[6, 47, 10, 9, 4]",0.62933564,0.5251596
5469,0.9816,0.3,8.2801485,GA,K-Means,"[6, 8, 10, 27, 8]",0.6497073,0.5257621
5470,0.9838,0.08,7.725489,GA,K-Means,"[6, 29, 49, 7, 8]",1.4567297,0.52060246
5471,0.9836,0.1,6.146432,GA,K-Means,"[50, 12, 49, 7, 19]",1.4803333,0.527843
5472,0.9702,1.44,13.188438,GA,K-Means,"[2, 6, 10, 8, 4]",0.5289271,0.5252819
5473,0.9604,2.42,12.752165,GA,K-Means,"[2, 6, 10, 4, 9]",0.51091456,0.53063035
5474,0.9754,0.9199999999999999,12.010625,GA,K-Means,"[4, 6, 10, 4, 4]",0.0,0.0
5475,0.9754,0.9199999999999999,12.010625,GA,K-Means,"[4, 6, 10, 4, 4]",0.5059409,0.5291207
5476,0.97,1.46,11.013582,GA,K-Means,"[2, 15, 49, 50, 4]",1.6411805,0.5261984
5477,0.9686,1.6,10.514318,GA,K-Means,"[2, 37, 34, 7, 8]",1.1736975,0.5255623
5478,0.978,0.66,10.181852,GA,K-Means,"[17, 6, 31, 4, 4]",1.0208492,0.5230167
5479,0.982,0.26,9.876518,GA,K-Means,"[4, 6, 49, 13, 4]",1.4431157,0.5249524
5480,0.98,0.45999999999999996,9.320501,GA,K-Means,"[6, 8, 10, 27, 4]",0.6394489,0.5303309
5481,0.983,0.16,7.9031725,GA,K-Means,"[4, 15, 31, 7, 45]",1.0833695,0.52784777
5482,0.984,0.06,7.0096197,GA,K-Means,"[34, 15, 49, 46, 4]",1.6746688,0.52635837
5483,0.9826,0.2,6.312815,GA,K-Means,"[25, 15, 27, 7, 37]",1.0599921,0.5313585
5484,0.9702,1.44,13.188438,GA,K-Means,"[2, 6, 10, 8, 4]",0.0,0.0
5485,0.9702,1.44,13.188438,GA,K-Means,"[2, 6, 10, 8, 4]",0.52501154,0.52430487
5486,0.9702,1.44,13.188438,GA,K-Means,"[2, 6, 10, 8, 4]",0.52648425,0.5215492
5487,0.9702,1.44,13.188438,GA,K-Means,"[2, 6, 10, 8, 4]",0.5254946,0.52361274
5488,0.9664,1.82,11.685561,GA,K-Means,"[2, 6, 50, 8, 5]",1.4069829,0.5207865
5489,0.9704,1.4200000000000002,11.159449,GA,K-Means,"[2, 6, 10, 10, 9]",0.5470264,0.5289445
