,accuracy,accuracy_loss,compression,type,tar_type,repr,share_t,acc_t
19992,0.9724,1.22,9.98305,BH,Mini-Batch K-Means,"[2, 36, 5, 37, 14]",0.16038823,0.5467315
19993,0.9778,0.6799999999999999,9.01146,BH,Mini-Batch K-Means,"[3, 39, 4, 36, 12]",0.1384244,0.5430534
19994,0.972,1.26,10.224232,BH,Mini-Batch K-Means,"[2, 33, 6, 32, 12]",0.14691114,0.5484476
19995,0.9746,1.0,10.513705,BH,Mini-Batch K-Means,"[2, 35, 7, 36, 8]",0.15602016,0.5416832
19996,0.9658,1.8800000000000001,11.080651,BH,Mini-Batch K-Means,"[2, 33, 4, 38, 12]",0.13907647,0.54220605
19997,0.9626,2.1999999999999997,11.251787,BH,Mini-Batch K-Means,"[2, 32, 4, 37, 13]",0.12907529,0.5437064
19998,0.9834,0.12,7.319948,BH,Mini-Batch K-Means,"[4, 29, 23, 18, 13]",0.118294,0.5462129
19999,0.9704,1.4200000000000002,11.255967,BH,Mini-Batch K-Means,"[2, 36, 4, 32, 14]",0.14554286,0.54444647
20000,0.9768,0.7799999999999999,7.4789915,BH,Mini-Batch K-Means,"[17, 27, 4, 41, 16]",0.15172601,0.54392886
20001,0.9614,2.32,11.605699,BH,Mini-Batch K-Means,"[2, 35, 4, 33, 7]",0.1325643,0.54608464
20002,0.9642,2.04,11.293631,BH,Mini-Batch K-Means,"[2, 37, 4, 32, 11]",0.1312697,0.5447407
20003,0.9658,1.8800000000000001,11.119198,BH,Mini-Batch K-Means,"[2, 34, 4, 39, 9]",0.13503432,0.5446296
20004,0.9834,0.12,5.821572,BH,Mini-Batch K-Means,"[12, 36, 9, 18, 24]",0.14833426,0.54150605
20005,0.9652,1.94,10.038867,BH,Mini-Batch K-Means,"[2, 35, 7, 36, 10]",0.1439271,0.54091
20006,0.9854,-0.08,6.066905,BH,Mini-Batch K-Means,"[21, 22, 14, 30, 14]",0.12827992,0.5418668
20007,0.9674,1.72,11.42144,BH,Mini-Batch K-Means,"[2, 32, 4, 32, 16]",0.1277082,0.5434568
20008,0.9642,2.04,11.120298,BH,Mini-Batch K-Means,"[2, 33, 4, 41, 9]",0.1380856,0.54251385
20009,0.9676,1.7000000000000002,11.07612,BH,Mini-Batch K-Means,"[2, 36, 4, 34, 12]",0.14090872,0.5432136
20010,0.9852,-0.06,5.5316644,BH,Mini-Batch K-Means,"[22, 13, 22, 34, 22]",0.13422155,0.5440819
20011,0.9686,1.6,10.758792,BH,Mini-Batch K-Means,"[2, 41, 4, 36, 17]",0.13895822,0.5494573
20012,0.9628,2.18,10.036098,BH,Mini-Batch K-Means,"[2, 37, 7, 33, 10]",0.15669084,0.54231834
20013,0.9694,1.52,11.784662,BH,Mini-Batch K-Means,"[2, 36, 4, 32, 8]",0.16503167,0.54552317
20014,0.9664,1.82,11.230871,BH,Mini-Batch K-Means,"[2, 37, 4, 29, 16]",0.1320343,0.5410564
20015,0.9676,1.7000000000000002,11.07612,BH,Mini-Batch K-Means,"[2, 36, 4, 34, 12]",0.14051437,0.5399983
20016,0.9648,1.9800000000000002,11.021911,BH,Mini-Batch K-Means,"[2, 37, 4, 34, 16]",0.14080906,0.54223585
20017,0.9686,1.6,10.771031,BH,Mini-Batch K-Means,"[2, 36, 4, 35, 17]",0.13810015,0.5547719
20018,0.9852,-0.06,6.422352,BH,Mini-Batch K-Means,"[8, 27, 27, 22, 14]",0.12797976,0.54897404
20019,0.969,1.5599999999999998,10.970432,BH,Mini-Batch K-Means,"[2, 40, 4, 30, 17]",0.13596058,0.54363894
20020,0.9774,0.72,7.7228312,BH,Mini-Batch K-Means,"[13, 31, 4, 37, 12]",0.13176703,0.5495355
20021,0.9662,1.8399999999999999,11.290777,BH,Mini-Batch K-Means,"[2, 39, 4, 30, 11]",0.13211226,0.5460143
20022,0.969,1.5599999999999998,11.234721,BH,Mini-Batch K-Means,"[2, 40, 4, 31, 15]",0.14897203,0.5382962
20023,0.9644,2.02,11.062145,BH,Mini-Batch K-Means,"[2, 36, 4, 35, 13]",0.15012884,0.54572725
20024,0.9816,0.3,7.034649,BH,Mini-Batch K-Means,"[8, 39, 5, 14, 26]",0.14959812,0.54553294
20025,0.968,1.66,11.584209,BH,Mini-Batch K-Means,"[2, 33, 4, 36, 8]",0.14937711,0.54505634
20026,0.9816,0.3,6.179352,BH,Mini-Batch K-Means,"[17, 26, 10, 26, 10]",0.11905146,0.54631853
20027,0.9688,1.58,10.979733,BH,Mini-Batch K-Means,"[2, 36, 4, 30, 17]",0.1419797,0.55081654
20028,0.9642,2.04,11.071855,BH,Mini-Batch K-Means,"[2, 37, 4, 37, 12]",0.1349945,0.54198456
20029,0.9682,1.6400000000000001,11.225321,BH,Mini-Batch K-Means,"[2, 39, 4, 30, 16]",0.13890767,0.54717493
20030,0.985,-0.04,5.463174,BH,Mini-Batch K-Means,"[18, 17, 25, 30, 26]",0.13284922,0.5470741
20031,0.9664,1.82,10.9755945,BH,Mini-Batch K-Means,"[2, 37, 4, 32, 17]",0.13492799,0.54223895
20032,0.958,2.6599999999999997,11.843684,BH,Mini-Batch K-Means,"[2, 33, 4, 29, 6]",0.13551664,0.53899217
20033,0.9666,1.7999999999999998,11.287435,BH,Mini-Batch K-Means,"[2, 35, 4, 29, 12]",0.12652302,0.5683398
20034,0.967,1.76,11.0155945,BH,Mini-Batch K-Means,"[2, 40, 4, 33, 16]",0.14393711,0.5416992
20035,0.969,1.5599999999999998,11.231414,BH,Mini-Batch K-Means,"[2, 36, 4, 31, 16]",0.14276123,0.53745174
20036,0.9678,1.68,11.047361,BH,Mini-Batch K-Means,"[2, 37, 4, 34, 14]",0.14169765,0.54328537
20037,0.9634,2.12,11.267607,BH,Mini-Batch K-Means,"[2, 37, 4, 31, 13]",0.13205457,0.54134107
20038,0.983,0.16,6.1430383,BH,Mini-Batch K-Means,"[11, 23, 23, 18, 10]",0.115946054,0.5417006
20039,0.9634,2.12,11.266709,BH,Mini-Batch K-Means,"[2, 37, 4, 32, 13]",0.1303618,0.54158664
20040,0.9782,0.64,7.715195,BH,Mini-Batch K-Means,"[9, 35, 4, 33, 9]",0.13315511,0.5427489
20041,0.9686,1.6,11.233323,BH,Mini-Batch K-Means,"[2, 41, 4, 30, 15]",0.14202428,0.5402124
20042,0.9686,1.6,10.956485,BH,Mini-Batch K-Means,"[2, 42, 4, 31, 18]",0.14324212,0.5466726
20043,0.9664,1.82,11.048004,BH,Mini-Batch K-Means,"[2, 37, 4, 33, 14]",0.14003944,0.53935313
20044,0.9794,0.52,7.5082636,BH,Mini-Batch K-Means,"[9, 35, 4, 18, 27]",0.13233876,0.5410073
20045,0.9662,1.8399999999999999,11.280043,BH,Mini-Batch K-Means,"[2, 37, 4, 32, 12]",0.13766241,0.5406778
20046,0.9842,0.04,6.343689,BH,Mini-Batch K-Means,"[13, 30, 14, 22, 12]",0.108350754,0.54081464
20047,0.9692,1.54,11.248975,BH,Mini-Batch K-Means,"[2, 39, 4, 32, 14]",0.1438818,0.5399234
20048,0.9666,1.7999999999999998,11.030511,BH,Mini-Batch K-Means,"[2, 39, 4, 33, 15]",0.14587975,0.5408993
20049,0.9684,1.6199999999999999,11.219816,BH,Mini-Batch K-Means,"[2, 41, 4, 31, 16]",0.1483252,0.53745055
20050,0.9856,-0.1,5.404381,BH,Mini-Batch K-Means,"[14, 21, 21, 34, 30]",0.1345489,0.5391829
20051,0.9656,1.9,11.271404,BH,Mini-Batch K-Means,"[2, 35, 4, 32, 13]",0.1347456,0.5411053
20052,0.9652,1.94,11.305019,BH,Mini-Batch K-Means,"[2, 29, 4, 33, 10]",0.13009167,0.5962045
20053,0.9672,1.7399999999999998,11.235566,BH,Mini-Batch K-Means,"[2, 35, 4, 29, 16]",0.1300683,0.5423343
20054,0.9622,2.2399999999999998,11.269406,BH,Mini-Batch K-Means,"[2, 37, 4, 29, 13]",0.12933064,0.5420842
20055,0.967,1.76,11.24168,BH,Mini-Batch K-Means,"[2, 37, 4, 31, 15]",0.1477046,0.5452962
20056,0.9632,2.1399999999999997,11.094879,BH,Mini-Batch K-Means,"[2, 33, 4, 37, 11]",0.13496852,0.5472913
20057,0.9628,2.18,11.3092785,BH,Mini-Batch K-Means,"[2, 37, 4, 30, 10]",0.1329658,0.54804564
20058,0.9802,0.44,7.41463,BH,Mini-Batch K-Means,"[7, 19, 27, 14, 6]",0.11937308,0.54841876
20059,0.9662,1.8399999999999999,11.094427,BH,Mini-Batch K-Means,"[2, 34, 4, 34, 11]",0.13115597,0.5475218
20060,0.9764,0.8200000000000001,8.262529,BH,Mini-Batch K-Means,"[6, 32, 4, 36, 13]",0.13103914,0.54439735
20061,0.9676,1.7000000000000002,10.970944,BH,Mini-Batch K-Means,"[2, 39, 4, 32, 17]",0.13560987,0.5469928
20062,0.9688,1.58,11.244369,BH,Mini-Batch K-Means,"[2, 41, 4, 32, 14]",0.14210439,0.546906
20063,0.9624,2.22,11.316918,BH,Mini-Batch K-Means,"[2, 33, 4, 32, 10]",0.13133717,0.54744697
20064,0.9786,0.6,7.5372763,BH,Mini-Batch K-Means,"[9, 34, 4, 22, 23]",0.12698269,0.54632044
20065,0.9692,1.54,11.223912,BH,Mini-Batch K-Means,"[2, 40, 4, 29, 16]",0.13936901,0.54793835
20066,0.9842,0.04,6.9960985,BH,Mini-Batch K-Means,"[9, 26, 13, 26, 8]",0.11986303,0.5471549
20067,0.9646,2.0,11.08336,BH,Mini-Batch K-Means,"[2, 39, 4, 33, 11]",0.13666463,0.54781985
20068,0.9644,2.02,11.090138,BH,Mini-Batch K-Means,"[2, 35, 4, 37, 11]",0.1351099,0.5495467
20069,0.9664,1.82,11.069128,BH,Mini-Batch K-Means,"[2, 39, 4, 34, 12]",0.13564682,0.5495925
20070,0.985,-0.04,5.060754,BH,Mini-Batch K-Means,"[18, 17, 25, 37, 34]",0.13753009,0.55690765
20071,0.9624,2.22,11.316918,BH,Mini-Batch K-Means,"[2, 33, 4, 32, 10]",0.13116097,0.5494387
20072,0.9666,1.7999999999999998,11.243264,BH,Mini-Batch K-Means,"[2, 31, 4, 35, 14]",0.13583446,0.5473473
20073,0.9662,1.8399999999999999,10.769974,BH,Mini-Batch K-Means,"[2, 37, 4, 33, 17]",0.13422251,0.5502963
20074,0.967,1.76,11.027248,BH,Mini-Batch K-Means,"[2, 35, 4, 33, 16]",0.1314373,0.5494523
20075,0.9664,1.82,11.048004,BH,Mini-Batch K-Means,"[2, 37, 4, 33, 14]",0.14435458,0.5476551
20076,0.96,2.46,11.26093,BH,Mini-Batch K-Means,"[2, 30, 4, 33, 13]",0.12460303,0.54778504
20077,0.9656,1.9,11.310721,BH,Mini-Batch K-Means,"[2, 36, 4, 31, 10]",0.14814138,0.5448053
20078,0.9848,-0.02,6.2307,BH,Mini-Batch K-Means,"[9, 23, 31, 18, 9]",0.121444225,0.5475471
20079,0.9662,1.8399999999999999,11.298326,BH,Mini-Batch K-Means,"[2, 35, 4, 32, 11]",0.13886976,0.55215216
20080,0.9776,0.7000000000000001,8.921552,BH,Mini-Batch K-Means,"[3, 36, 4, 32, 17]",0.14610052,0.54250026
20081,0.9654,1.92,11.265276,BH,Mini-Batch K-Means,"[2, 38, 4, 31, 13]",0.13052297,0.54365015
20082,0.9624,2.22,11.087367,BH,Mini-Batch K-Means,"[2, 37, 4, 34, 11]",0.13099813,0.5466509
20083,0.9694,1.52,11.784662,BH,Mini-Batch K-Means,"[2, 36, 4, 32, 8]",0.15067935,0.54300237
20084,0.9796,0.5,8.060449,BH,Mini-Batch K-Means,"[5, 35, 4, 26, 19]",0.13054395,0.54642963
20085,0.9664,1.82,11.245284,BH,Mini-Batch K-Means,"[2, 37, 4, 27, 15]",0.13994026,0.54246664
20086,0.9834,0.12,6.869992,BH,Mini-Batch K-Means,"[13, 22, 9, 27, 8]",0.13202643,0.54560375
20087,0.9674,1.72,11.032831,BH,Mini-Batch K-Means,"[2, 38, 4, 33, 15]",0.14310789,0.5439155
20088,0.9642,2.04,11.283912,BH,Mini-Batch K-Means,"[2, 31, 4, 34, 11]",0.13329148,0.5403795
20089,0.9706,1.4000000000000001,11.256865,BH,Mini-Batch K-Means,"[2, 36, 4, 31, 14]",0.15075779,0.5421481
20090,0.9848,-0.02,5.2195024,BH,Mini-Batch K-Means,"[14, 21, 29, 34, 38]",0.14308143,0.5432422
20091,0.9682,1.6400000000000001,11.282384,BH,Mini-Batch K-Means,"[2, 36, 4, 32, 12]",0.13644052,0.5393462
20092,0.966,1.8599999999999999,11.043312,BH,Mini-Batch K-Means,"[2, 33, 4, 35, 15]",0.15058541,0.5381596
20093,0.965,1.96,11.271749,BH,Mini-Batch K-Means,"[2, 36, 4, 29, 13]",0.13633847,0.54346514
20094,0.9692,1.54,10.975961,BH,Mini-Batch K-Means,"[2, 38, 4, 29, 17]",0.12826681,0.5401161
20095,0.9688,1.58,11.237031,BH,Mini-Batch K-Means,"[2, 34, 4, 30, 16]",0.1293354,0.5399687
20096,0.9682,1.6400000000000001,11.237931,BH,Mini-Batch K-Means,"[2, 34, 4, 29, 16]",0.12669301,0.5400274
20097,0.9694,1.52,11.25832,BH,Mini-Batch K-Means,"[2, 35, 4, 32, 14]",0.13569427,0.541064
20098,0.9836,0.1,6.6581903,BH,Mini-Batch K-Means,"[5, 27, 27, 20, 13]",0.124768496,0.54353905
20099,0.9664,1.82,11.2425785,BH,Mini-Batch K-Means,"[2, 37, 4, 30, 15]",0.13820124,0.54001164
20100,0.9688,1.58,10.966078,BH,Mini-Batch K-Means,"[2, 39, 4, 28, 18]",0.13173461,0.5397773
20101,0.9692,1.54,11.252573,BH,Mini-Batch K-Means,"[2, 39, 4, 28, 14]",0.13947749,0.5420382
20102,0.9694,1.52,11.240249,BH,Mini-Batch K-Means,"[2, 38, 4, 30, 15]",0.13882613,0.54473376
20103,0.9674,1.72,11.285635,BH,Mini-Batch K-Means,"[2, 35, 4, 31, 12]",0.12921333,0.54377294
20104,0.9676,1.7000000000000002,11.243479,BH,Mini-Batch K-Means,"[2, 37, 4, 29, 15]",0.1371715,0.5443015
20105,0.968,1.66,11.247274,BH,Mini-Batch K-Means,"[2, 35, 4, 30, 15]",0.13914633,0.549608
20106,0.9834,0.12,6.154931,BH,Mini-Batch K-Means,"[17, 26, 9, 23, 12]",0.12674713,0.5438583
20107,0.9696,1.5,11.262482,BH,Mini-Batch K-Means,"[2, 34, 4, 30, 14]",0.14004135,0.542984
20108,0.9672,1.7399999999999998,11.442421,BH,Mini-Batch K-Means,"[2, 30, 4, 30, 15]",0.1307745,0.5462389
20109,0.9684,1.6199999999999999,11.250539,BH,Mini-Batch K-Means,"[2, 34, 4, 29, 15]",0.13546705,0.5461383
20110,0.9852,-0.06,5.242884,BH,Mini-Batch K-Means,"[18, 25, 25, 30, 34]",0.13807487,0.54379845
20111,0.9654,1.92,11.265276,BH,Mini-Batch K-Means,"[2, 38, 4, 31, 13]",0.12964582,0.5465934
20112,0.979,0.5599999999999999,7.5083723,GA,Mini-Batch K-Means,"[6, 49, 5, 9, 14]",0.14689422,0.5446887
20113,0.9664,1.82,7.924615,GA,Mini-Batch K-Means,"[31, 8, 5, 5, 17]",0.09852004,0.54571605
20114,0.9812,0.33999999999999997,6.594077,GA,Mini-Batch K-Means,"[9, 48, 11, 37, 6]",0.13502502,0.54642844
20115,0.983,0.16,6.468428,GA,Mini-Batch K-Means,"[8, 34, 49, 7, 32]",0.15913558,0.54272723
20116,0.9852,-0.06,6.344178,GA,Mini-Batch K-Means,"[47, 19, 16, 19, 8]",0.1310165,0.54658556
20117,0.9846,0.0,6.1622934,GA,Mini-Batch K-Means,"[18, 12, 32, 12, 19]",0.124913216,0.54747677
20118,0.9842,0.04,6.1353188,GA,Mini-Batch K-Means,"[27, 34, 47, 7, 11]",0.14133549,0.54630613
20119,0.9852,-0.06,5.044168,GA,Mini-Batch K-Means,"[50, 40, 41, 24, 12]",0.16237473,0.5428946
20120,0.9852,-0.06,5.0037074,GA,Mini-Batch K-Means,"[43, 50, 43, 26, 16]",0.1662209,0.5441508
20121,0.9858,-0.12,4.719614,GA,Mini-Batch K-Means,"[39, 43, 17, 40, 26]",0.16516232,0.5470114
20122,0.9854,-0.08,4.2900987,GA,Mini-Batch K-Means,"[42, 36, 43, 46, 37]",0.19059515,0.5470457
20123,0.9852,-0.06,4.2067013,GA,Mini-Batch K-Means,"[47, 46, 40, 47, 44]",0.1909492,0.5463128
20124,0.9782,0.64,8.037068,GA,Mini-Batch K-Means,"[6, 49, 5, 9, 8]",0.13135195,0.54416466
20125,0.979,0.5599999999999999,7.5083723,GA,Mini-Batch K-Means,"[6, 49, 5, 9, 14]",0.0,0.0
20126,0.9794,0.52,7.0927877,GA,Mini-Batch K-Means,"[9, 49, 5, 9, 14]",0.13944387,0.5405817
20127,0.9816,0.3,7.0819054,GA,Mini-Batch K-Means,"[3, 46, 45, 16, 18]",0.1448152,0.5419643
20128,0.9816,0.3,6.8954554,GA,Mini-Batch K-Means,"[6, 49, 6, 9, 49]",0.14322281,0.54851675
20129,0.9816,0.3,6.8236966,GA,Mini-Batch K-Means,"[6, 49, 5, 30, 26]",0.14746141,0.5411451
20130,0.9794,0.52,6.6370215,GA,Mini-Batch K-Means,"[27, 34, 5, 9, 14]",0.14397097,0.5412812
20131,0.9842,0.04,6.024855,GA,Mini-Batch K-Means,"[9, 43, 13, 40, 14]",0.14746666,0.5426223
20132,0.9836,0.1,5.93036,GA,Mini-Batch K-Means,"[6, 49, 47, 41, 11]",0.17736363,0.5408168
20133,0.9796,0.5,5.8689523,GA,Mini-Batch K-Means,"[47, 49, 5, 9, 34]",0.15342855,0.54246163
20134,0.9844,0.02,5.817313,GA,Mini-Batch K-Means,"[47, 19, 16, 17, 14]",0.12877297,0.54009676
20135,0.9844,0.02,5.815482,GA,Mini-Batch K-Means,"[47, 19, 16, 19, 14]",0.12507844,0.54235077
20136,0.9782,0.64,8.97725,GA,Mini-Batch K-Means,"[3, 46, 5, 9, 8]",0.1282103,0.54138494
20137,0.9782,0.64,8.037068,GA,Mini-Batch K-Means,"[6, 49, 5, 9, 8]",0.0,0.0
20138,0.9784,0.62,7.5195384,GA,Mini-Batch K-Means,"[6, 44, 5, 9, 14]",0.14060473,0.5428667
20139,0.979,0.5599999999999999,7.5083723,GA,Mini-Batch K-Means,"[6, 49, 5, 9, 14]",0.13621354,0.5440309
20140,0.979,0.5599999999999999,7.5083723,GA,Mini-Batch K-Means,"[6, 49, 5, 9, 14]",0.13408875,0.5444188
20141,0.9808,0.38,7.0918584,GA,Mini-Batch K-Means,"[6, 18, 5, 30, 26]",0.12169361,0.5382116
20142,0.9812,0.33999999999999997,7.0880675,GA,Mini-Batch K-Means,"[31, 49, 6, 9, 8]",0.15080357,0.5416105
20143,0.9856,-0.1,7.0266323,GA,Mini-Batch K-Means,"[8, 49, 15, 31, 8]",0.14361143,0.5429814
20144,0.9832,0.13999999999999999,6.991555,GA,Mini-Batch K-Means,"[6, 49, 41, 9, 7]",0.1470089,0.5381751
20145,0.9784,0.62,6.9421434,GA,Mini-Batch K-Means,"[47, 48, 5, 9, 8]",0.14639115,0.5382199
20146,0.985,-0.04,6.7738624,GA,Mini-Batch K-Means,"[9, 28, 13, 40, 8]",0.13324165,0.5427289
20147,0.9842,0.04,5.8612013,GA,Mini-Batch K-Means,"[6, 49, 45, 16, 39]",0.16326904,0.5415456
20148,0.9782,0.64,8.97725,GA,Mini-Batch K-Means,"[3, 46, 5, 9, 8]",0.0,0.0
20149,0.9782,0.64,8.97725,GA,Mini-Batch K-Means,"[3, 46, 5, 9, 8]",0.13787866,0.53922033
20150,0.9764,0.8200000000000001,8.682133,GA,Mini-Batch K-Means,"[6, 15, 5, 9, 5]",0.10011816,0.54265285
20151,0.9774,0.72,8.563584,GA,Mini-Batch K-Means,"[6, 49, 5, 8, 8]",0.12967134,0.5400481
20152,0.9796,0.5,8.105262,GA,Mini-Batch K-Means,"[3, 49, 5, 32, 14]",0.14908743,0.5407877
20153,0.9782,0.64,8.043736,GA,Mini-Batch K-Means,"[6, 46, 5, 9, 8]",0.13269734,0.53915787
20154,0.9782,0.64,8.043736,GA,Mini-Batch K-Means,"[6, 46, 5, 9, 8]",0.12650561,0.5390878
20155,0.9692,1.54,8.030391,GA,Mini-Batch K-Means,"[44, 46, 5, 3, 14]",0.13589215,0.53996587
20156,0.979,0.5599999999999999,7.8607087,GA,Mini-Batch K-Means,"[3, 49, 5, 9, 42]",0.14799595,0.5401144
20157,0.9786,0.6,7.814749,GA,Mini-Batch K-Means,"[3, 18, 5, 38, 26]",0.12747693,0.54262114
20158,0.9786,0.6,7.452088,GA,Mini-Batch K-Means,"[14, 49, 5, 9, 8]",0.1331296,0.53906155
20159,0.9794,0.52,6.413448,GA,Mini-Batch K-Means,"[47, 48, 5, 9, 14]",0.15095139,0.5457604
20160,0.9764,0.8200000000000001,9.497098,GA,Mini-Batch K-Means,"[3, 49, 5, 8, 8]",0.14215517,0.54113674
20161,0.9754,0.9199999999999999,9.052055,GA,Mini-Batch K-Means,"[3, 46, 5, 9, 5]",0.12444615,0.5407047
20162,0.9782,0.64,8.97725,GA,Mini-Batch K-Means,"[3, 46, 5, 9, 8]",0.0,0.0
20163,0.9782,0.64,8.97725,GA,Mini-Batch K-Means,"[3, 46, 5, 9, 8]",0.13127518,0.6643672
20164,0.9782,0.64,8.97725,GA,Mini-Batch K-Means,"[3, 46, 5, 9, 8]",0.13216877,0.54567885
20165,0.9788,0.58,8.635754,GA,Mini-Batch K-Means,"[3, 49, 5, 30, 8]",0.13819647,0.54263616
20166,0.978,0.66,8.607327,GA,Mini-Batch K-Means,"[6, 15, 5, 9, 8]",0.13141441,0.54654765
20167,0.9788,0.58,8.485822,GA,Mini-Batch K-Means,"[3, 13, 5, 9, 33]",0.116167545,0.54427886
20168,0.9792,0.54,7.8166704,GA,Mini-Batch K-Means,"[3, 18, 5, 35, 26]",0.12916946,0.53829074
20169,0.9852,-0.06,7.2290664,GA,Mini-Batch K-Means,"[6, 20, 36, 9, 8]",0.12155628,0.5382657
20170,0.978,0.66,7.206826,GA,Mini-Batch K-Means,"[41, 28, 5, 9, 8]",0.13191319,0.57224846
20171,0.9812,0.33999999999999997,7.1784153,GA,Mini-Batch K-Means,"[6, 46, 5, 32, 14]",0.14651084,0.5392058
20172,0.9764,0.8200000000000001,9.497098,GA,Mini-Batch K-Means,"[3, 49, 5, 8, 8]",0.0,0.0
20173,0.9756,0.8999999999999999,9.503766,GA,Mini-Batch K-Means,"[3, 46, 5, 8, 8]",0.1330316,0.54901886
20174,0.9782,0.64,8.97725,GA,Mini-Batch K-Means,"[3, 46, 5, 9, 8]",0.12795377,0.55046606
20175,0.9794,0.52,8.441887,GA,Mini-Batch K-Means,"[3, 49, 5, 9, 14]",0.15748477,0.5486593
20176,0.9796,0.5,8.088832,GA,Mini-Batch K-Means,"[3, 13, 5, 30, 46]",0.13101244,0.54883075
20177,0.98,0.45999999999999996,7.6558385,GA,Mini-Batch K-Means,"[3, 46, 39, 21, 5]",0.14442301,0.5476012
20178,0.984,0.06,7.5734415,GA,Mini-Batch K-Means,"[3, 46, 35, 30, 8]",0.15033317,0.549402
20179,0.9854,-0.08,7.227674,GA,Mini-Batch K-Means,"[6, 20, 46, 9, 8]",0.13113189,0.5481756
20180,0.9784,0.62,7.168688,GA,Mini-Batch K-Means,"[48, 28, 5, 9, 8]",0.14460588,0.54989123
20181,0.9806,0.4,6.7105803,GA,Mini-Batch K-Means,"[18, 49, 5, 45, 8]",0.15630794,0.5478184
20182,0.9808,0.38,6.6569963,GA,Mini-Batch K-Means,"[22, 49, 5, 8, 33]",0.14467907,0.54648566
20183,0.9798,0.48,6.0995903,GA,Mini-Batch K-Means,"[39, 49, 5, 9, 27]",0.15714955,0.54869413
20184,0.9744,1.02,9.533784,GA,Mini-Batch K-Means,"[3, 33, 5, 8, 8]",0.120354414,0.54377484
20185,0.9764,0.8200000000000001,9.497098,GA,Mini-Batch K-Means,"[3, 49, 5, 8, 8]",0.0,0.0
20186,0.9764,0.8200000000000001,9.497098,GA,Mini-Batch K-Means,"[3, 49, 5, 8, 8]",0.12592721,0.54637384
20187,0.9756,0.8999999999999999,9.503766,GA,Mini-Batch K-Means,"[3, 46, 5, 8, 8]",0.12414622,0.54671645
20188,0.9746,1.0,9.071533,GA,Mini-Batch K-Means,"[3, 9, 5, 9, 12]",0.11487436,0.5433452
20189,0.9782,0.64,8.97725,GA,Mini-Batch K-Means,"[3, 46, 5, 9, 8]",0.1279583,0.5424533
20190,0.978,0.66,8.596196,GA,Mini-Batch K-Means,"[3, 46, 5, 8, 30]",0.13114476,0.54385996
20191,0.9776,0.7000000000000001,8.437913,GA,Mini-Batch K-Means,"[3, 46, 5, 8, 33]",0.14256668,0.54235554
20192,0.9844,0.02,7.907573,GA,Mini-Batch K-Means,"[3, 46, 40, 9, 8]",0.14704084,0.5457883
20193,0.979,0.5599999999999999,7.7228494,GA,Mini-Batch K-Means,"[22, 49, 5, 8, 8]",0.13491225,0.5409026
20194,0.979,0.5599999999999999,7.7228494,GA,Mini-Batch K-Means,"[22, 49, 5, 8, 8]",0.13646817,0.5453489
20195,0.9832,0.13999999999999999,6.915734,GA,Mini-Batch K-Means,"[14, 46, 39, 8, 8]",0.14664054,0.5449972
20196,0.975,0.96,9.818044,GA,Mini-Batch K-Means,"[3, 17, 5, 8, 6]",0.10252619,0.54516125
20197,0.9756,0.8999999999999999,9.737567,GA,Mini-Batch K-Means,"[3, 26, 5, 8, 8]",0.11270809,0.54596806
20198,0.9744,1.02,9.533784,GA,Mini-Batch K-Means,"[3, 33, 5, 8, 8]",0.0,0.0
20199,0.9756,0.8999999999999999,9.503766,GA,Mini-Batch K-Means,"[3, 46, 5, 8, 8]",0.12424588,0.54550123
20200,0.9764,0.8200000000000001,9.497098,GA,Mini-Batch K-Means,"[3, 49, 5, 8, 8]",0.130615,0.55737376
20201,0.9764,0.8200000000000001,9.497098,GA,Mini-Batch K-Means,"[3, 49, 5, 8, 8]",0.13345838,0.5465393
20202,0.9732,1.1400000000000001,8.994086,GA,Mini-Batch K-Means,"[3, 9, 7, 8, 41]",0.12107563,0.5428598
20203,0.9812,0.33999999999999997,8.432698,GA,Mini-Batch K-Means,"[3, 46, 50, 8, 8]",0.14670324,0.54475164
20204,0.9784,0.62,8.422579,GA,Mini-Batch K-Means,"[3, 49, 5, 42, 8]",0.15062141,0.54457784
20205,0.9814,0.32,7.7443156,GA,Mini-Batch K-Means,"[23, 33, 7, 8, 8]",0.12886977,0.5686233
20206,0.9776,0.7000000000000001,7.524572,GA,Mini-Batch K-Means,"[43, 33, 5, 8, 8]",0.14277196,0.54426694
20207,0.9826,0.2,7.2009354,GA,Mini-Batch K-Means,"[3, 49, 22, 9, 31]",0.13329458,0.54686165
20208,0.975,0.96,9.818044,GA,Mini-Batch K-Means,"[3, 17, 5, 8, 6]",0.0,0.0
20209,0.98,0.45999999999999996,9.53275,GA,Mini-Batch K-Means,"[3, 33, 7, 8, 8]",0.124937534,0.5446229
20210,0.974,1.06,9.275765,GA,Mini-Batch K-Means,"[3, 9, 7, 8, 19]",0.105190754,0.548908
20211,0.9724,1.22,8.87193,GA,Mini-Batch K-Means,"[20, 7, 5, 8, 8]",0.10814595,0.54675055
20212,0.9812,0.33999999999999997,8.463272,GA,Mini-Batch K-Means,"[3, 33, 46, 8, 8]",0.14175463,0.544235
20213,0.9812,0.33999999999999997,8.432698,GA,Mini-Batch K-Means,"[3, 46, 50, 8, 8]",0.14609241,0.5455978
20214,0.9812,0.33999999999999997,8.432698,GA,Mini-Batch K-Means,"[3, 46, 50, 8, 8]",0.15069008,0.54369974
