,accuracy,accuracy_loss,compression,type,tar_type,repr
1380,0.9784,0.8,18.182133,GA,float 8,"[7, 8, 14, 2, 2]"
1381,0.9872,-0.08,5.7153773,PSO,float 8,"[42, 25, 41, 11, 32]"
1382,0.987,-0.06,6.229595,PSO,float 8,"[46, 29, 45, 7, 29]"
1383,0.9868,-0.04,6.2341814,PSO,float 8,"[25, 28, 17, 31, 9]"
1384,0.9866,-0.02,6.5937786,PSO,float 8,"[21, 29, 13, 28, 10]"
1385,0.9862,0.02,7.3022833,PSO,float 8,"[10, 30, 6, 38, 11]"
1386,0.9856,0.08,7.537747,PSO,float 8,"[5, 27, 15, 28, 14]"
1387,0.9854,0.1,8.9182,PSO,float 8,"[9, 33, 6, 28, 4]"
1388,0.9834,0.3,10.257819,PSO,float 8,"[3, 33, 8, 37, 4]"
1389,0.9824,0.4,11.596496,PSO,float 8,"[9, 29, 2, 39, 10]"
1390,0.9806,0.58,12.017525,PSO,float 8,"[8, 31, 2, 37, 11]"
1391,0.9802,0.62,12.939724,PSO,float 8,"[3, 36, 2, 37, 10]"
1392,0.9796,0.6799999999999999,14.520235,PSO,float 8,"[3, 36, 2, 38, 4]"
1393,0.979,0.74,14.672445,PSO,float 8,"[3, 29, 3, 37, 2]"
1394,0.9772,0.9199999999999999,16.743172,PSO,float 8,"[8, 32, 2, 34, 2]"
1395,0.9766,0.98,17.872868,PSO,float 8,"[3, 36, 2, 31, 2]"
1396,0.9874,-0.1,7.105042,BH,float 8,"[14, 25, 30, 32, 8]"
1397,0.9866,-0.02,7.3151,BH,float 8,"[10, 10, 38, 7, 19]"
1398,0.9864,0.0,7.534192,BH,float 8,"[15, 12, 34, 7, 12]"
1399,0.986,0.04,11.048164,BH,float 8,"[27, 20, 37, 15, 2]"
1400,0.9856,0.08,11.097069,BH,float 8,"[23, 17, 41, 11, 2]"
1401,0.9842,0.22,11.680465,BH,float 8,"[7, 18, 36, 22, 2]"
1402,0.9842,0.22,11.819264,BH,float 8,"[25, 19, 23, 7, 2]"
1403,0.9828,0.36,12.150053,BH,float 8,"[15, 25, 20, 6, 2]"
1404,0.9826,0.38,12.589076,BH,float 8,"[7, 20, 39, 2, 8]"
1405,0.982,0.44,16.875275,BH,float 8,"[5, 18, 43, 2, 2]"
1406,0.9814,0.5,17.115229,BH,float 8,"[7, 13, 35, 2, 2]"
1407,0.9798,0.66,17.190413,BH,float 8,"[5, 15, 41, 2, 2]"
1408,0.9798,0.66,18.20274,BH,float 8,"[3, 13, 34, 2, 2]"
1409,0.9792,0.72,18.41797,BH,float 8,"[3, 12, 26, 2, 2]"
1410,0.9788,0.76,18.959124,BH,float 8,"[3, 5, 21, 2, 2]"
1411,0.9866,-0.02,5.419921,GA,float 8,"[27, 19, 20, 47, 40]"
1412,0.9864,0.0,6.3995633,GA,float 8,"[40, 40, 45, 8, 14]"
1413,0.9862,0.02,10.3439665,GA,float 8,"[22, 37, 40, 38, 2]"
1414,0.985,0.13999999999999999,11.043892,GA,float 8,"[39, 26, 15, 28, 2]"
1415,0.9848,0.16,11.452607,GA,float 8,"[13, 11, 39, 18, 2]"
1416,0.9836,0.27999999999999997,12.64741,GA,float 8,"[27, 4, 17, 38, 2]"
1417,0.9834,0.3,12.860806,GA,float 8,"[27, 4, 32, 25, 2]"
1418,0.9824,0.4,13.503735,GA,float 8,"[27, 4, 40, 7, 2]"
1419,0.9818,0.45999999999999996,15.649704,GA,float 8,"[37, 19, 48, 2, 2]"
1420,0.9814,0.5,15.792007,GA,float 8,"[49, 19, 26, 2, 2]"
1421,0.9814,0.5,17.595749,GA,float 8,"[15, 11, 6, 2, 2]"
1422,0.9806,0.58,18.18467,GA,float 8,"[7, 12, 6, 2, 2]"
1423,0.9876,-0.12,5.3687468,PSO,float 8,"[50, 18, 42, 28, 28]"
1424,0.9872,-0.08,6.563936,PSO,float 8,"[22, 19, 9, 29, 16]"
1425,0.9872,-0.08,7.19031,PSO,float 8,"[15, 22, 6, 34, 15]"
1426,0.9862,0.02,7.9988084,PSO,float 8,"[12, 26, 8, 30, 8]"
1427,0.9854,0.1,11.3118305,PSO,float 8,"[22, 23, 9, 26, 2]"
1428,0.9854,0.1,11.312675,PSO,float 8,"[22, 21, 14, 30, 2]"
1429,0.9836,0.27999999999999997,11.626651,PSO,float 8,"[15, 10, 18, 27, 2]"
1430,0.9834,0.3,11.836436,PSO,float 8,"[23, 20, 5, 30, 2]"
1431,0.9834,0.3,12.494305,PSO,float 8,"[14, 13, 6, 25, 2]"
1432,0.9822,0.42,12.562218,PSO,float 8,"[11, 6, 14, 23, 2]"
1433,0.9802,0.62,12.691595,PSO,float 8,"[23, 19, 4, 36, 2]"
1434,0.9802,0.62,12.917493,PSO,float 8,"[27, 20, 2, 32, 4]"
1435,0.98,0.64,13.132026,PSO,float 8,"[7, 16, 2, 18, 7]"
1436,0.979,0.74,13.622628,PSO,float 8,"[14, 11, 2, 27, 4]"
1437,0.979,0.74,15.54643,PSO,float 8,"[3, 11, 3, 12, 2]"
1438,0.9788,0.76,16.084347,PSO,float 8,"[3, 5, 3, 14, 2]"
1439,0.9788,0.76,16.100868,PSO,float 8,"[23, 20, 2, 32, 2]"
1440,0.9784,0.8,16.409943,PSO,float 8,"[24, 14, 2, 30, 2]"
1441,0.9782,0.8200000000000001,16.849693,PSO,float 8,"[10, 10, 2, 22, 2]"
1442,0.9776,0.88,17.697409,PSO,float 8,"[6, 10, 2, 14, 2]"
1443,0.9772,0.9199999999999999,17.728846,PSO,float 8,"[9, 5, 2, 16, 2]"
1444,0.9768,0.96,18.196434,PSO,float 8,"[7, 5, 2, 12, 2]"
1445,0.9874,-0.1,6.321301,BH,float 8,"[38, 20, 34, 25, 8]"
1446,0.987,-0.06,6.820273,BH,float 8,"[46, 18, 15, 17, 7]"
1447,0.9864,0.0,6.970083,BH,float 8,"[14, 10, 41, 8, 45]"
1448,0.9858,0.06,8.774529,BH,float 8,"[38, 12, 6, 31, 4]"
1449,0.9854,0.1,11.119609,BH,float 8,"[21, 11, 17, 34, 2]"
1450,0.9846,0.18,11.600111,BH,float 8,"[25, 14, 13, 30, 2]"
1451,0.9844,0.2,11.733998,BH,float 8,"[33, 14, 6, 33, 2]"
1452,0.9832,0.32,11.818804,BH,float 8,"[24, 24, 8, 32, 2]"
1453,0.9828,0.36,12.066005,BH,float 8,"[32, 13, 8, 29, 2]"
1454,0.9818,0.45999999999999996,12.0744915,BH,float 8,"[31, 8, 16, 30, 2]"
1455,0.9812,0.52,13.149191,BH,float 8,"[30, 15, 3, 25, 2]"
1456,0.9788,0.76,13.231428,BH,float 8,"[29, 16, 2, 32, 3]"
1457,0.9784,0.8,13.261865,BH,float 8,"[27, 11, 2, 30, 3]"
1458,0.9784,0.8,16.352306,BH,float 8,"[30, 13, 2, 23, 2]"
1459,0.9782,0.8200000000000001,16.369701,BH,float 8,"[28, 14, 2, 24, 2]"
1460,0.978,0.84,16.382137,BH,float 8,"[27, 13, 2, 23, 2]"
1461,0.9778,0.86,16.442348,BH,float 8,"[22, 10, 2, 24, 2]"
1462,0.9774,0.8999999999999999,17.323769,BH,float 8,"[13, 5, 2, 20, 2]"
1463,0.977,0.9400000000000001,17.344902,BH,float 8,"[12, 5, 2, 18, 2]"
1464,0.9874,-0.1,5.149556,GA,float 8,"[30, 49, 33, 42, 31]"
1465,0.987,-0.06,11.639084,GA,float 8,"[22, 20, 14, 10, 2]"
1466,0.9834,0.3,13.074135,GA,float 8,"[7, 6, 16, 17, 2]"
1467,0.983,0.33999999999999997,13.087225,GA,float 8,"[7, 6, 16, 2, 32]"
1468,0.9824,0.4,13.11166,GA,float 8,"[6, 6, 16, 21, 2]"
1469,0.982,0.44,14.995101,GA,float 8,"[7, 6, 3, 11, 2]"
1470,0.9818,0.45999999999999996,16.42058,GA,float 8,"[22, 29, 14, 2, 2]"
1471,0.9816,0.48,16.434206,GA,float 8,"[22, 13, 17, 2, 2]"
1472,0.9814,0.5,18.188314,GA,float 8,"[7, 6, 16, 2, 2]"
1473,0.9794,0.7000000000000001,18.72227,GA,float 8,"[7, 6, 6, 2, 2]"
1474,0.9788,0.76,18.893923,GA,float 8,"[22, 6, 3, 2, 2]"
1475,0.9786,0.7799999999999999,19.793982,GA,float 8,"[3, 35, 3, 2, 2]"
1476,0.9876,-0.12,6.8483853,PSO,float 8,"[16, 26, 14, 18, 15]"
1477,0.987,-0.06,7.507475,PSO,float 8,"[11, 27, 6, 31, 9]"
1478,0.986,0.04,10.999171,PSO,float 8,"[22, 19, 26, 17, 2]"
1479,0.9854,0.1,11.011514,PSO,float 8,"[30, 26, 34, 13, 2]"
1480,0.9846,0.18,11.9472065,PSO,float 8,"[14, 30, 16, 14, 2]"
1481,0.9844,0.2,12.046901,PSO,float 8,"[10, 12, 13, 22, 2]"
1482,0.9842,0.22,12.580048,PSO,float 8,"[6, 10, 17, 11, 2]"
1483,0.983,0.33999999999999997,12.898981,PSO,float 8,"[6, 10, 13, 13, 2]"
1484,0.9804,0.6,13.305806,PSO,float 8,"[11, 18, 4, 17, 2]"
1485,0.98,0.64,13.374228,PSO,float 8,"[10, 26, 2, 22, 4]"
1486,0.9798,0.66,13.535069,PSO,float 8,"[4, 14, 21, 11, 2]"
1487,0.9792,0.72,14.388355,PSO,float 8,"[4, 8, 9, 16, 2]"
1488,0.979,0.74,15.009224,PSO,float 8,"[3, 8, 5, 12, 2]"
1489,0.9786,0.7799999999999999,17.186054,PSO,float 8,"[9, 14, 2, 12, 2]"
1490,0.9774,0.8999999999999999,17.338644,PSO,float 8,"[7, 10, 2, 20, 2]"
1491,0.9772,0.9199999999999999,17.728846,PSO,float 8,"[9, 5, 2, 16, 2]"
1492,0.977,0.9400000000000001,18.158716,PSO,float 8,"[8, 5, 2, 13, 2]"
1493,0.9768,0.96,18.196434,PSO,float 8,"[7, 5, 2, 12, 2]"
1494,0.9876,-0.12,6.062579,BH,float 8,"[11, 28, 43, 21, 30]"
1495,0.9872,-0.08,7.009947,BH,float 8,"[31, 26, 14, 23, 8]"
1496,0.987,-0.06,7.459313,BH,float 8,"[20, 5, 14, 17, 15]"
1497,0.9858,0.06,7.8918943,BH,float 8,"[30, 5, 15, 22, 8]"
1498,0.9856,0.08,7.9219503,BH,float 8,"[27, 5, 16, 21, 8]"
1499,0.9854,0.1,7.943039,BH,float 8,"[25, 5, 16, 21, 8]"
1500,0.985,0.13999999999999999,11.375837,BH,float 8,"[39, 12, 13, 27, 2]"
1501,0.985,0.13999999999999999,11.6321,BH,float 8,"[34, 5, 18, 22, 2]"
1502,0.9848,0.16,12.105241,BH,float 8,"[29, 5, 16, 24, 2]"
1503,0.9848,0.16,12.70123,BH,float 8,"[23, 5, 6, 28, 2]"
1504,0.9838,0.26,13.705202,BH,float 8,"[28, 4, 6, 25, 2]"
1505,0.9834,0.3,13.769432,BH,float 8,"[22, 4, 6, 27, 2]"
1506,0.9792,0.72,13.805029,BH,float 8,"[19, 4, 8, 28, 2]"
1507,0.9784,0.8,13.814622,BH,float 8,"[19, 5, 4, 30, 2]"
1508,0.9766,0.98,17.321484,BH,float 8,"[13, 5, 2, 27, 2]"
1509,0.987,-0.06,6.2224517,GA,float 8,"[26, 9, 17, 30, 19]"
1510,0.9858,0.06,11.143105,GA,float 8,"[40, 37, 6, 36, 2]"
1511,0.9846,0.18,13.921722,GA,float 8,"[7, 12, 45, 4, 2]"
1512,0.9822,0.42,14.089111,GA,float 8,"[23, 9, 6, 4, 2]"
1513,0.982,0.44,14.48543,GA,float 8,"[11, 9, 6, 4, 2]"
1514,0.9816,0.48,16.697868,GA,float 8,"[25, 49, 6, 2, 2]"
1515,0.9816,0.48,16.934261,GA,float 8,"[24, 27, 6, 2, 2]"
1516,0.9808,0.5599999999999999,17.819,GA,float 8,"[23, 5, 6, 2, 2]"
1517,0.9804,0.6,18.134611,GA,float 8,"[15, 5, 6, 2, 2]"
1518,0.9804,0.6,18.194164,GA,float 8,"[12, 5, 6, 2, 2]"
1519,0.9776,0.88,18.851223,GA,float 8,"[4, 29, 6, 2, 2]"
1520,0.9774,0.8999999999999999,19.192411,GA,float 8,"[4, 9, 6, 2, 2]"
1521,0.9878,-0.13999999999999999,6.197476,PSO,float 8,"[27, 27, 17, 18, 13]"
1522,0.9874,-0.1,6.2185645,PSO,float 8,"[25, 27, 17, 18, 13]"
1523,0.987,-0.06,6.5532427,PSO,float 8,"[23, 10, 30, 10, 26]"
1524,0.9866,-0.02,6.5863404,PSO,float 8,"[22, 10, 27, 16, 19]"
1525,0.9862,0.02,10.783224,PSO,float 8,"[21, 29, 33, 21, 2]"
1526,0.9854,0.1,12.046776,PSO,float 8,"[10, 12, 29, 14, 2]"
1527,0.9844,0.2,12.051406,PSO,float 8,"[10, 10, 32, 12, 2]"
1528,0.9836,0.27999999999999997,13.115117,PSO,float 8,"[6, 5, 30, 13, 2]"
1529,0.9828,0.36,13.151699,PSO,float 8,"[5, 6, 27, 15, 2]"
1530,0.9818,0.45999999999999996,14.21109,PSO,float 8,"[5, 4, 30, 15, 2]"
1531,0.9798,0.66,14.212312,PSO,float 8,"[5, 4, 26, 13, 2]"
1532,0.9778,0.86,15.225761,PSO,float 8,"[3, 3, 30, 15, 2]"
1533,0.9774,0.8999999999999999,15.226568,PSO,float 8,"[3, 3, 32, 13, 2]"
1534,0.9768,0.96,15.227386,PSO,float 8,"[3, 3, 27, 12, 2]"
1535,0.9886,-0.22,5.6639233,BH,float 8,"[10, 37, 45, 25, 38]"
1536,0.9874,-0.1,6.981941,BH,float 8,"[10, 37, 20, 7, 18]"
1537,0.9866,-0.02,7.4149666,BH,float 8,"[15, 22, 24, 12, 8]"
1538,0.9864,0.0,8.1399145,BH,float 8,"[16, 22, 30, 18, 4]"
1539,0.986,0.04,11.627625,BH,float 8,"[23, 20, 9, 11, 2]"
1540,0.9854,0.1,11.661237,BH,float 8,"[20, 21, 13, 11, 2]"
1541,0.9848,0.16,11.675331,BH,float 8,"[19, 20, 14, 10, 2]"
1542,0.984,0.24,11.703403,BH,float 8,"[17, 18, 13, 11, 2]"
1543,0.983,0.33999999999999997,12.717834,BH,float 8,"[21, 19, 6, 8, 2]"
1544,0.9824,0.4,12.975067,BH,float 8,"[27, 12, 6, 6, 2]"
1545,0.9802,0.62,13.010359,BH,float 8,"[19, 22, 2, 18, 4]"
1546,0.979,0.74,13.602916,BH,float 8,"[19, 10, 12, 3, 2]"
1547,0.9788,0.76,16.476048,BH,float 8,"[19, 18, 2, 12, 2]"
1548,0.9776,0.88,16.7265,BH,float 8,"[25, 13, 2, 9, 2]"
1549,0.9776,0.88,17.259857,BH,float 8,"[25, 12, 2, 8, 2]"
1550,0.9772,0.9199999999999999,17.278118,BH,float 8,"[23, 14, 2, 8, 2]"
1551,0.977,0.9400000000000001,18.324438,BH,float 8,"[25, 13, 2, 4, 2]"
1552,0.9766,0.98,18.350454,BH,float 8,"[23, 11, 2, 4, 2]"
1553,0.9864,0.0,5.8188853,GA,float 8,"[14, 27, 36, 33, 21]"
1554,0.9856,0.08,6.560528,GA,float 8,"[25, 21, 18, 34, 6]"
1555,0.9854,0.1,6.987174,GA,float 8,"[13, 16, 5, 33, 41]"
1556,0.9852,0.12,7.5080953,GA,float 8,"[6, 21, 34, 31, 8]"
1557,0.985,0.13999999999999999,8.571931,GA,float 8,"[40, 16, 45, 4, 5]"
1558,0.9848,0.16,10.74007,GA,float 8,"[26, 18, 20, 36, 2]"
1559,0.984,0.24,10.799007,GA,float 8,"[45, 16, 20, 33, 2]"
1560,0.9836,0.27999999999999997,11.356226,GA,float 8,"[29, 11, 39, 9, 2]"
1561,0.983,0.33999999999999997,11.692958,GA,float 8,"[7, 22, 40, 2, 31]"
1562,0.9816,0.48,11.805221,GA,float 8,"[7, 9, 39, 2, 45]"
1563,0.9816,0.48,11.839568,GA,float 8,"[11, 45, 11, 2, 15]"
1564,0.9816,0.48,12.445975,GA,float 8,"[9, 43, 13, 2, 6]"
1565,0.9814,0.5,16.143404,GA,float 8,"[43, 21, 16, 2, 2]"
1566,0.9812,0.52,16.42338,GA,float 8,"[50, 15, 15, 2, 2]"
1567,0.9808,0.5599999999999999,17.111313,GA,float 8,"[7, 15, 36, 2, 2]"
1568,0.9778,0.86,18.128725,GA,float 8,"[33, 15, 3, 2, 2]"
1569,0.9874,-0.1,5.270792,PSO,float 8,"[33, 38, 36, 18, 22]"
1570,0.9868,-0.04,6.3319635,PSO,float 8,"[26, 41, 23, 10, 9]"
1571,0.9866,-0.02,6.5744987,PSO,float 8,"[22, 24, 30, 14, 13]"
1572,0.9864,0.0,6.744267,PSO,float 8,"[28, 19, 20, 28, 6]"
1573,0.9864,0.0,7.153106,PSO,float 8,"[20, 22, 25, 10, 6]"
1574,0.986,0.04,11.236797,PSO,float 8,"[28, 31, 22, 16, 2]"
1575,0.986,0.04,11.262713,PSO,float 8,"[26, 28, 22, 13, 2]"
1576,0.986,0.04,11.273176,PSO,float 8,"[25, 28, 25, 13, 2]"
1577,0.9854,0.1,11.929014,PSO,float 8,"[6, 22, 26, 17, 2]"
1578,0.983,0.33999999999999997,12.730369,PSO,float 8,"[20, 18, 33, 4, 2]"
1579,0.9824,0.4,12.969892,PSO,float 8,"[18, 18, 32, 3, 2]"
1580,0.9822,0.42,13.302981,PSO,float 8,"[11, 19, 30, 4, 2]"
1581,0.982,0.44,16.81994,PSO,float 8,"[11, 12, 32, 2, 2]"
1582,0.9798,0.66,17.33204,PSO,float 8,"[7, 11, 32, 2, 2]"
1583,0.9792,0.72,17.372824,PSO,float 8,"[6, 10, 32, 2, 2]"
1584,0.979,0.74,17.648283,PSO,float 8,"[7, 8, 37, 2, 2]"
1585,0.9788,0.76,17.947056,PSO,float 8,"[5, 6, 32, 2, 2]"
1586,0.978,0.84,18.958708,PSO,float 8,"[3, 5, 27, 2, 2]"
1587,0.9876,-0.12,5.608431,BH,float 8,"[12, 25, 41, 50, 43]"
1588,0.9868,-0.04,6.6658463,BH,float 8,"[36, 25, 9, 36, 6]"
1589,0.9858,0.06,6.8853965,BH,float 8,"[15, 26, 13, 26, 11]"
1590,0.9856,0.08,12.530484,BH,float 8,"[7, 21, 13, 15, 2]"
1591,0.9848,0.16,13.094233,BH,float 8,"[6, 28, 6, 14, 2]"
1592,0.9824,0.4,13.610984,BH,float 8,"[3, 27, 13, 13, 2]"
1593,0.9822,0.42,14.146481,BH,float 8,"[3, 25, 5, 15, 2]"
1594,0.981,0.54,15.211283,BH,float 8,"[3, 27, 3, 13, 2]"
1595,0.9798,0.66,15.213806,BH,float 8,"[3, 24, 3, 16, 2]"
1596,0.9768,0.96,18.19688,BH,float 8,"[3, 35, 2, 15, 2]"
1597,0.9872,-0.08,5.1434975,GA,float 8,"[31, 37, 30, 47, 45]"
1598,0.9872,-0.08,5.640432,GA,float 8,"[11, 41, 40, 19, 38]"
1599,0.9864,0.0,6.1345534,GA,float 8,"[20, 10, 40, 9, 47]"
1600,0.9862,0.02,6.230005,GA,float 8,"[31, 26, 41, 7, 40]"
1601,0.9854,0.1,11.0337925,GA,float 8,"[29, 11, 48, 19, 2]"
1602,0.9852,0.12,11.515307,GA,float 8,"[10, 11, 48, 19, 2]"
1603,0.984,0.24,11.837998,GA,float 8,"[10, 11, 34, 9, 2]"
1604,0.9838,0.26,12.820481,GA,float 8,"[8, 11, 13, 14, 2]"
1605,0.9822,0.42,14.015627,GA,float 8,"[3, 13, 13, 2, 10]"
1606,0.982,0.44,18.736534,GA,float 8,"[3, 13, 13, 2, 2]"
1607,0.9792,0.72,18.736734,GA,float 8,"[3, 13, 11, 2, 2]"
1608,0.9784,0.8,18.736834,GA,float 8,"[3, 13, 10, 2, 2]"
1609,0.9874,-0.1,6.264298,PSO,float 8,"[26, 38, 6, 22, 45]"
1610,0.9868,-0.04,7.525875,PSO,float 8,"[11, 19, 20, 13, 5]"
1611,0.9854,0.1,8.004359,PSO,float 8,"[7, 28, 15, 5, 18]"
1612,0.9852,0.12,8.203437,PSO,float 8,"[19, 18, 31, 4, 16]"
1613,0.9844,0.2,11.133221,PSO,float 8,"[34, 18, 30, 2, 16]"
1614,0.984,0.24,11.465153,PSO,float 8,"[10, 20, 30, 2, 18]"
1615,0.9836,0.27999999999999997,11.466482,PSO,float 8,"[10, 19, 30, 2, 18]"
1616,0.983,0.33999999999999997,11.484276,PSO,float 8,"[9, 20, 29, 2, 19]"
1617,0.983,0.33999999999999997,13.450126,PSO,float 8,"[7, 6, 40, 2, 8]"
1618,0.9818,0.45999999999999996,13.482252,PSO,float 8,"[3, 10, 36, 2, 11]"
1619,0.9798,0.66,14.196625,PSO,float 8,"[3, 8, 31, 2, 16]"
1620,0.9792,0.72,14.548636,PSO,float 8,"[3, 8, 42, 2, 6]"
1621,0.9782,0.8200000000000001,18.202791,PSO,float 8,"[3, 13, 33, 2, 2]"
