,accuracy,accuracy_loss,compression,type,tar_type,repr
0,0.9874,-0.1,7.380082,BH,float 32,"[7, 26, 16, 8, 18]"
1,0.987,-0.06,8.68755,BH,float 32,"[31, 16, 15, 7, 4]"
2,0.9844,0.2,8.719547,BH,float 32,"[8, 28, 3, 11, 10]"
3,0.984,0.24,9.3726225,BH,float 32,"[12, 26, 8, 3, 7]"
4,0.9838,0.26,10.813663,BH,float 32,"[3, 23, 3, 8, 8]"
5,0.9832,0.32,11.942784,BH,float 32,"[7, 25, 10, 2, 12]"
6,0.9832,0.32,12.77805,BH,float 32,"[27, 15, 11, 3, 2]"
7,0.9826,0.38,13.50909,BH,float 32,"[3, 21, 8, 2, 11]"
8,0.9822,0.42,16.53627,BH,float 32,"[23, 15, 7, 2, 2]"
9,0.98,0.64,16.623837,BH,float 32,"[5, 22, 10, 2, 2]"
10,0.9788,0.76,17.358612,BH,float 32,"[19, 19, 3, 2, 2]"
11,0.9786,0.7799999999999999,18.019592,BH,float 32,"[3, 19, 6, 2, 2]"
12,0.9872,-0.08,4.901838,GA,float 32,"[45, 19, 26, 19, 47]"
13,0.9868,-0.04,5.139124,GA,float 32,"[16, 35, 29, 44, 27]"
14,0.9866,-0.02,5.1825347,GA,float 32,"[30, 20, 47, 49, 16]"
15,0.9864,0.0,5.269414,GA,float 32,"[20, 23, 50, 25, 17]"
16,0.9862,0.02,6.776252,GA,float 32,"[22, 13, 35, 14, 5]"
17,0.9856,0.08,6.8145432,GA,float 32,"[19, 13, 11, 46, 5]"
18,0.9852,0.12,7.333535,GA,float 32,"[5, 44, 15, 31, 5]"
19,0.9846,0.18,11.917305,GA,float 32,"[46, 31, 30, 4, 2]"
20,0.9824,0.4,11.931096,GA,float 32,"[29, 13, 8, 2, 14]"
21,0.982,0.44,16.069323,GA,float 32,"[8, 25, 32, 2, 2]"
22,0.9812,0.52,16.620386,GA,float 32,"[5, 23, 10, 2, 2]"
23,0.9872,-0.08,5.867218,PSO,float 32,"[23, 29, 44, 45, 5]"
24,0.9872,-0.08,5.9372897,PSO,float 32,"[9, 14, 18, 45, 23]"
25,0.9872,-0.08,6.298136,PSO,float 32,"[7, 10, 26, 48, 23]"
26,0.987,-0.06,6.448751,PSO,float 32,"[11, 17, 11, 28, 12]"
27,0.9868,-0.04,6.6425376,PSO,float 32,"[16, 10, 11, 26, 11]"
28,0.9866,-0.02,7.175837,PSO,float 32,"[42, 22, 13, 47, 4]"
29,0.9862,0.02,8.567266,PSO,float 32,"[17, 7, 13, 31, 4]"
30,0.9854,0.1,12.010574,PSO,float 32,"[7, 12, 6, 50, 2]"
31,0.9814,0.5,12.1580715,PSO,float 32,"[3, 20, 12, 50, 2]"
32,0.9812,0.52,12.159833,PSO,float 32,"[3, 14, 17, 39, 2]"
33,0.981,0.54,12.175916,PSO,float 32,"[3, 11, 22, 38, 2]"
34,0.9808,0.5599999999999999,13.005912,PSO,float 32,"[3, 14, 7, 50, 2]"
35,0.9808,0.5599999999999999,14.084479,PSO,float 32,"[3, 12, 4, 47, 2]"
36,0.978,0.84,15.600286,PSO,float 32,"[9, 21, 2, 50, 2]"
37,0.9776,0.88,15.950884,PSO,float 32,"[7, 19, 2, 48, 2]"
38,0.9768,0.96,16.027037,PSO,float 32,"[6, 18, 2, 49, 2]"
39,0.9768,0.96,16.21956,PSO,float 32,"[8, 10, 2, 45, 2]"
40,0.9766,0.98,17.285301,PSO,float 32,"[3, 12, 2, 39, 2]"
41,0.9872,-0.08,5.5179048,BH,float 32,"[29, 15, 16, 45, 35]"
42,0.987,-0.06,5.9299674,BH,float 32,"[7, 27, 19, 50, 24]"
43,0.987,-0.06,6.3495216,BH,float 32,"[9, 11, 38, 29, 9]"
44,0.9864,0.0,7.108102,BH,float 32,"[8, 13, 13, 12, 20]"
45,0.9862,0.02,7.244053,BH,float 32,"[6, 25, 14, 47, 6]"
46,0.986,0.04,7.653403,BH,float 32,"[4, 13, 26, 15, 22]"
47,0.9856,0.08,12.076253,BH,float 32,"[6, 8, 16, 42, 2]"
48,0.9828,0.36,13.03807,BH,float 32,"[3, 10, 7, 34, 2]"
49,0.9822,0.42,14.08494,BH,float 32,"[3, 3, 15, 50, 2]"
50,0.9822,0.42,14.08557,BH,float 32,"[3, 3, 15, 49, 2]"
51,0.982,0.44,14.30228,BH,float 32,"[3, 3, 15, 31, 2]"
52,0.981,0.54,14.304378,BH,float 32,"[3, 3, 14, 29, 2]"
53,0.981,0.54,14.626236,BH,float 32,"[3, 3, 8, 38, 2]"
54,0.981,0.54,14.83596,BH,float 32,"[3, 3, 8, 31, 2]"
55,0.9796,0.6799999999999999,14.837511,BH,float 32,"[3, 3, 5, 31, 2]"
56,0.9794,0.7000000000000001,14.840212,BH,float 32,"[3, 3, 5, 28, 2]"
57,0.9782,0.8200000000000001,15.693796,BH,float 32,"[3, 3, 4, 36, 2]"
58,0.9778,0.86,15.695722,BH,float 32,"[3, 3, 4, 33, 2]"
59,0.9872,-0.08,5.687472,GA,float 32,"[9, 10, 41, 24, 47]"
60,0.987,-0.06,6.1291156,GA,float 32,"[39, 15, 40, 7, 27]"
61,0.9868,-0.04,6.850903,GA,float 32,"[31, 8, 34, 7, 17]"
62,0.9858,0.06,9.322101,GA,float 32,"[6, 8, 19, 16, 4]"
63,0.9858,0.06,11.752953,GA,float 32,"[6, 8, 25, 47, 2]"
64,0.9854,0.1,11.9160385,GA,float 32,"[28, 8, 25, 7, 2]"
65,0.9854,0.1,12.074681,GA,float 32,"[17, 8, 25, 7, 2]"
66,0.9852,0.12,12.508388,GA,float 32,"[4, 8, 29, 33, 2]"
67,0.9852,0.12,12.615072,GA,float 32,"[6, 8, 14, 16, 2]"
68,0.985,0.13999999999999999,13.38948,GA,float 32,"[4, 10, 15, 7, 2]"
69,0.9838,0.26,13.580947,GA,float 32,"[4, 8, 22, 7, 2]"
70,0.983,0.33999999999999997,13.901085,GA,float 32,"[4, 8, 14, 7, 2]"
71,0.9822,0.42,14.434467,GA,float 32,"[4, 8, 8, 7, 2]"
72,0.9818,0.45999999999999996,14.956705,GA,float 32,"[4, 16, 4, 7, 2]"
73,0.9772,0.9199999999999999,16.337925,GA,float 32,"[17, 8, 2, 18, 2]"
74,0.977,0.9400000000000001,16.637209,GA,float 32,"[10, 8, 2, 23, 2]"
75,0.9878,-0.13999999999999999,5.633058,PSO,float 32,"[28, 15, 17, 27, 25]"
76,0.9872,-0.08,5.6552873,PSO,float 32,"[15, 19, 26, 25, 22]"
77,0.9868,-0.04,5.7883453,PSO,float 32,"[14, 11, 30, 35, 23]"
78,0.9868,-0.04,5.9920125,PSO,float 32,"[14, 11, 30, 27, 24]"
79,0.9868,-0.04,6.1818295,PSO,float 32,"[17, 15, 16, 19, 17]"
80,0.9866,-0.02,6.828811,PSO,float 32,"[9, 10, 14, 21, 14]"
81,0.9866,-0.02,7.3658876,PSO,float 32,"[7, 15, 21, 8, 21]"
82,0.986,0.04,7.6589246,PSO,float 32,"[21, 14, 26, 4, 24]"
83,0.9858,0.06,8.145155,PSO,float 32,"[11, 13, 6, 5, 13]"
84,0.9842,0.22,9.1405525,PSO,float 32,"[13, 13, 4, 7, 13]"
85,0.9834,0.3,11.926161,PSO,float 32,"[10, 13, 10, 2, 10]"
86,0.9834,0.3,12.867719,PSO,float 32,"[6, 14, 6, 2, 13]"
87,0.9806,0.58,13.421985,PSO,float 32,"[12, 14, 4, 2, 12]"
88,0.9802,0.62,13.91574,PSO,float 32,"[7, 14, 3, 2, 9]"
89,0.9792,0.72,14.391254,PSO,float 32,"[7, 14, 2, 4, 8]"
90,0.977,0.9400000000000001,17.825788,PSO,float 32,"[3, 12, 2, 13, 2]"
91,0.988,-0.16,5.7405334,BH,float 32,"[24, 11, 19, 29, 20]"
92,0.9872,-0.08,7.3079925,BH,float 32,"[15, 22, 34, 4, 28]"
93,0.987,-0.06,7.5131664,BH,float 32,"[19, 10, 30, 7, 8]"
94,0.9862,0.02,7.671204,BH,float 32,"[8, 13, 6, 27, 10]"
95,0.9862,0.02,8.04732,BH,float 32,"[13, 10, 37, 11, 4]"
96,0.986,0.04,8.599916,BH,float 32,"[12, 7, 35, 11, 4]"
97,0.9856,0.08,8.707756,BH,float 32,"[16, 6, 14, 19, 4]"
98,0.9852,0.12,11.457771,BH,float 32,"[6, 18, 32, 12, 2]"
99,0.9846,0.18,11.592921,BH,float 32,"[12, 5, 35, 11, 2]"
100,0.9846,0.18,12.098146,BH,float 32,"[12, 8, 33, 6, 2]"
101,0.9842,0.22,12.797782,BH,float 32,"[14, 10, 32, 4, 2]"
102,0.9838,0.26,12.831151,BH,float 32,"[12, 4, 18, 15, 2]"
103,0.9834,0.3,13.328879,BH,float 32,"[14, 6, 30, 4, 2]"
104,0.9816,0.48,16.243246,BH,float 32,"[16, 6, 34, 2, 2]"
105,0.981,0.54,16.66834,BH,float 32,"[9, 7, 30, 2, 2]"
106,0.9802,0.62,17.607924,BH,float 32,"[12, 4, 32, 2, 2]"
107,0.98,0.64,18.058985,BH,float 32,"[7, 4, 32, 2, 2]"
108,0.9788,0.76,18.133213,BH,float 32,"[6, 4, 27, 2, 2]"
109,0.9788,0.76,18.21408,BH,float 32,"[5, 4, 30, 2, 2]"
110,0.9782,0.8200000000000001,19.088703,BH,float 32,"[3, 3, 25, 2, 2]"
111,0.978,0.84,19.089684,BH,float 32,"[3, 3, 20, 2, 2]"
112,0.987,-0.06,5.274735,GA,float 32,"[50, 16, 15, 35, 48]"
113,0.9868,-0.04,5.4019537,GA,float 32,"[24, 42, 23, 13, 32]"
114,0.9866,-0.02,7.4170675,GA,float 32,"[24, 8, 21, 13, 8]"
115,0.9866,-0.02,8.355549,GA,float 32,"[17, 14, 14, 12, 4]"
116,0.9852,0.12,10.953951,GA,float 32,"[15, 11, 49, 13, 2]"
117,0.985,0.13999999999999999,11.288981,GA,float 32,"[33, 22, 8, 13, 2]"
118,0.9848,0.16,11.324725,GA,float 32,"[17, 8, 50, 13, 2]"
119,0.9846,0.18,11.80666,GA,float 32,"[11, 8, 31, 13, 2]"
120,0.9844,0.2,12.16533,GA,float 32,"[8, 20, 8, 13, 2]"
121,0.984,0.24,12.515446,GA,float 32,"[16, 8, 6, 13, 2]"
122,0.9816,0.48,14.313545,GA,float 32,"[3, 3, 17, 13, 2]"
123,0.9812,0.52,14.314354,GA,float 32,"[3, 3, 20, 12, 2]"
124,0.9804,0.6,14.634696,GA,float 32,"[3, 3, 12, 12, 2]"
125,0.9796,0.6799999999999999,14.635592,GA,float 32,"[3, 3, 9, 12, 2]"
126,0.9776,0.88,15.1611,GA,float 32,"[24, 18, 2, 45, 2]"
127,0.9776,0.88,15.967013,GA,float 32,"[15, 11, 2, 18, 2]"
128,0.9776,0.88,16.23376,GA,float 32,"[3, 3, 4, 12, 2]"
129,0.977,0.9400000000000001,16.888197,GA,float 32,"[6, 13, 2, 12, 2]"
130,0.977,0.9400000000000001,17.489925,GA,float 32,"[3, 23, 2, 13, 2]"
131,0.9766,0.98,17.491323,GA,float 32,"[3, 23, 2, 12, 2]"
132,0.9874,-0.1,5.3598437,PSO,float 32,"[15, 32, 25, 29, 39]"
133,0.9872,-0.08,5.938059,PSO,float 32,"[10, 38, 25, 14, 17]"
134,0.9866,-0.02,6.205945,PSO,float 32,"[20, 10, 35, 8, 35]"
135,0.9866,-0.02,7.4954553,PSO,float 32,"[10, 48, 15, 4, 50]"
136,0.984,0.24,10.125281,PSO,float 32,"[30, 29, 26, 2, 44]"
137,0.9834,0.3,11.054451,PSO,float 32,"[15, 21, 16, 2, 24]"
138,0.9832,0.32,11.792002,PSO,float 32,"[10, 14, 6, 2, 48]"
139,0.982,0.44,12.85941,PSO,float 32,"[3, 28, 8, 2, 43]"
140,0.9818,0.45999999999999996,13.221082,PSO,float 32,"[3, 15, 5, 2, 38]"
141,0.979,0.74,14.262591,PSO,float 32,"[3, 16, 3, 2, 42]"
142,0.9872,-0.08,5.3555584,BH,float 32,"[23, 29, 25, 25, 25]"
143,0.9872,-0.08,6.851254,BH,float 32,"[10, 11, 23, 34, 5]"
144,0.9866,-0.02,6.8738155,BH,float 32,"[24, 15, 23, 16, 8]"
145,0.9864,0.0,7.1627393,BH,float 32,"[17, 34, 21, 31, 4]"
146,0.9862,0.02,7.301374,BH,float 32,"[35, 11, 32, 35, 3]"
147,0.9858,0.06,7.424009,BH,float 32,"[25, 15, 26, 34, 3]"
148,0.9858,0.06,7.896295,BH,float 32,"[7, 28, 26, 33, 3]"
149,0.9856,0.08,7.906666,BH,float 32,"[30, 8, 21, 34, 3]"
150,0.9854,0.1,9.945354,BH,float 32,"[17, 19, 34, 34, 2]"
151,0.9854,0.1,10.276413,BH,float 32,"[15, 36, 26, 31, 2]"
152,0.9854,0.1,10.652965,BH,float 32,"[19, 12, 21, 31, 2]"
153,0.9852,0.12,11.100051,BH,float 32,"[24, 8, 29, 30, 2]"
154,0.9852,0.12,11.1284485,BH,float 32,"[22, 8, 21, 31, 2]"
155,0.985,0.13999999999999999,11.129073,BH,float 32,"[22, 8, 27, 29, 2]"
156,0.9848,0.16,11.131857,BH,float 32,"[22, 8, 22, 27, 2]"
157,0.9846,0.18,11.141426,BH,float 32,"[23, 5, 27, 32, 2]"
158,0.9846,0.18,11.144594,BH,float 32,"[23, 5, 20, 30, 2]"
159,0.9846,0.18,11.18719,BH,float 32,"[20, 5, 26, 31, 2]"
160,0.9844,0.2,11.334919,BH,float 32,"[18, 5, 13, 34, 2]"
161,0.984,0.24,11.762995,BH,float 32,"[13, 5, 16, 30, 2]"
162,0.9834,0.3,12.253347,BH,float 32,"[18, 4, 18, 29, 2]"
163,0.9834,0.3,12.593292,BH,float 32,"[17, 4, 12, 27, 2]"
164,0.9824,0.4,14.3067875,BH,float 32,"[3, 3, 15, 26, 2]"
165,0.9814,0.5,14.307992,BH,float 32,"[3, 3, 14, 25, 2]"
166,0.9806,0.58,14.309197,BH,float 32,"[3, 3, 13, 24, 2]"
167,0.98,0.64,14.310105,BH,float 32,"[3, 3, 13, 23, 2]"
168,0.9872,-0.08,5.613062,GA,float 32,"[35, 11, 17, 26, 17]"
169,0.9868,-0.04,6.8146152,GA,float 32,"[7, 7, 43, 21, 25]"
170,0.9864,0.0,8.627748,GA,float 32,"[12, 34, 14, 4, 7]"
171,0.9856,0.08,11.664374,GA,float 32,"[15, 30, 14, 5, 2]"
172,0.9844,0.2,11.775034,GA,float 32,"[38, 34, 29, 4, 2]"
173,0.9844,0.2,11.793572,GA,float 32,"[12, 18, 14, 5, 2]"
174,0.9844,0.2,11.797126,GA,float 32,"[12, 17, 14, 5, 2]"
175,0.9844,0.2,12.748006,GA,float 32,"[29, 34, 6, 4, 2]"
176,0.983,0.33999999999999997,13.256195,GA,float 32,"[3, 3, 14, 4, 4]"
177,0.9814,0.5,14.304434,GA,float 32,"[3, 12, 4, 26, 2]"
178,0.9814,0.5,14.309807,GA,float 32,"[3, 3, 14, 23, 2]"
179,0.9812,0.52,14.310716,GA,float 32,"[3, 3, 14, 22, 2]"
180,0.9812,0.52,15.910265,GA,float 32,"[3, 3, 18, 4, 2]"
181,0.9804,0.6,16.229618,GA,float 32,"[3, 3, 14, 4, 2]"
182,0.9792,0.72,17.148466,GA,float 32,"[3, 24, 18, 2, 2]"
183,0.9792,0.72,18.001202,GA,float 32,"[3, 24, 8, 2, 2]"
184,0.9774,0.8999999999999999,18.87552,GA,float 32,"[3, 3, 34, 2, 2]"
185,0.9876,-0.12,5.50598,PSO,float 32,"[17, 29, 16, 39, 32]"
186,0.9868,-0.04,6.189677,PSO,float 32,"[38, 29, 11, 42, 6]"
187,0.9868,-0.04,6.24528,PSO,float 32,"[38, 11, 13, 24, 10]"
188,0.9862,0.02,7.4418344,PSO,float 32,"[21, 12, 33, 22, 4]"
189,0.9858,0.06,10.731628,PSO,float 32,"[34, 25, 7, 38, 2]"
190,0.9844,0.2,11.117205,PSO,float 32,"[23, 8, 29, 26, 2]"
191,0.9834,0.3,12.327166,PSO,float 32,"[20, 4, 13, 39, 2]"
192,0.9834,0.3,12.345491,PSO,float 32,"[19, 4, 13, 36, 2]"
193,0.9832,0.32,12.526171,PSO,float 32,"[15, 4, 9, 39, 2]"
194,0.9822,0.42,13.179448,PSO,float 32,"[11, 4, 5, 42, 2]"
195,0.978,0.84,15.486595,PSO,float 32,"[23, 14, 2, 38, 2]"
196,0.977,0.9400000000000001,15.600191,PSO,float 32,"[17, 11, 2, 37, 2]"
197,0.977,0.9400000000000001,15.706818,PSO,float 32,"[16, 13, 2, 41, 2]"
198,0.9874,-0.1,5.269104,BH,float 32,"[46, 35, 23, 18, 14]"
199,0.9872,-0.08,6.7010098,BH,float 32,"[45, 16, 19, 7, 11]"
200,0.9872,-0.08,6.726978,BH,float 32,"[46, 10, 13, 25, 6]"
201,0.9864,0.0,6.953541,BH,float 32,"[7, 7, 45, 34, 13]"
202,0.9864,0.0,8.243948,BH,float 32,"[14, 39, 17, 8, 3]"
203,0.9854,0.1,8.452491,BH,float 32,"[26, 6, 23, 12, 4]"
204,0.9854,0.1,10.214348,BH,float 32,"[26, 27, 26, 18, 2]"
205,0.9854,0.1,10.500474,BH,float 32,"[30, 23, 25, 14, 2]"
206,0.9852,0.12,10.568659,BH,float 32,"[22, 31, 24, 16, 2]"
207,0.985,0.13999999999999999,11.602797,BH,float 32,"[34, 15, 16, 5, 2]"
208,0.9848,0.16,12.261788,BH,float 32,"[28, 10, 7, 6, 2]"
209,0.9846,0.18,12.663666,BH,float 32,"[35, 13, 16, 4, 2]"
210,0.9842,0.22,12.691037,BH,float 32,"[33, 11, 12, 4, 2]"
211,0.9842,0.22,13.296321,BH,float 32,"[31, 5, 16, 4, 2]"
212,0.9826,0.38,15.870549,BH,float 32,"[33, 11, 13, 2, 2]"
213,0.9822,0.42,17.021849,BH,float 32,"[29, 6, 6, 2, 2]"
214,0.982,0.44,17.046247,BH,float 32,"[26, 7, 6, 2, 2]"
215,0.9818,0.45999999999999996,17.084608,BH,float 32,"[23, 7, 7, 2, 2]"
216,0.9802,0.62,18.147495,BH,float 32,"[22, 4, 7, 2, 2]"
217,0.9782,0.8200000000000001,19.185528,BH,float 32,"[24, 4, 4, 2, 2]"
218,0.9876,-0.12,6.2197313,GA,float 32,"[10, 28, 49, 45, 7]"
219,0.9876,-0.12,8.026752,GA,float 32,"[7, 40, 16, 7, 6]"
220,0.9874,-0.1,8.143517,GA,float 32,"[22, 28, 26, 7, 4]"
221,0.9874,-0.1,9.197599,GA,float 32,"[8, 12, 26, 7, 4]"
222,0.9858,0.06,9.260492,GA,float 32,"[7, 20, 10, 7, 4]"
223,0.9854,0.1,10.45029,GA,float 32,"[10, 28, 4, 7, 4]"
224,0.9852,0.12,10.831584,GA,float 32,"[7, 28, 4, 7, 4]"
225,0.9846,0.18,11.173499,GA,float 32,"[7, 14, 4, 7, 4]"
226,0.9846,0.18,11.19305,GA,float 32,"[7, 10, 4, 8, 4]"
227,0.9834,0.3,11.201072,GA,float 32,"[7, 9, 4, 7, 4]"
228,0.9804,0.6,11.9321375,GA,float 32,"[26, 33, 2, 43, 4]"
229,0.9802,0.62,13.725153,GA,float 32,"[8, 50, 2, 7, 4]"
230,0.979,0.74,13.947746,GA,float 32,"[3, 32, 2, 36, 4]"
231,0.9782,0.8200000000000001,14.014096,GA,float 32,"[7, 32, 2, 7, 4]"
232,0.9884,-0.2,6.342747,PSO,float 32,"[17, 25, 26, 18, 8]"
233,0.9866,-0.02,6.4395857,PSO,float 32,"[34, 22, 8, 26, 12]"
234,0.9864,0.0,6.8743773,PSO,float 32,"[7, 26, 22, 9, 10]"
235,0.9864,0.0,7.6584845,PSO,float 32,"[7, 35, 8, 31, 8]"
236,0.9858,0.06,7.7838573,PSO,float 32,"[12, 35, 10, 18, 3]"
237,0.9858,0.06,8.221986,PSO,float 32,"[6, 43, 11, 30, 4]"
238,0.9858,0.06,9.016073,PSO,float 32,"[8, 35, 6, 16, 3]"
239,0.985,0.13999999999999999,10.680827,PSO,float 32,"[9, 31, 18, 18, 2]"
240,0.9844,0.2,11.305907,PSO,float 32,"[5, 34, 14, 20, 2]"
241,0.9824,0.4,12.90037,PSO,float 32,"[3, 26, 6, 18, 2]"
242,0.9792,0.72,14.184282,PSO,float 32,"[3, 26, 2, 22, 4]"
243,0.9782,0.8200000000000001,14.234948,PSO,float 32,"[3, 28, 2, 21, 3]"
244,0.978,0.84,14.239855,PSO,float 32,"[3, 26, 2, 23, 3]"
245,0.9772,0.9199999999999999,15.757537,PSO,float 32,"[10, 31, 2, 17, 2]"
246,0.977,0.9400000000000001,17.466312,PSO,float 32,"[3, 30, 2, 13, 2]"
247,0.9768,0.96,17.485748,PSO,float 32,"[3, 23, 2, 16, 2]"
248,0.9876,-0.12,6.5055037,BH,float 32,"[7, 15, 31, 18, 22]"
249,0.9876,-0.12,6.7926064,BH,float 32,"[10, 11, 32, 44, 7]"
250,0.9868,-0.04,7.2765346,BH,float 32,"[25, 17, 24, 31, 4]"
251,0.9848,0.16,8.1498785,BH,float 32,"[3, 12, 9, 11, 25]"
252,0.9842,0.22,8.179944,BH,float 32,"[3, 11, 5, 34, 21]"
253,0.9836,0.27999999999999997,8.329531,BH,float 32,"[12, 4, 8, 33, 17]"
254,0.9836,0.27999999999999997,9.156058,BH,float 32,"[3, 3, 18, 29, 18]"
255,0.9834,0.3,9.229047,BH,float 32,"[3, 5, 8, 32, 15]"
256,0.9832,0.32,9.42752,BH,float 32,"[3, 3, 20, 31, 15]"
257,0.9832,0.32,9.759511,BH,float 32,"[3, 3, 16, 31, 14]"
258,0.9822,0.42,9.774686,BH,float 32,"[3, 3, 9, 31, 13]"
259,0.9822,0.42,9.99776,BH,float 32,"[3, 3, 8, 32, 19]"
260,0.9806,0.58,11.082639,BH,float 32,"[3, 3, 4, 30, 17]"
261,0.9792,0.72,11.170522,BH,float 32,"[23, 7, 2, 34, 22]"
262,0.9786,0.7799999999999999,12.326991,BH,float 32,"[3, 23, 2, 17, 20]"
263,0.9786,0.7799999999999999,12.619925,BH,float 32,"[3, 27, 2, 15, 21]"
264,0.9786,0.7799999999999999,12.630413,BH,float 32,"[3, 13, 2, 29, 22]"
265,0.9778,0.86,12.66929,BH,float 32,"[3, 11, 2, 25, 19]"
266,0.9772,0.9199999999999999,13.461829,BH,float 32,"[3, 8, 2, 32, 15]"
267,0.9866,-0.02,4.976152,GA,float 32,"[37, 28, 30, 29, 33]"
268,0.9864,0.0,5.1344347,GA,float 32,"[37, 28, 30, 29, 30]"
269,0.9864,0.0,6.740377,GA,float 32,"[17, 17, 29, 11, 6]"
270,0.9856,0.08,7.2105765,GA,float 32,"[5, 28, 7, 29, 17]"
271,0.9852,0.12,7.566132,GA,float 32,"[5, 21, 29, 11, 6]"
272,0.985,0.13999999999999999,10.38737,GA,float 32,"[20, 47, 13, 17, 2]"
273,0.985,0.13999999999999999,12.207475,GA,float 32,"[4, 10, 23, 28, 2]"
274,0.9846,0.18,12.388213,GA,float 32,"[17, 16, 6, 6, 2]"
275,0.982,0.44,12.707195,GA,float 32,"[3, 13, 15, 17, 2]"
276,0.982,0.44,15.459898,GA,float 32,"[24, 14, 37, 2, 2]"
277,0.9804,0.6,16.929216,GA,float 32,"[3, 36, 26, 2, 2]"
278,0.9802,0.62,17.075233,GA,float 32,"[4, 14, 40, 2, 2]"
279,0.9796,0.6799999999999999,17.463812,GA,float 32,"[3, 25, 16, 2, 2]"
280,0.979,0.74,17.78352,GA,float 32,"[3, 36, 8, 2, 2]"
281,0.979,0.74,17.788239,GA,float 32,"[3, 34, 8, 2, 2]"
282,0.9878,-0.13999999999999999,5.8213253,PSO,float 32,"[11, 31, 26, 14, 37]"
283,0.9872,-0.08,6.0692434,PSO,float 32,"[9, 31, 26, 13, 31]"
284,0.9872,-0.08,7.512357,PSO,float 32,"[7, 6, 13, 34, 12]"
285,0.9862,0.02,7.6892977,PSO,float 32,"[10, 23, 21, 24, 4]"
286,0.9858,0.06,11.044853,PSO,float 32,"[7, 23, 26, 22, 2]"
287,0.9854,0.1,11.488763,PSO,float 32,"[11, 21, 6, 23, 2]"
288,0.9848,0.16,11.504601,PSO,float 32,"[5, 25, 14, 32, 2]"
289,0.9846,0.18,12.733654,PSO,float 32,"[4, 18, 6, 27, 2]"
290,0.9814,0.5,13.219789,PSO,float 32,"[3, 15, 5, 30, 2]"
291,0.9798,0.66,13.985973,PSO,float 32,"[3, 17, 4, 30, 2]"
292,0.9782,0.8200000000000001,15.63149,PSO,float 32,"[15, 20, 2, 23, 2]"
293,0.9782,0.8200000000000001,15.747933,PSO,float 32,"[11, 21, 2, 25, 2]"
294,0.978,0.84,16.099926,PSO,float 32,"[8, 20, 2, 28, 2]"
295,0.9776,0.88,16.543184,PSO,float 32,"[6, 16, 2, 28, 2]"
296,0.988,-0.16,5.2757354,BH,float 32,"[17, 20, 17, 29, 35]"
297,0.9874,-0.1,5.7924137,BH,float 32,"[17, 12, 25, 26, 27]"
298,0.987,-0.06,5.8014336,BH,float 32,"[10, 26, 17, 31, 20]"
299,0.987,-0.06,6.3744173,BH,float 32,"[12, 11, 26, 28, 15]"
300,0.9866,-0.02,6.8047123,BH,float 32,"[29, 18, 38, 35, 4]"
301,0.9866,-0.02,6.9631677,BH,float 32,"[11, 13, 20, 29, 7]"
302,0.9864,0.0,6.9673333,BH,float 32,"[12, 15, 25, 30, 5]"
303,0.9864,0.0,7.042964,BH,float 32,"[9, 12, 24, 29, 7]"
304,0.986,0.04,8.077122,BH,float 32,"[10, 12, 21, 29, 3]"
305,0.9858,0.06,11.050556,BH,float 32,"[9, 10, 25, 21, 2]"
306,0.9856,0.08,11.521083,BH,float 32,"[10, 8, 25, 23, 2]"
307,0.985,0.13999999999999999,11.977773,BH,float 32,"[6, 8, 28, 20, 2]"
308,0.9842,0.22,12.066736,BH,float 32,"[5, 7, 25, 23, 2]"
309,0.9838,0.26,12.088139,BH,float 32,"[5, 5, 25, 21, 2]"
310,0.9824,0.4,15.164226,BH,float 32,"[3, 3, 16, 8, 2]"
311,0.982,0.44,15.164523,BH,float 32,"[3, 3, 15, 8, 2]"
312,0.982,0.44,15.166652,BH,float 32,"[3, 3, 16, 7, 2]"
313,0.9818,0.45999999999999996,15.16695,BH,float 32,"[3, 3, 15, 7, 2]"
314,0.9812,0.52,16.229021,BH,float 32,"[3, 3, 16, 4, 2]"
315,0.9804,0.6,16.229618,BH,float 32,"[3, 3, 14, 4, 2]"
316,0.978,0.84,19.409428,BH,float 32,"[3, 3, 14, 2, 2]"
317,0.9774,0.8999999999999999,19.409727,BH,float 32,"[3, 3, 13, 2, 2]"
318,0.987,-0.06,6.7007737,GA,float 32,"[31, 43, 50, 4, 32]"
319,0.986,0.04,7.754279,GA,float 32,"[36, 8, 17, 40, 4]"
320,0.986,0.04,7.8588047,GA,float 32,"[31, 44, 6, 4, 20]"
321,0.9858,0.06,8.068409,GA,float 32,"[29, 8, 18, 31, 4]"
322,0.985,0.13999999999999999,8.533029,GA,float 32,"[49, 8, 8, 37, 4]"
323,0.9844,0.2,10.098564,GA,float 32,"[15, 15, 4, 10, 4]"
324,0.9836,0.27999999999999997,10.245373,GA,float 32,"[10, 8, 4, 47, 4]"
325,0.9834,0.3,10.44647,GA,float 32,"[22, 33, 35, 2, 11]"
326,0.9834,0.3,10.566227,GA,float 32,"[4, 45, 4, 27, 4]"
327,0.9834,0.3,11.271866,GA,float 32,"[6, 39, 44, 2, 11]"
328,0.9832,0.32,11.896157,GA,float 32,"[14, 8, 16, 2, 29]"
329,0.9828,0.36,12.308828,GA,float 32,"[14, 8, 13, 2, 11]"
330,0.9822,0.42,12.811107,GA,float 32,"[45, 8, 4, 21, 2]"
